caseid,totalnewsbinary,totalnewscount,totalnewsfncount2016def,totalvisits,totalProTrumpFNbinary_ag80,totalProClintonFNbinary_ag80,totalProTrumpFNcount_ag80,totalProClintonFNcount_ag80,totalFakeNewsbinary,totalFakeNewscount,mfb,diet_mean,weight,decile,totalnewsfncount2018def,totalProRepFNbinary,totalProDemFNbinary,totalProRepFNcount,totalProDemFNcount,totalfakebinary18,totalfakecount18
407142771,1,56,56,4675,0,0,0,0,0,0,0.0453475935828877,0.28501507936507936,0.773258643811547,10,45,0,0,0,0,0,0
409732021,1,11,11,6350,0,0,0,0,0,0,0.1310442589384155,0.02998237704918033,5.2075724999081,6,9,0,0,0,0,0,0
412354747,1,20,20,2581,0,0,0,0,0,0,0.02479659046881054,0.04693454545454545,1.02274128996431,8,12,0,0,0,0,0,0
413487251,0,0,0,272,0,0,0,0,0,0,0,0.03736571428571429,0.646122494196527,7,0,0,0,0,0,0,0
414153147,0,0,0,553,0,0,0,0,0,0,0.0433996383363472,0.038142857142857145,1.36489860245426,7,0,0,0,0,0,0,0
414154222,1,13,13,865,0,0,0,0,0,0,0.0023148148148148147,0.046985185185185185,0.922738430222328,8,10,0,0,0,0,0,0
414367741,1,2,2,172,0,0,0,0,0,0,0,0.029061538461538465,0.962562217831999,6,0,0,0,0,0,0,0
414451707,1,154,154,1864,0,0,0,0,0,0,0.008047210300429184,-0.323453305785124,0.652959408945108,1,89,0,0,0,0,0,0
414492832,1,8,8,380,0,0,0,0,0,0,0.005263157894736842,0.5223800000000001,0.522540179336023,10,8,0,0,0,0,0,0
414492876,1,574,574,8286,0,0,0,0,0,0,0.12539222785421192,0.7159975083056478,1.51769316478057,10,414,0,0,0,0,0,0
414509019,1,2,2,418,0,0,0,0,0,0,0,-0.04182,3.6706702205714,4,2,0,0,0,0,0,0
414524678,1,35,35,2835,0,0,0,0,0,0,0.07689594356261023,-0.018234482758620694,0.653059471407918,4,30,0,0,0,0,0,0
414650837,0,0,0,24,0,0,0,0,0,0,0,NaN,0.510046349388695,NA,0,0,0,0,0,0,0
414659989,1,43,43,38142,0,0,0,0,0,0,0.034292905458549634,0.05713962089690245,0.659780778720765,9,24,0,0,0,0,0,0
414664022,1,4,4,6018,0,0,0,0,0,0,0.07471647765176785,0.04638705035971223,1.05828066830525,8,0,0,0,0,0,0,0
414717366,1,20,20,5237,0,0,0,0,0,0,0.0036280313156387242,0.00128842105263158,0.720423403641761,5,6,0,0,0,0,0,0
414742697,1,12,12,16784,0,0,0,0,0,0,0.09723546234509056,0.021502861445783134,0.903140690568511,6,3,0,0,0,0,0,0
414782140,1,201,201,8398,0,0,0,0,0,0,0.09193759676074789,-0.21925236051502145,0.603321598519808,1,91,0,0,0,0,0,0
415071034,1,21,21,52459,0,0,0,0,0,0,0.1650398444351241,-0.10541269035532995,1.10974109895543,3,6,0,0,0,0,0,0
415135136,1,64,64,24157,0,0,0,0,0,0,0.014985304466614233,0.31179473684210524,1.16773935103842,10,16,0,0,0,0,0,0
415148362,1,12,12,6602,0,0,0,0,0,0,0.08739775825507422,0.08432698412698413,0.330368839767455,9,10,0,0,0,0,0,0
415153983,1,3,3,654,0,0,0,0,0,0,0.3103975535168196,-0.1432,0.831497824537858,2,3,0,0,0,0,0,0
415163619,1,61,61,28224,0,0,0,0,0,0,0.023774092970521542,-0.01609558823529412,0.894899082047052,4,24,0,0,0,0,0,0
415169092,0,0,0,4,0,0,0,0,0,0,0,NaN,0.308150010677831,NA,0,0,0,0,0,0,0
415202423,1,17,17,105,0,0,0,0,0,0,0,0.5301823529411764,0.678668815164604,10,5,0,0,0,0,0,0
415225867,1,21,21,351,0,0,0,0,0,0,0.002849002849002849,-0.46655714285714284,0.6515944160475,1,3,0,0,0,0,0,0
415234627,1,225,225,4790,0,0,0,0,0,0,0.11837160751565762,0.5575065217391304,1.02754116465809,10,76,0,0,0,0,0,0
415240076,0,0,0,1266,0,0,0,0,0,0,0.0071090047393364926,-0.2177,1.66059207568556,1,0,0,0,0,0,0,0
415244768,0,0,0,734,0,0,0,0,0,0,0.009536784741144414,NaN,1.56567331177888,NA,0,0,0,0,0,0,0
415255572,1,3,3,711,0,0,0,0,0,0,0.001440922190201729,0.027968503937007876,1.57135925475042,6,3,0,0,0,0,0,0
415308336,1,54,54,9719,0,0,0,0,0,0,0.023468862583633558,0.02436821052631579,0.773258643811547,6,29,0,0,0,0,0,0
415309096,1,8,8,205,0,0,0,0,0,0,0,0.10037777777777777,0.763512550087712,9,8,0,0,0,0,0,0
415316789,1,11,11,4660,0,0,0,0,0,0,0.06351931330472103,-0.006172916666666665,0.862431769651407,5,4,0,0,0,0,0,0
415319509,0,0,0,264,0,0,0,0,0,0,0.041666666666666664,NaN,0.647897881215701,NA,0,0,0,0,0,0,0
415325440,1,1,1,1267,0,0,0,0,0,0,0.0023677979479084454,-0.0479,0.85201789172741,4,1,0,0,0,0,0,0
415339467,1,2,2,3878,0,0,0,0,0,0,0.013151108818978855,0.02630909090909091,0.694153425270938,6,0,0,0,0,0,0,0
415353228,1,34,34,4572,0,0,0,0,0,0,0.04483814523184602,0.022230232558139534,0.216793328904243,6,11,0,0,0,0,0,0
415357574,1,12,12,5953,0,0,0,0,0,0,0.0016798252981689904,-0.018462068965517244,0.683217926483928,4,12,0,0,0,0,0,0
415357661,1,21,21,16522,0,0,0,0,0,0,0.053020215470282045,0.03503582677165354,0.815488853760153,7,2,0,0,0,0,0,0
415366740,1,74,79,1820,1,0,5,0,1,5,0.11407902058987202,0.07564695652173913,0.522540179336023,9,62,1,0,2,0,1,2
415372863,1,11,11,49552,0,0,0,0,0,0,0.040825799160477884,0.03132771996215705,0.903140690568511,6,1,0,0,0,0,0,0
415375042,1,365,365,6669,0,0,0,0,0,0,0.15024741340530814,-0.02882840531561462,0.593676470687514,4,254,0,0,0,0,0,0
415375254,0,0,0,2878,0,0,0,0,0,0,0.2723478260869565,0.04397142857142857,0.532059063743996,8,0,0,0,0,0,0,0
415383593,0,0,0,2,0,0,0,0,0,0,0,NaN,1.56567331177888,NA,0,0,0,0,0,0,0
415390911,0,0,0,172,0,0,0,0,0,0,0,0.0634,0.694153425270938,9,0,0,0,0,0,0,0
415391337,1,63,63,1695,0,0,0,0,0,0,0.041371158392434985,0.03345882352941176,2.82418615142532,7,46,0,0,0,0,0,0
415396769,1,5,5,17942,0,0,0,0,0,0,0.10244119942035447,0.05664828897338403,0.575833805119047,8,0,0,0,0,0,0,0
415404045,1,1,1,2569,0,0,0,0,0,0,0.004281821720513819,0.030617500000000002,2.30462025605914,6,0,0,0,0,0,0,0
415404677,1,26,26,2189,0,0,0,0,0,0,0.05116491548652353,-0.13173623188405797,0.70294587657838,2,20,0,0,0,0,0,0
415408060,1,22,22,903,0,0,0,0,0,0,0.04212860310421286,-0.07616575342465753,1.27639265159824,3,22,0,0,0,0,0,0
415422353,1,10,10,9348,0,0,0,0,0,0,0.16698759092854087,0.013610975609756095,0.510046349388695,5,3,0,0,0,0,0,0
415428234,1,1,1,20810,0,0,0,0,0,0,0.016146083613647284,0.06247254901960784,0.867993130887838,9,1,0,0,0,0,0,0
415453533,1,19,19,10031,0,0,0,0,0,0,0.03818163692553085,0.15777115384615384,0.894899082047052,10,8,0,0,0,0,0,0
415457251,1,84,84,3634,0,0,0,0,0,0,0.03329664281783159,0.10256725663716813,0.552718315834837,9,20,0,0,0,0,0,0
415466653,1,423,424,10101,1,0,1,0,1,1,0.012573012573012573,-0.083583984375,0.533262843856524,3,241,0,0,0,0,0,0
415475254,1,202,202,3056,0,0,0,0,0,0,0.01465076660988075,-0.3546431654676259,0.862561522886259,1,23,0,0,0,0,0,0
415480984,1,137,139,2513,1,0,2,0,1,2,0.20573020294468763,0.5344748768472907,0.653059471407918,10,69,0,0,0,0,0,0
415508504,1,5,31,5155,1,0,26,0,1,26,0.02677012609117362,0.17160833333333333,0.494544771514758,10,21,1,0,20,0,1,20
415520319,1,2,2,3915,0,0,0,0,0,0,0.187164408079775,0.033918110236220475,0.552010011987856,7,2,0,0,0,0,0,0
415532517,1,1086,1086,4461,0,0,0,0,0,0,0.25112107623318386,-0.5866041373239437,0.424280451568749,1,560,0,0,0,0,0,0
415537833,1,3,3,2419,0,0,0,0,0,0,0.017362546506821,-0.020300000000000002,4.36291702756287,4,0,0,0,0,0,0,0
415543636,1,5,5,1974,0,0,0,0,0,0,0.002026342451874367,-0.208895,3.135499456194,2,3,0,0,0,0,0,0
415548739,1,30,30,4866,0,0,0,0,0,0,0.0012335526315789473,0.021224041811846693,0.392296435439197,6,12,0,0,0,0,0,0
415554478,1,390,390,5018,0,0,0,0,0,0,0.22084911301574647,0.024412018140589558,1.05761510300131,6,155,0,0,0,0,0,0
415558537,1,117,117,111487,0,0,0,0,0,0,0.03335814938064527,-0.014900322234156818,0.737661229267499,4,53,0,0,0,0,0,0
415565258,1,17,17,13534,0,0,0,0,0,0,0.05704152504802719,0.028883221476510068,0.575833805119047,6,7,0,0,0,0,0,0
415565490,1,533,533,5063,0,0,0,0,0,0,0.18973037272006343,-0.2768135254988914,0.510046349388695,1,247,0,0,0,0,0,0
415569380,1,141,141,12305,0,0,0,0,0,0,0.0321007720438846,-0.3252172093023256,0.597815988508581,1,47,0,0,0,0,0,0
415573209,1,4,4,1013,0,0,0,0,0,0,0.027640671273445213,0.037960000000000015,0.99612033324132,7,1,0,0,0,0,0,0
415573884,1,10,10,32274,0,0,0,0,0,0,0.020202020202020204,0.03841065573770492,0.396591407118776,8,7,0,0,0,0,0,0
415574147,1,177,177,9260,0,0,0,0,0,0,0.29765633437736255,-0.08571553571428572,0.905079025704978,3,12,0,0,0,0,0,0
415578110,1,7,7,702,0,0,0,0,0,0,0,-0.047047368421052636,0.903140690568511,4,3,0,0,0,0,0,0
415582220,1,3,3,266,0,0,0,0,0,0,0,-0.4230666666666667,0.540138578644961,1,3,0,0,0,0,0,0
415593043,1,22,22,1919,0,0,0,0,0,0,0.02709744658676394,0.04024615384615384,0.82675064796788,8,15,0,0,0,0,0,0
415596099,1,190,190,11548,0,0,0,0,0,0,0.36266020090058887,-0.2101967391304348,0.349070504274795,2,100,0,0,0,0,0,0
415597749,0,0,0,1508,0,0,0,0,0,0,0.04840848806366048,0.0634,0.658250992096331,9,0,0,0,0,0,0,0
415598128,1,105,105,6614,0,0,0,0,0,0,0.005442999697611128,-0.10600221565731167,2.01856557038203,2,96,1,0,1,0,1,1
415606207,1,113,113,3685,0,0,0,0,0,0,0.035559174809989144,0.03377528373266078,0.413707603266707,7,50,0,0,0,0,0,0
415606220,1,24,24,3973,0,0,0,0,0,0,0.05361188019129121,-0.023817777777777778,0.652959408945108,4,21,0,0,0,0,0,0
415613076,1,2,2,1125,0,0,0,0,0,0,0.03822222222222222,8.190476190476217e-4,1.12716290581182,5,0,0,0,0,0,0,0
415613429,0,0,0,590,0,0,0,0,0,0,0,NaN,0.826329945174466,NA,0,0,0,0,0,0,0
415624556,1,777,785,5961,1,0,8,0,1,8,0.02700889112565006,0.7550282582216808,0.522540179336023,10,236,1,0,5,0,1,5
415625679,0,0,0,1,0,0,0,0,0,0,1,NaN,0.773057551814558,NA,0,0,0,0,0,0,0
415630144,1,25,25,2839,0,0,0,0,0,0,0.027826699542092288,0.011608823529411763,0.665230058815727,5,17,0,0,0,0,0,0
415641393,1,14,14,133,0,0,0,0,0,0,0.11278195488721804,-0.05659285714285713,0.482960164087672,3,0,0,0,0,0,0,0
415644453,1,7,7,1012,0,0,0,0,0,0,0,0.024279216867469883,0.700489656841959,6,0,0,0,0,0,0,0
415646973,1,27,27,3908,0,0,0,0,0,0,0.0496417604912999,0.024092713567839198,0.469586227659847,6,12,0,0,0,0,0,0
415647122,1,55,55,8740,0,0,0,0,0,0,0.02848970251716247,-0.06841,0.531242619730119,3,28,0,0,0,0,0,0
415652848,1,526,526,3956,0,0,0,0,0,0,0.005309734513274336,0.16606993670886075,1.17828686057557,10,278,0,0,0,0,0,0
415664468,0,0,0,251,0,0,0,0,0,0,0.04780876494023904,0.0498,0.914704170321214,8,0,0,0,0,0,0,0
415669414,1,13,13,1773,0,0,0,0,0,0,0.0028200789622109417,0.05506572972972973,0.671508515882909,8,11,0,0,0,0,0,0
415670256,1,12,12,5799,0,0,0,0,0,0,0.04138644593895499,0.03892102564102564,0.927195243591206,8,2,0,0,0,0,0,0
415677418,0,0,0,87,0,0,0,0,0,0,0.022988505747126436,0.0522,1.09784487006782,8,0,0,0,0,0,0,0
415685233,0,0,0,845,0,0,0,0,0,0,0.001183431952662722,NaN,0.77333085099993,NA,0,0,0,0,0,0,0
415688847,0,0,0,5205,0,0,0,0,0,0,0.0011531808571977704,0.0634,4.29234097420309,9,0,0,0,0,0,0,0
415694428,0,0,0,1205,0,0,0,0,0,0,0.0033195020746887966,0.037077419354838714,0.436260804471458,7,0,0,0,0,0,0,0
415695575,0,0,0,1578,0,0,0,0,0,0,0.12737642585551331,0.026375,0.511901279289017,6,0,0,0,0,0,0,0
415705725,1,17,17,29795,0,0,0,0,0,0,0.04336298036583319,0.04988,0.816819133533577,8,8,0,0,0,0,0,0
415710657,1,21,21,3198,0,0,0,0,0,0,0.029393370856785492,-0.14275185185185185,0.540138578644961,2,21,0,0,0,0,0,0
415711041,1,25,25,2562,0,0,0,0,0,0,0.04371584699453552,-0.13205857142857144,0.597815988508581,2,11,0,0,0,0,0,0
415713822,0,0,0,36,0,0,0,0,0,0,0,NaN,0.99612033324132,NA,0,0,0,0,0,0,0
415719773,1,9,9,2844,0,0,0,0,0,0,0.0010589481115425344,0.0658112,1.08680387342085,9,0,0,0,0,0,0,0
415719815,0,0,0,9,0,0,0,0,0,0,0,NaN,0.99612033324132,NA,0,0,0,0,0,0,0
415720055,0,0,0,179,0,0,0,0,0,0,0,NaN,1.40134832964679,NA,0,0,0,0,0,0,0
415725224,1,41,41,4510,0,0,0,0,0,0,0.1896628216503993,0.051444221105527634,2.04318139678877,8,35,0,0,0,0,0,0
415725877,1,59,59,3001,0,0,0,0,0,0,0,-0.03771525423728814,0.278419634095423,4,31,0,0,0,0,0,0
415729459,0,0,0,745,0,0,0,0,0,0,0.06711409395973154,1.857142857142845e-4,1.05828066830525,5,0,0,0,0,0,0,0
415732525,1,1,1,1228,0,0,0,0,0,0,8.143322475570033e-4,0.0477093023255814,0.629359910584031,8,0,0,0,0,0,0,0
415733262,0,0,0,99,0,0,0,0,0,0,0.010101010101010102,0.0362,0.510046349388695,7,0,0,0,0,0,0,0
415734522,1,295,295,9942,0,0,0,0,0,0,0.05069912483653556,-0.2706613226452906,0.707142200390173,1,158,0,0,0,0,0,0
415734710,1,14,14,555,0,0,0,0,0,0,0.010810810810810811,0.2865074074074074,1.02754116465809,10,10,0,0,0,0,0,0
415744397,0,0,0,160,0,0,0,0,0,0,0,0.0362,0.665434431252268,7,0,0,0,0,0,0,0
415750701,1,2,2,2087,0,0,0,0,0,0,0.04757328207592504,-0.004526666666666665,0.260249639235399,5,0,0,0,0,0,0,0
415750740,1,10,10,1415,0,0,0,0,0,0,0.058657243816254416,0.05009148936170212,0.602631350970206,8,0,0,0,0,0,0,0
415750796,1,671,671,4355,0,0,0,0,0,0,0.08587830080367394,-0.05710629274965801,0.489852753451177,3,337,0,0,0,0,0,0
415751228,1,35,35,43494,0,0,0,0,0,0,0.07582655078861451,-0.13908239436619718,0.714366243012864,2,16,0,0,0,0,0,0
415754841,1,19,19,1959,0,0,0,0,0,0,0.06778770362585392,-0.17470722891566265,0.597815988508581,2,7,0,0,0,0,0,0
415756610,0,0,0,3683,0,0,0,0,0,0,0.062194459532862574,0.05524,0.671508515882909,8,0,0,0,0,0,0,0
415756682,1,4,4,529,0,0,0,0,0,0,0,-0.0066,0.593676470687514,5,1,0,0,0,0,0,0
415756799,1,12,12,8452,0,0,0,0,0,0,0.06483672503549456,0.010506666666666666,0.629359910584031,5,11,0,0,0,0,0,0
415756850,1,53,53,10331,0,0,0,0,0,0,0.06776379477250725,0.04542022792022792,0.876908668610622,8,44,0,0,0,0,0,0
415759161,1,31,31,907,0,0,0,0,0,0,0,-0.03688529411764706,1.55315082533469,4,17,0,0,0,0,0,0
415761063,1,12,12,39589,0,0,0,0,0,0,0.03437823637879209,0.053544164037854884,1.02754116465809,8,9,0,0,0,0,0,0
415761925,1,9,9,1827,0,0,0,0,0,0,0.0049261083743842365,0.002304999999999999,1.56567331177888,5,0,0,0,0,0,0,0
415761996,1,2,2,8540,0,0,0,0,0,0,0.008548009367681499,-0.09117272727272728,0.826329945174466,3,0,0,0,0,0,0,0
415767035,0,0,0,427,0,0,0,0,0,0,0.02107728337236534,0.0634,0.554170128289873,9,0,0,0,0,0,0,0
415767139,1,109,109,4845,0,0,0,0,0,0,0.04416924664602683,-0.04530452261306533,0.594381641496778,4,52,0,0,0,0,0,0
415770134,1,42,42,19354,0,0,0,0,0,0,0.04794874444559264,0.009742682926829269,0.533262843856524,5,16,0,0,0,0,0,0
415770553,0,0,0,235,0,0,0,0,0,0,0,NaN,0.603321598519808,NA,0,0,0,0,0,0,0
415774493,1,1,1,197,0,0,0,0,0,0,0,-0.2145,4.36291702756287,1,1,0,0,0,0,0,0
415778521,1,48,48,7401,0,0,0,0,0,0,0.0196078431372549,-0.11827272727272728,0.765239992182193,2,30,0,0,0,0,0,0
415782456,1,228,228,11004,0,0,0,0,0,0,0.018084332969829153,-0.14351906614785992,0.216793328904243,2,123,0,0,0,0,0,0
415782625,1,3,3,3635,0,0,0,0,0,0,0.0343878954607978,-0.01696666666666667,0.764091891232375,4,2,0,0,0,0,0,0
415791465,1,2,2,936,0,0,0,0,0,0,0,-0.37515000000000004,1.3368654228259,1,1,0,0,0,0,0,0
415799568,1,161,161,3019,0,0,0,0,0,0,0,-0.2692273291925466,0.358068569866862,1,65,0,0,0,0,0,0
415810551,1,1544,1544,77367,0,0,0,0,0,0,0.02433854227254514,0.12414841152263374,0.575833805119047,9,718,0,0,0,0,0,0
415810643,1,14,14,1843,0,0,0,0,0,0,0.13564839934888767,-0.0760344827586207,0.511200325880593,3,11,0,0,0,0,0,0
415814097,1,71,75,9925,1,0,4,0,1,4,0.0011083123425692696,-0.09728611500701263,2.16855492319199,3,56,1,0,4,0,1,4
415816453,1,3,3,289,0,0,0,0,0,0,0.031141868512110725,-0.01142857142857143,1.21549920645231,5,0,0,0,0,0,0,0
415818089,1,9,9,5989,0,0,0,0,0,0,0.032893638336951074,-0.0442125,7.08002159916102,4,6,0,0,0,0,0,0
415818464,1,266,266,4260,0,0,0,0,0,0,0.016901408450704224,-0.024029763130793,0.764629964429724,4,106,0,0,0,0,0,0
415818524,1,39,39,4595,0,0,0,0,0,0,0.10119695321001088,0.08492234042553191,1.29880165950788,9,26,0,0,0,0,0,0
415819725,1,11,11,2795,0,0,0,0,0,0,0.028980322003577818,0.033498571428571426,0.611669256664041,7,7,0,0,0,0,0,0
415819829,1,8,8,4054,0,0,0,0,0,0,0.06709422792303897,0.06243636363636364,0.575833805119047,9,1,0,0,0,0,0,0
415819860,1,10,10,329,0,0,0,0,0,0,0,-0.20644545454545454,1.39249157810818,2,4,0,0,0,0,0,0
415821968,1,84,84,3893,0,0,0,0,0,0,0.05137426149499101,-0.11352162162162163,0.229065660966342,2,84,0,0,0,0,0,0
415822065,1,48,48,20766,0,0,0,0,0,0,0.031012231532312435,-0.05692394957983194,0.603923173427158,3,18,0,0,0,0,0,0
415822324,1,22,22,1379,0,0,0,0,0,0,0.011602610587382161,-0.052889285714285715,0.629589953943458,3,8,0,0,0,0,0,0
415823720,0,0,0,400,0,0,0,0,0,0,0,NaN,0.67022991981547,NA,0,0,0,0,0,0,0
415827040,1,176,176,4996,0,0,0,0,0,0,0.09269269269269269,-0.05407192118226602,0.510046349388695,3,46,0,0,0,0,0,0
415827192,1,22,22,298,0,0,0,0,0,0,0.020134228187919462,0.06599047619047618,0.962562217831999,9,NA,NA,NA,NA,NA,NA,NA
415827255,1,1371,1372,12960,1,0,1,0,1,1,0.021700101475294668,-0.16115194874532834,0.85201789172741,2,159,1,1,1,2,1,3
415829400,1,6,6,372,0,0,0,0,0,0,0,-0.2859333333333333,0.77333085099993,1,0,0,0,0,0,0,0
415829423,1,54,55,1754,1,0,1,0,1,1,0.08665906499429875,-0.07502272727272727,0.522540179336023,3,15,0,0,0,0,0,0
415829560,0,0,0,3244,0,0,0,0,0,0,0.030228254164096236,0.03735744680851064,1.42380525494925,7,0,0,0,0,0,0,0
415829690,1,77,77,2610,0,0,0,0,0,0,7.662835249042146e-4,-0.21950842105263157,0.658250992096331,1,44,0,0,0,0,0,0
415829691,1,2,2,23,0,0,0,0,0,0,0.043478260869565216,-0.2568,0.388975082775889,1,2,0,0,0,0,0,0
415832874,1,22,22,5673,0,0,0,0,0,0,0.08848933544861626,0.05275139664804469,0.920078140099664,8,12,0,0,0,0,0,0
415833527,1,23,23,501,0,0,0,0,0,0,0,-0.197928,0.877272522176759,2,11,0,0,0,0,0,0
415834996,1,1,1,3998,0,0,0,0,0,0,0.2228614307153577,0.059191920731707315,0.694153425270938,9,1,0,0,0,0,0,0
415835470,1,13,15,7015,1,0,2,0,1,2,0.10477548111190306,0.04370155763239875,2.67287866120938,8,6,0,0,0,0,0,0
415839873,1,1,1,751,0,0,0,0,0,0,0,-0.127,0.671508515882909,2,0,0,0,0,0,0,0
415840068,0,0,0,5,0,0,0,0,0,0,0,NaN,0.579435078019293,NA,0,0,0,0,0,0,0
415840802,1,4,4,481,0,0,0,0,0,0,0,0.033350000000000005,1.78505377041352,7,0,0,0,0,0,0,0
415842363,1,13,13,1447,0,0,0,0,0,0,0.0034554250172771253,0.008876969696969701,1.22688789377024,5,1,0,0,0,0,0,0
415842534,1,11,11,1458,0,0,0,0,0,0,0,-0.032728,1.22688789377024,4,4,0,0,0,0,0,0
415842585,0,0,0,332,0,0,0,0,0,0,0.006024096385542169,0.0038142857142857154,1.17828686057557,5,0,0,0,0,0,0,0
415844769,1,1,1,97,0,0,0,0,0,0,0.12371134020618557,-0.0038666666666666663,0.511200325880593,5,1,0,0,0,0,0,0
415846288,1,2,2,132,0,0,0,0,0,0,0,-0.1534666666666667,7.08002159916102,2,0,0,0,0,0,0,0
415846423,1,2,2,495,0,0,0,0,0,0,0,-0.038549999999999994,0.773057551814558,4,2,0,0,0,0,0,0
415846432,1,11,11,6881,0,0,0,0,0,0,0.014096788257520709,0.030402083333333333,0.665434431252268,6,6,0,0,0,0,0,0
415846682,1,413,413,2875,0,0,0,0,0,0,0.11095652173913044,-0.1140515444015444,1.78555284173413,2,147,0,0,0,0,0,0
415846712,1,347,347,11296,0,0,0,0,0,0,0.14801699716713881,-0.09024403470715836,0.436260804471458,3,273,0,0,0,0,0,0
415846823,1,351,351,13893,0,0,0,0,0,0,0.0703951630317426,0.3904057692307692,0.469586227659847,10,244,0,0,0,0,0,0
415846854,1,7,7,4733,0,0,0,0,0,0,8.453085376162299e-4,0.011139416058394164,0.603321598519808,5,3,0,0,0,0,0,0
415848705,0,0,0,76,0,0,0,0,0,0,0,NaN,1.05761510300131,NA,0,0,0,0,0,0,0
415848759,1,24,24,278,0,0,0,0,0,0,0,-0.3983,0.603321598519808,1,13,0,0,0,0,0,0
415850665,1,26,26,1360,0,0,0,0,0,0,0.016911764705882352,-0.072034375,0.800625507024773,3,12,0,0,0,0,0,0
415850717,1,8,8,642,0,0,0,0,0,0,0.006230529595015576,0.022006956521739132,1.09501269336296,6,4,0,0,0,0,0,0
415850942,1,103,104,8506,1,0,1,0,1,1,0.022454737832118505,-0.15967248062015504,0.653059471407918,2,55,1,0,4,0,1,4
415852596,1,244,244,21745,0,0,0,0,0,0,0.06833754886180732,0.036246948356807515,1.12716290581182,7,128,0,0,0,0,0,0
415852990,1,25,25,1258,0,0,0,0,0,0,0.4916467780429594,-0.017315384615384618,0.552010011987856,4,2,0,0,0,0,0,0
415853525,1,5,5,1079,0,0,0,0,0,0,0,-0.2703,0.68883592217225,1,0,0,0,0,0,0,0
415854993,1,15,15,4595,0,0,0,0,0,0,0.03438520130576714,0.013149999999999997,0.903140690568511,5,15,0,0,0,0,0,0
415855027,0,0,0,1748,0,0,0,0,0,0,0.057780320366132724,0.05796,0.555390402679295,9,0,0,0,0,0,0,0
415855046,1,118,118,3047,0,0,0,0,0,0,0.0118148999015425,-0.0018188153310104557,1.09188491224647,5,38,0,0,0,0,0,0
415857284,0,0,0,3,0,0,0,0,0,0,0,NaN,0.82675064796788,NA,0,0,0,0,0,0,0
415857742,1,5,5,149,0,0,0,0,0,0,0.020134228187919462,0.105,0.876860398843671,9,5,0,0,0,0,0,0
415858164,1,17,17,3382,0,0,0,0,0,0,0.08190419869899468,0.04940552486187845,0.808559034049048,8,9,0,0,0,0,0,0
415859510,1,51,51,11112,0,0,0,0,0,0,0.09341252699784017,0.004263309352517986,0.526678606041984,5,12,0,0,0,0,0,0
415859863,1,40,40,17757,0,0,0,0,0,0,0.024064472497745716,-8.361333333333315e-4,0.575392093810413,5,10,0,0,0,0,0,0
415860261,1,18,18,1416,0,0,0,0,0,0,0,-0.056818,0.510046349388695,3,18,0,0,0,0,0,0
415860300,0,0,0,9,0,0,0,0,0,0,0,NaN,0.601022163837784,NA,0,0,0,0,0,0,0
415860494,0,0,0,46,0,0,0,0,0,0,0,0.0362,0.871474528113429,7,0,0,0,0,0,0,0
415860607,0,0,0,19,0,0,0,0,0,0,0,NaN,0.82675064796788,NA,0,0,0,0,0,0,0
415860691,1,2,2,358,0,0,0,0,0,0,0,-0.18804,1.12135817746064,2,0,0,0,0,0,0,0
415863098,1,35,35,2305,0,0,0,0,0,0,0.10585683297180043,-0.037266,1.22688789377024,4,21,0,0,0,0,0,0
415864694,1,7,7,13454,0,0,0,0,0,0,0.0680838412368069,0.024629629629629626,0.552010011987856,6,4,0,0,0,0,0,0
415864996,1,458,486,48747,1,0,28,0,1,28,0.044330933185631936,0.17108418430884184,0.629589953943458,10,236,1,0,14,0,1,14
415865493,1,5,5,1083,0,0,0,0,0,0,9.233610341643582e-4,-0.002973684210526314,0.6515944160475,5,1,0,0,0,0,0,0
415867109,1,7,7,166,0,0,0,0,0,0,0.08433734939759036,-0.06557500000000001,0.686659961360549,3,0,0,0,0,0,0,0
415867149,1,63,63,18938,0,0,0,0,0,0,0.03780758263808216,-0.07356940298507463,0.511200325880593,3,33,0,0,0,0,0,0
415867484,1,4,4,1553,0,0,0,0,0,0,0.026400515132002575,0.011971153846153848,0.538710564995203,5,1,0,0,0,0,0,0
415867586,1,17,17,4823,0,0,0,0,0,0,0.029649595687331536,-0.0460391304347826,0.737661229267499,4,9,0,0,0,0,0,0
415867782,1,80,80,13480,0,0,0,0,0,0,0.07804154302670623,-0.261478,1.64742684766658,1,10,0,0,0,0,0,0
415867972,0,0,0,1,0,0,0,0,0,0,0,NaN,1.02864521451422,NA,0,0,0,0,0,0,0
415869918,0,0,0,700,0,0,0,0,0,0,0,NaN,0.455089062892979,NA,0,0,0,0,0,0,0
415870046,0,0,0,7225,0,0,0,0,0,0,0.050194660734149056,0.0362,1.0259091988161,7,0,0,0,0,0,0,0
415870770,1,1,1,140,0,0,0,0,0,0,0.02158273381294964,0.8866,0.494544771514758,10,1,0,0,0,0,0,0
415870772,1,263,264,9269,0,1,0,1,1,1,0.05938242280285036,-0.31007437070938215,0.516556994857549,1,154,0,0,0,0,0,0
415870880,1,90,90,1251,0,0,0,0,0,0,0.3504823151125402,0.31232403846153844,0.522540179336023,10,46,0,0,0,0,0,0
415873351,1,1,1,715,0,0,0,0,0,0,0,-0.025140000000000003,1.42380525494925,4,1,0,0,0,0,0,0
415875345,1,152,153,28423,1,0,1,0,1,1,0.048272464991907675,0.07000773993808049,0.763512550087712,9,81,0,0,0,0,0,0
