caseid,totalnewsbinary,totalnewscount,totalnewsfncount2016def,totalvisits,totalProTrumpFNbinary_ag80,totalProClintonFNbinary_ag80,totalProTrumpFNcount_ag80,totalProClintonFNcount_ag80,totalFakeNewsbinary,totalFakeNewscount,mfb,diet_mean,count,weight,decile,totalnewsfncount2018def,totalProRepFNbinary,totalProDemFNbinary,totalProRepFNcount,totalProDemFNcount,totalfakebinary18,totalfakecount18
394951359,1,3,3,1233,0,0,0,0,0,0,0.006488240064882401,-0.11013333333333333,1233,0.468476168443526,2,3,0,0,0,0,0,0
394951361,1,2,2,5295,0,0,0,0,0,0,0.05797922568460812,0.022072972972972976,5295,0.243957651199165,6,2,0,0,0,0,0,0
394951363,1,1799,1836,11559,1,0,37,0,1,37,0.09352020070940392,0.8033179473401397,11559,0.660806060825896,10,1836,1,0,37,0,1,37
394951364,1,123,123,5122,0,0,0,0,0,0,0.06364701288559156,-0.09652000000000001,5122,0.293832373079103,2,123,0,0,0,0,0,0
394951365,1,1026,1028,22658,1,0,2,0,1,2,3.530761761850119e-4,-0.06251499599037691,22658,0.331011528795218,3,1028,1,0,2,0,1,2
394951366,1,61,61,13133,0,0,0,0,0,0,0.09807355516637478,0.0010175324675324691,13133,0.511127245024275,5,61,0,0,0,0,0,0
394951367,1,127,127,6862,0,0,0,0,0,0,0.03701544739143107,-0.33045658536585365,6862,0.294134240637176,1,127,0,0,0,0,0,0
394951370,0,0,0,214,0,0,0,0,0,0,0,NaN,214,0.325900634257302,NA,0,0,0,0,0,0,0
394951371,1,3762,3762,10267,0,0,0,0,0,0,0.06545242037596183,-0.07001193714821764,10267,0.856531086107877,3,3762,0,0,0,0,0,0
394951372,1,290,290,5092,0,0,0,0,0,0,0.291044776119403,-0.1403858552631579,5092,0.33059338323815,2,290,0,0,0,0,0,0
394951373,1,3101,3291,12757,1,0,190,0,1,190,0,0.4052794164668265,12757,0.401390395353539,10,3295,1,0,194,0,1,194
394951375,1,20,24,6178,1,0,4,0,1,4,0.4770152152800259,0.046682666666666664,6178,0.767615858857411,8,24,1,0,4,0,1,4
394951376,1,2,2,25,0,0,0,0,0,0,0,-0.084,25,0.732372038513054,3,2,0,0,0,0,0,0
394951377,1,41,41,5835,0,0,0,0,0,0,0.12099400171379605,0.06699029850746269,5835,0.667086778443481,10,41,0,0,0,0,0,0
394951378,1,1,1,14117,0,0,0,0,0,0,4.2501948005950273e-4,0.046491596638655465,14117,0.248263989331844,8,1,0,0,0,0,0,0
394951383,1,3,3,7360,0,0,0,0,0,0,0.014130434782608696,0.044653658536585365,7360,1.204249468237,8,3,0,0,0,0,0,0
394951384,1,2510,2510,9706,0,0,0,0,0,0,0.07933237172882752,-0.08282240631163709,9706,0.319766734334857,3,2510,0,0,0,0,0,0
394951385,1,7,7,13688,0,0,0,0,0,0,0.3330654587960257,0.06333325358851674,13688,0.44093414521714003,9,7,0,0,0,0,0,0
394951387,1,319,319,7703,0,0,0,0,0,0,0.11800597169933792,-0.14234169811320754,7703,0.432635155786468,2,319,0,0,0,0,0,0
394951388,0,0,0,3799,0,0,0,0,0,0,0.053171887338773365,NaN,3799,0.707859625353596,NA,0,0,0,0,0,0,0
394951390,1,6,6,1426,0,0,0,0,0,0,0.10098176718092566,-0.050744444444444446,1426,0.433182367186924,4,6,0,0,0,0,0,0
394951391,1,10,10,4369,0,0,0,0,0,0,0.21652552071412223,-0.05374193548387097,4369,0.327778980725371,4,10,0,0,0,0,0,0
394951392,0,0,0,1523,0,0,0,0,0,0,0.139198949441891,NaN,1523,0.884194921730423,NA,0,0,0,0,0,0,0
394951394,1,99,99,1883,0,0,0,0,0,0,0.31704726500265534,-0.16087310344827588,1883,0.454858391443745,2,99,0,0,0,0,0,0
394951397,0,0,0,3859,0,0,0,0,0,0,0.0020730759264058047,0.0362,3859,0.539620129385215,7,0,0,0,0,0,0,0
394951398,1,641,641,5066,0,0,0,0,0,0,0.15455981050138176,-0.10030023041474655,5066,0.585178521634958,2,641,0,0,0,0,0,0
394951400,1,111,111,9112,0,0,0,0,0,0,0.2249780509218613,-0.13483015075376883,9112,0.432635155786468,2,111,0,0,0,0,0,0
394951401,1,2140,2140,17505,0,0,0,0,0,0,0.028106255355612682,-0.09165174591381872,17505,0.742459218419879,2,2141,1,0,1,0,1,1
394951402,1,15,15,4270,0,0,0,0,0,0,0.03840749414519906,0.049341666666666666,4270,0.276202079990069,9,15,0,0,0,0,0,0
394951403,1,1071,1071,5472,0,0,0,0,0,0,0.3331505847953216,0.635554189944134,5472,0.386353330581485,10,1071,0,0,0,0,0,0
394951404,1,229,243,10301,1,0,14,0,1,14,0.24958741869721388,-0.041633646616541356,10301,1.43808560155174,4,243,1,0,14,0,1,14
394951405,1,2703,2709,13087,1,0,6,0,1,6,7.641170627340109e-5,-0.002422161770039902,13087,0.77230468600563,5,2709,1,0,6,0,1,6
394951407,1,61,90,20037,1,0,29,0,1,29,0.02640115785796277,-0.030634931506849313,20037,0.368062392283773,4,90,1,0,29,0,1,29
394951408,1,14,14,8867,0,0,0,0,0,0,0.029886094507725273,0.021524528301886794,8867,0.325900634257302,6,14,0,0,0,0,0,0
394951409,1,739,739,12557,0,0,0,0,0,0,0.005574579915584933,0.009304355608591885,12557,0.325900634257302,5,739,0,0,0,0,0,0
394951411,1,7,7,719,0,0,0,0,0,0,0.21835883171070933,0.6019285714285714,719,0.417336705756512,10,7,0,0,0,0,0,0
394951412,1,8661,8661,41318,0,0,0,0,0,0,0.0060990367394355965,-0.31470931580581724,41318,0.248263989331844,1,8661,0,0,0,0,0,0
394951414,1,289,289,16886,0,0,0,0,0,0,0.2405543053417032,0.04754737063525452,16886,0.375122719819658,8,291,1,0,2,0,1,2
394951417,1,6,6,9213,0,0,0,0,0,0,0.004341691088679041,0.03270433070866142,9213,0.795426328230431,7,6,0,0,0,0,0,0
394951418,1,25,25,4582,0,0,0,0,0,0,0.0015277171540811873,0.03285204678362574,4582,2.0329164427252,7,25,0,0,0,0,0,0
394951419,1,459,459,4780,0,0,0,0,0,0,0.02594142259414226,0.3186763686131387,4780,2.32387660718707,10,459,0,0,0,0,0,0
394951420,1,206,206,11149,0,0,0,0,0,0,0.1252130235895596,0.06955997794928336,11149,0.687283392933406,10,206,0,0,0,0,0,0
394951422,1,88,88,6645,0,0,0,0,0,0,0.13122648607975923,0.026437634408602147,6645,0.539620129385215,7,88,0,0,0,0,0,0
394951423,1,17,17,13869,0,0,0,0,0,0,0.2277020693633283,-0.08774794520547946,13869,0.498891543708523,3,17,0,0,0,0,0,0
394951424,1,405,405,8962,0,0,0,0,0,0,0.0470877036375809,-0.04638868060562365,8962,0.319766734334857,4,405,0,0,0,0,0,0
394951426,1,192,192,16390,0,0,0,0,0,0,0.052287980475899935,0.19033304721030042,16390,0.327778980725371,10,192,0,0,0,0,0,0
394951428,1,1924,1925,14478,1,0,1,0,1,1,0.4781047105953861,0.42297417962003453,14478,2.63498533987775,10,1926,1,0,2,0,1,2
394951429,1,437,437,4207,0,0,0,0,0,0,0.21844544806275257,-0.06514207650273224,4207,0.883077975201553,3,437,0,0,0,0,0,0
394951433,1,1,1,673,0,0,0,0,0,0,0.0029717682020802376,0.03374693877551021,673,0.460723586964929,7,1,0,0,0,0,0,0
394951434,1,2513,2521,15576,1,0,8,0,1,8,0.46738572162300973,0.6537406044168926,15576,0.884194921730423,10,2522,1,0,9,0,1,9
394951436,1,436,436,13559,0,0,0,0,0,0,8.112692676451066e-4,-0.12082777777777778,13559,0.666622436007191,2,436,0,0,0,0,0,0
394951438,1,893,893,10398,0,0,0,0,0,0,0.03567993844970187,0.24649541501976285,10398,0.386353330581485,10,900,1,0,7,0,1,7
394951439,1,36,36,5774,0,0,0,0,0,0,0.00017319016279875303,-8.298507462686566e-4,5774,1.29420409095819,5,36,0,0,0,0,0,0
394951441,1,21,21,10628,0,0,0,0,0,0,0.3455965374482499,0.315255,10628,2.0329164427252,10,21,0,0,0,0,0,0
394951442,1,492,492,9118,0,0,0,0,0,0,0.23404255319148937,-0.1345088742810189,9118,1.36719835471583,2,492,0,0,0,0,0,0
394951444,1,14,14,163,0,0,0,0,0,0,0,-0.14370526315789472,163,0.248263989331844,2,14,0,0,0,0,0,0
394951445,1,138,138,3511,0,0,0,0,0,0,0.171461122187411,0.5721826388888889,3511,0.605938414069357,10,138,0,0,0,0,0,0
394951448,0,0,0,14,0,0,0,0,0,0,0,NaN,14,0.732372038513054,NA,0,0,0,0,0,0,0
394951451,1,209,209,11857,0,0,0,0,0,0,8.433836552247618e-4,0.014250114731528223,11857,2.97630368280488,6,209,0,0,0,0,0,0
394951453,1,887,887,12104,0,0,0,0,0,0,0.029742233972240583,-0.14259639498432602,12104,0.831633236207102,2,887,0,0,0,0,0,0
394951454,1,118,118,5084,0,0,0,0,0,0,0.23505114083398898,-0.055799797160243414,5084,0.327778980725371,3,118,0,0,0,0,0,0
394951455,1,2057,2057,13692,0,0,0,0,0,0,0.0021180251241600936,0.6114047297297297,13692,0.259406255831837,10,2057,0,0,0,0,0,0
394951458,1,14,14,4118,0,0,0,0,0,0,0.053423992229237494,-0.1904462962962963,4118,0.248263989331844,1,14,0,0,0,0,0,0
394951460,1,217,217,20800,0,0,0,0,0,0,0.001153846153846154,-0.007916334661354583,20800,0.368062392283773,5,217,0,0,0,0,0,0
394951461,1,174,176,9650,1,0,2,0,1,2,0.001450777202072539,-0.12287716330513988,9650,0.368062392283773,2,186,1,0,12,0,1,12
394951462,1,415,416,20667,1,0,1,0,1,1,0.09662747375042338,-0.1591473087818697,20667,1.17059800756342,2,419,1,1,1,3,1,4
394951465,1,6,6,2692,0,0,0,0,0,0,0.0033432392273402677,0.0789685393258427,2692,1.40868825381763,10,6,0,0,0,0,0,0
394951466,1,115,125,16528,1,0,10,0,1,10,0.20444094869312682,0.010565283018867926,16528,0.584439303276601,5,125,1,0,10,0,1,10
394951469,1,662,662,14546,0,0,0,0,0,0,0.010724597827581466,-0.22913741947707467,14546,0.468476168443526,1,662,0,0,0,0,0,0
394951470,1,109,109,7294,0,0,0,0,0,0,5.483959418700301e-4,0.028043772241992882,7294,0.914961693858426,7,109,0,0,0,0,0,0
394951472,1,210,210,3325,0,0,0,0,0,0,0.11609022556390977,-0.23919638157894738,3325,0.44093414521714003,1,210,0,0,0,0,0,0
394951473,1,449,449,6339,0,0,0,0,0,0,0,-0.2965866464339909,6339,0.327778980725371,1,449,0,0,0,0,0,0
394951474,1,61,61,8667,0,0,0,0,0,0,0.05272874120226145,-0.014229921259842527,8667,0.696540930658217,5,61,0,0,0,0,0,0
394951478,1,14,14,1014,0,0,0,0,0,0,0.008875739644970414,-0.09853999999999999,1014,0.884194921730423,2,14,0,0,0,0,0,0
394951480,1,582,582,3651,0,0,0,0,0,0,0.2914270062996439,-0.07527275747508307,3651,0.748550774250561,3,582,0,0,0,0,0,0
394951481,1,1,1,619,0,0,0,0,0,0,0.26009693053311794,-0.2726,619,0.275853171681585,1,1,0,0,0,0,0,0
394951482,1,59,59,14136,0,0,0,0,0,0,0.2652801358234295,-0.15828511326860842,14136,0.401022598787379,2,59,0,0,0,0,0,0
394951483,1,543,543,18946,0,0,0,0,0,0,0.001213976564974137,-0.002479856115107918,18946,1.25658385776377,5,543,0,0,0,0,0,0
394951484,1,9,9,902,0,0,0,0,0,0,0.008869179600886918,-0.49779,902,0.511127245024275,1,9,0,0,0,0,0,0
394951485,1,210,210,7748,0,0,0,0,0,0,0.010583376355188436,-0.044770061349693246,7748,0.461306325551645,4,210,0,0,0,0,0,0
394951486,1,1383,1383,8272,0,0,0,0,0,0,0.2909816247582205,-0.07169089306698002,8272,0.33565760971359,3,1383,0,0,0,0,0,0
394951487,1,330,330,9930,0,0,0,0,0,0,0.02134944612286002,-0.13867968749999998,9930,0.543986741734999,2,330,0,0,0,0,0,0
394951488,1,73,73,8933,0,0,0,0,0,0,0.04309862308295086,0.0400627659574468,8933,1.40868825381763,8,73,0,0,0,0,0,0
394951489,1,75,75,8282,0,0,0,0,0,0,0.1083071721806327,-0.14002022471910114,8282,0.20266954811,2,75,0,0,0,0,0,0
394951491,1,158,158,7643,0,0,0,0,0,0,0.08164333376946226,-0.024078865979381445,7643,2.64966031352843,4,158,0,0,0,0,0,0
394951493,1,44,44,25259,0,0,0,0,0,0,0.013539728413634744,0.1078933014354067,25259,0.687283392933406,10,44,0,0,0,0,0,0
394951494,1,1219,1219,3084,0,0,0,0,0,0,0.04053177691309987,-0.1024498769483183,3084,0.255696640256599,2,1219,0,0,0,0,0,0
394951495,1,70,70,5612,0,0,0,0,0,0,1.7818959372772628e-4,0.1150010989010989,5612,0.884194921730423,10,70,0,0,0,0,0,0
394951496,1,19,19,1606,0,0,0,0,0,0,0,0.06485999999999999,1606,0.405529862029523,10,19,0,0,0,0,0,0
394951497,1,3,3,9160,0,0,0,0,0,0,8.733624454148472e-4,0.027881481481481483,9160,1.61777449563596,7,3,0,0,0,0,0,0
394951498,1,347,350,4265,1,0,3,0,1,3,0.0794841735052755,0.4701566462167689,4265,0.795426328230431,10,457,1,0,110,0,1,110
394951499,1,140,140,5828,0,0,0,0,0,0,0,-0.08066111111111111,5828,0.539620129385215,3,140,0,0,0,0,0,0
394951502,1,940,940,5491,0,0,0,0,0,0,0.20214897104352578,-0.0715644382544104,5491,0.375122719819658,3,940,0,0,0,0,0,0
394951503,0,0,0,6222,0,0,0,0,0,0,0.11346833815493411,0.0362,6222,0.498891543708523,7,0,0,0,0,0,0,0
394951504,1,11,11,3331,0,0,0,0,0,0,0.32542779945962175,-0.015948275862068966,3331,4.35799271721232,5,11,0,0,0,0,0,0
394951505,1,1012,1012,9249,0,0,0,0,0,0,0.03676073088982593,-0.30420872751499,9249,1.10737313644788,1,1012,0,0,0,0,0,0
394951506,1,195,195,24947,0,0,0,0,0,0,0.005130877460215657,-0.11340927835051547,24947,0.432635155786468,2,195,0,0,0,0,0,0
394951507,1,72,72,8110,0,0,0,0,0,0,0,-0.07881103896103896,8110,0.412426030569472,3,72,0,0,0,0,0,0
394951508,1,498,498,12238,0,0,0,0,0,0,0.14977937571498612,-0.032046331058020475,12238,0.539620129385215,4,498,0,0,0,0,0,0
394951509,1,314,314,8330,0,0,0,0,0,0,0.006002400960384154,-0.06724871541501977,8330,1.37861601465228,3,314,0,0,0,0,0,0
394951511,1,247,247,5979,0,0,0,0,0,0,1.6725204883759828e-4,-0.08159409448818898,5979,0.386353330581485,3,247,0,0,0,0,0,0
394951513,1,622,623,8992,0,1,0,1,1,1,0.0012233096085409252,-0.0854306976744186,8992,0.455433711535195,3,623,0,1,0,1,1,1
394951515,1,2607,2607,30770,0,0,0,0,0,0,0.0020474488137796555,-0.3827018069179143,30770,0.319766734334857,1,2607,0,0,0,0,0,0
394951516,1,8,8,3821,0,0,0,0,0,0,0.018319811567652448,0.05753016627078385,3821,0.884194921730423,9,8,0,0,0,0,0,0
394951517,1,94,95,11849,1,0,1,0,1,1,0.29141699721495484,-0.05589018404907976,11849,2.0329164427252,3,94,0,0,0,0,0,0
394951522,1,477,477,6128,0,0,0,0,0,0,0.37548955613577023,-0.4039584905660378,6128,0.977862598676394,1,477,0,0,0,0,0,0
394951523,1,426,426,9039,0,0,0,0,0,0,0.09459010952538997,-0.2627263661202186,9039,0.454858391443745,1,426,0,0,0,0,0,0
394951524,1,186,188,19003,1,0,2,0,1,2,0.010577277272009683,0.16406251638269986,19003,0.386353330581485,10,188,1,0,2,0,1,2
394951525,1,41,41,9797,0,0,0,0,0,0,0.1729100745126059,0.04466586985391766,9797,0.425310714069844,8,41,0,0,0,0,0,0
394951526,1,390,390,6041,0,0,0,0,0,0,0.014732660155603377,-0.06272491582491582,6041,0.584439303276601,3,390,0,0,0,0,0,0
394951527,1,110,110,4057,0,0,0,0,0,0,0.035001232437761896,0.05957699579831933,4057,1.25658385776377,9,110,0,0,0,0,0,0
394951528,1,727,877,7314,1,0,150,0,1,150,0.037052228602679795,-0.020858831168831173,7314,0.375122719819658,4,879,1,0,152,0,1,152
394951529,1,590,590,8626,0,0,0,0,0,0,0.134477162068166,-0.11403659244917716,8626,0.248263989331844,2,590,0,0,0,0,0,0
394951531,1,1564,1564,18804,0,0,0,0,0,0,0.0019144862795149968,-0.07122135690396561,18804,0.906454297610084,3,1564,0,0,0,0,0,0
394951532,0,0,0,1200,0,0,0,0,0,0,0,0.0362,1200,5.86326054595446,7,0,0,0,0,0,0,0
394951533,1,33,33,21814,0,0,0,0,0,0,0.010268634821674155,-0.020714741035856573,21814,0.574654459499225,4,33,0,0,0,0,0,0
394951534,1,1550,1550,30026,0,0,0,0,0,0,0.07133817358289482,-0.2908613259668508,30026,0.856531086107877,1,1550,0,0,0,0,0,0
394951537,1,433,433,22559,0,0,0,0,0,0,0.2585664258167472,0.0484977082928724,22559,0.417336705756512,8,434,1,0,1,0,1,1
394951538,1,664,664,42101,0,0,0,0,0,0,0.0016864207501009478,-0.09703926654740608,42101,0.469561380490361,2,664,0,0,0,0,0,0
394951539,1,349,351,12191,1,0,2,0,1,2,0.15035682060536462,0.04648602620087336,12191,1.75373604654617,8,351,1,0,2,0,1,2
394951540,1,2044,2044,32383,0,0,0,0,0,0,0.05848747799771485,-0.19049609120521174,32383,0.319766734334857,1,2044,0,0,0,0,0,0
394951543,0,0,0,128,0,0,0,0,0,0,0,NaN,128,4.81426476093565,NA,0,0,0,0,0,0,0
394951544,1,153,153,13167,0,0,0,0,0,0,2.27842333105491e-4,-0.021978892733564015,13167,0.386353330581485,4,153,0,0,0,0,0,0
394951546,1,172,174,27652,1,0,2,0,1,2,0.0044481411832778825,-0.0427404174573055,27652,0.255696640256599,4,174,1,0,2,0,1,2
394951549,1,482,482,11309,0,0,0,0,0,0,0.05880272349456185,-0.1011421845574388,11309,0.454858391443745,2,482,0,0,0,0,0,0
394951551,1,3200,3200,28910,0,0,0,0,0,0,0.12182635766170875,-0.07805883233532934,28910,0.883077975201553,3,3200,0,0,0,0,0,0
394951553,1,6,6,2758,0,0,0,0,0,0,0.02864394488759971,0.008533333333333332,2758,0.769991904081051,5,6,0,0,0,0,0,0
394951555,1,232,232,3540,0,0,0,0,0,0,0.14915254237288136,-0.1198060836501901,3540,0.654075681325834,2,232,0,0,0,0,0,0
394951556,1,931,931,19637,0,0,0,0,0,0,0.2194836278453939,-0.045125696969696975,19637,6.03822166051524,4,931,0,0,0,0,0,0
394951560,1,32,32,3565,0,0,0,0,0,0,0.3220196353436185,0.020172653061224493,3565,1.34542622822711,6,32,0,0,0,0,0,0
394951561,1,67,67,50420,0,0,0,0,0,0,0.0023998413328044426,0.03747955555555556,50420,0.585178521634958,8,68,1,0,1,0,1,1
394951562,1,145,145,4470,0,0,0,0,0,0,0.003355704697986577,-0.08217891156462585,4470,1.29947715553678,3,145,0,0,0,0,0,0
394951563,1,65,65,6309,0,0,0,0,0,0,0.2201616737993343,-0.1306157667386609,6309,0.815356955912952,2,85,1,0,20,0,1,20
394951564,1,338,338,2140,0,0,0,0,0,0,0.014018691588785047,-0.05589266503667482,2140,0.319766734334857,3,338,0,0,0,0,0,0
394951565,1,2097,2102,12460,1,0,5,0,1,5,0.007945425361155698,0.2681324223137402,12460,0.386353330581485,10,2105,1,0,8,0,1,8
394951566,1,490,490,8463,0,0,0,0,0,0,0.5352711804324708,0.018570812182741116,8463,0.483162167072113,6,490,0,0,0,0,0,0
394951570,1,225,225,3793,0,0,0,0,0,0,0.003427366200896388,-0.18468906249999997,3793,0.248263989331844,1,225,0,0,0,0,0,0
394951572,1,1,1,306,0,0,0,0,0,0,0.1503267973856209,-0.084,306,0.654531284196335,3,1,0,0,0,0,0,0
394951573,1,18,18,30323,0,0,0,0,0,0,0.01691785113610131,0.029166293183940244,30323,0.667086778443481,7,18,0,0,0,0,0,0
394951576,1,37,37,9719,0,0,0,0,0,0,0.004527214734026134,0.04836722222222222,9719,1.40868825381763,8,37,0,0,0,0,0,0
394951577,1,1953,1953,21334,0,0,0,0,0,0,0.011905877941314334,-0.08490166259168705,21334,0.455433711535195,3,1953,0,0,0,0,0,0
394951579,1,101,101,494,0,0,0,0,0,0,0.008097165991902834,-0.03920254777070064,494,0.988297373320956,4,101,0,0,0,0,0,0
394951580,1,5,5,11539,0,0,0,0,0,0,0.132333824421527,-0.03173181818181819,11539,0.327778980725371,4,5,0,0,0,0,0,0
394951582,1,93,93,19513,0,0,0,0,0,0,0.09547481166401886,-0.09942712328767123,19513,0.275853171681585,2,93,0,0,0,0,0,0
394951585,1,38,38,2458,0,0,0,0,0,0,0.027664768104149716,-0.009751408450704224,2458,0.687283392933406,5,38,0,0,0,0,0,0
394951589,0,0,0,2926,0,0,0,0,0,0,0.020847573479152427,0.0362,2926,0.791409745371195,7,0,0,0,0,0,0,0
394951591,1,196,196,18341,0,0,0,0,0,0,0.027152281773076714,-0.037384216335540836,18341,1.06737278504012,4,196,0,0,0,0,0,0
394951592,1,3028,3028,103279,0,0,0,0,0,0,0.005499665953388394,-0.15362989263514787,103279,0.20074507099123,2,3028,0,0,0,0,0,0
394951594,1,19,19,23421,0,0,0,0,0,0,0.2211690363349131,0.04596625,23421,0.468476168443526,8,19,0,0,0,0,0,0
394951595,1,107,107,16942,0,0,0,0,0,0,7.082989021367017e-4,-0.07343333333333334,16942,0.243591318263317,3,107,0,0,0,0,0,0
394951597,1,62,62,4136,0,0,0,0,0,0,0.03868471953578337,-0.5529057971014493,4136,0.243591318263317,1,62,0,0,0,0,0,0
394951599,0,0,0,2329,0,0,0,0,0,0,0.1670244740231859,NaN,2329,1.75373604654617,NA,0,0,0,0,0,0,0
394951600,1,18,18,2711,0,0,0,0,0,0,0.13943194393212838,0.021863636363636366,2711,0.820545072536229,6,18,0,0,0,0,0,0
394951601,1,339,339,16878,0,0,0,0,0,0,0.0052731366275625075,-0.004252521613832852,16878,0.507173012980248,5,339,0,0,0,0,0,0
394951602,1,1142,1144,5179,1,0,2,0,1,2,0.0023170496234794363,0.28233622170179545,5179,0.368062392283773,10,1150,1,0,8,0,1,8
394951603,1,1052,1083,9420,1,0,31,0,1,31,0.417515923566879,-0.0012278154681139787,9420,0.820545072536229,5,1085,1,0,33,0,1,33
394951604,1,51,51,1028,0,0,0,0,0,0,0.07003891050583658,0.0158212389380531,1028,0.468476168443526,6,51,0,0,0,0,0,0
394951608,1,751,751,16487,0,0,0,0,0,0,0.10214108085158004,-0.04278060686015831,16487,0.883077975201553,4,751,0,0,0,0,0,0
394951609,1,1754,1754,12607,0,0,0,0,0,0,0.16435313714602998,-0.3892918410041841,12607,0.33565760971359,1,1754,0,0,0,0,0,0
394951610,1,5,5,3086,0,0,0,0,0,0,0.02916396629941672,-0.11479285714285714,3086,0.432635155786468,2,5,0,0,0,0,0,0
394951612,1,351,352,17380,1,0,1,0,1,1,0.4798043728423475,-0.1935279542566709,17380,0.454858391443745,1,353,1,1,1,1,1,2
394951615,0,0,0,38618,0,0,0,0,0,0,0.002874307317831063,0.06089473684210526,38618,2.0533755212883,9,0,0,0,0,0,0,0
394951616,1,13,13,16254,0,0,0,0,0,0,0.05395594930478651,0.020429707112970714,16254,0.687283392933406,6,13,0,0,0,0,0,0
394951617,1,13,13,5820,0,0,0,0,0,0,0.07027491408934708,0.03755466666666667,5820,0.688152691932638,8,13,0,0,0,0,0,0
394951618,1,6,6,2308,0,0,0,0,0,0,0,0.03408615384615385,2308,0.89816830553496,7,6,0,0,0,0,0,0
394951622,1,97,97,5865,0,0,0,0,0,0,0.23631713554987213,-0.1856361809045226,5865,0.432635155786468,1,97,0,0,0,0,0,0
394951625,1,16,17,3192,1,0,1,0,1,1,0.07738095238095238,0.03352295081967213,3192,0.243591318263317,7,16,0,0,0,0,0,0
394951627,1,576,576,9609,0,0,0,0,0,0,0.004474971380996982,-0.14606899151743638,9609,2.51160390648891,2,576,0,0,0,0,0,0
394951628,1,80,80,4644,0,0,0,0,0,0,0.11175710594315245,0.03773228941684666,4644,1.34542622822711,8,80,0,0,0,0,0,0
394951629,1,17,17,9687,0,0,0,0,0,0,0.0855786105089295,0.05359442755825734,9687,0.275853171681585,9,17,0,0,0,0,0,0
394951631,1,119,119,3912,0,0,0,0,0,0,0,-0.12152035928143713,3912,0.748550774250561,2,119,0,0,0,0,0,0
394951632,0,0,0,59,0,0,0,0,0,0,0.22033898305084745,NaN,59,0.468476168443526,NA,0,0,0,0,0,0,0
394951633,1,207,207,9299,0,0,0,0,0,0,0.15066136143671363,-0.07806081632653061,9299,0.259406255831837,3,207,0,0,0,0,0,0
394951634,0,0,0,77,0,0,0,0,0,0,0.05194805194805195,0.0634,77,0.319766734334857,9,0,0,0,0,0,0,0
394951636,1,126,126,4221,0,0,0,0,0,0,0,-0.015675983436853003,4221,0.319766734334857,5,126,0,0,0,0,0,0
394951637,1,732,732,13403,0,0,0,0,0,0,0.05431619786614937,-0.029553535353535353,13403,1.34542622822711,4,732,0,0,0,0,0,0
394951638,1,115,117,13591,1,0,2,0,1,2,0.44897358546096683,0.047217981072555204,13591,2.0329164427252,8,122,1,0,7,0,1,7
394951639,1,132,145,3146,1,0,13,0,1,13,0.101716465352829,0.03992375,3146,0.375122719819658,8,145,1,0,13,0,1,13
394951641,1,122,129,5998,1,0,7,0,1,7,5.001667222407469e-4,0.2610438818565401,5998,0.375122719819658,10,129,1,0,7,0,1,7
394951642,1,31,31,10568,0,0,0,0,0,0,0.03141559424678274,0.025114983443708612,10568,0.441491853456719,7,31,0,0,0,0,0,0
394951643,1,6,6,991,0,0,0,0,0,0,0,-0.3442,991,0.523934322760354,1,6,0,0,0,0,0,0
394951644,1,50,55,11605,1,0,5,0,1,5,0.4278328306764326,-0.043659333333333335,11605,0.795426328230431,4,57,1,0,7,0,1,7
394951647,1,8,8,730,0,0,0,0,0,0,0,-0.0609695652173913,730,0.483162167072113,3,8,0,0,0,0,0,0
394951654,1,305,305,4609,0,0,0,0,0,0,0.15187676285528315,-0.06003088607594937,4609,0.368062392283773,3,305,0,0,0,0,0,0
394951655,1,513,513,6401,0,0,0,0,0,0,0.018122168411185753,-0.22039792060491492,6401,0.511127245024275,1,513,0,0,0,0,0,0
394951656,1,22,22,4653,0,0,0,0,0,0,0.0025789813023855577,0.014459770114942531,4653,1.21923793340667,6,22,0,0,0,0,0,0
394951658,1,184,184,3550,0,0,0,0,0,0,2.8169014084507044e-4,-0.026918575851393192,3550,1.75373604654617,4,184,0,0,0,0,0,0
394951659,1,244,244,20745,0,0,0,0,0,0,0.015328994938539406,-0.21932558394160584,20745,0.831633236207102,1,244,0,0,0,0,0,0
394951660,1,1906,1906,8744,0,0,0,0,0,0,3.4309240622140897e-4,0.030869922480620156,8744,4.81426476093565,7,1906,0,0,0,0,0,0
394951661,1,128,128,5331,0,0,0,0,0,0,0,0.2349096296296296,5331,0.791655965449055,10,128,0,0,0,0,0,0
394951662,1,187,191,4696,1,0,4,0,1,4,0.2282793867120954,0.06692379367720466,4696,0.368062392283773,10,189,1,0,2,0,1,2
394951664,1,514,524,8826,1,0,10,0,1,10,0.10151824155903014,-0.06996511919698871,8826,0.687283392933406,3,540,1,0,26,0,1,26
394951670,1,132,132,34015,0,0,0,0,0,0,0,-0.07769895366218237,34015,1.03533837033761,3,132,0,0,0,0,0,0
394951673,1,876,877,2862,1,0,1,0,1,1,0.0020964360587002098,0.5959630412890232,2862,0.884194921730423,10,877,1,0,1,0,1,1
394951675,1,57,58,9771,1,0,1,0,1,1,0.08535462081670249,0.03657242921013413,9771,0.61085950464412,8,59,1,0,2,0,1,2
394951677,1,1744,1744,17936,0,0,0,0,0,0,6.690454950936664e-4,0.015605139297456305,17936,0.575200612259704,6,1744,0,0,0,0,0,0
