caseid,totalnewsbinary,totalnewscount,totalnewsfncount2016def,totalvisits,totalProTrumpFNbinary_ag80,totalProClintonFNbinary_ag80,totalProTrumpFNcount_ag80,totalProClintonFNcount_ag80,totalFakeNewsbinary,totalFakeNewscount,mfb,diet_mean,count,weight,decile,totalnewsfncount2018def,totalProRepFNbinary,totalProDemFNbinary,totalProRepFNcount,totalProDemFNcount,totalfakebinary18,totalfakecount18
394951024,1,1550,1560,14917,1,0,10,0,1,10,0.06730575853053564,0.19385323439878235,14917,0.375122719819658,10,1568,1,0,18,0,1,18
394951025,1,1833,1833,18921,0,0,0,0,0,0,0.00761059140637387,-0.21595674858223063,18921,0.511127245024275,1,2523,0,1,0,690,1,690
394951029,1,754,781,18231,1,0,27,0,1,27,0.5255334320662608,0.25823669950738914,18231,0.674347770515182,10,784,1,0,30,0,1,30
394951031,1,135,135,5566,0,0,0,0,0,0,0.08372260150916278,-0.06351672862453532,5566,0.460723586964929,3,135,0,0,0,0,0,0
394951033,0,0,0,2191,0,0,0,0,0,0,0,0.05041440677966102,2191,0.248263989331844,9,0,0,0,0,0,0,0
394951034,1,86,86,3287,0,0,0,0,0,0,0.18557955582598112,-0.4957766666666667,3287,0.327778980725371,1,86,0,0,0,0,0,0
394951037,1,1782,1783,12951,0,1,0,1,1,1,0.08315960157516794,-0.23950732501356484,12951,0.455433711535195,1,1783,0,1,0,1,1,1
394951039,1,2311,2313,12397,1,0,2,0,1,2,0.06759699927401791,-0.3257952980377638,12397,0.319766734334857,1,2316,1,1,2,3,1,5
394951040,1,5759,5759,16250,0,0,0,0,0,0,0.0020923076923076924,0.05135383894155641,16250,0.604435249173588,9,5759,0,0,0,0,0,0
394951041,1,265,266,10547,1,0,1,0,1,1,0.014032426282355173,-0.02481647597254005,10547,0.667086778443481,4,266,1,0,1,0,1,1
394951043,1,287,287,12751,0,0,0,0,0,0,0.027919378872245316,-0.07681304347826087,12751,0.492430386873954,3,290,1,0,3,0,1,3
394951046,1,90,90,43787,0,0,0,0,0,0,4.795944001644324e-4,-0.15445769230769232,43787,0.325900634257302,2,90,0,0,0,0,0,0
394951047,1,146,146,8891,0,0,0,0,0,0,0.01608368012597008,-0.12260919540229885,8891,0.795426328230431,2,146,0,0,0,0,0,0
394951051,1,2241,2241,6577,0,0,0,0,0,0,0.009882925345902387,-0.08293239312472456,6577,0.243591318263317,3,2241,0,0,0,0,0,0
394951052,0,0,0,9,0,0,0,0,0,0,0,NaN,9,0.455433711535195,NA,0,0,0,0,0,0,0
394951054,1,111,111,17646,0,0,0,0,0,0,0.10211946050096339,-0.030468936170212766,17646,0.243591318263317,4,111,0,0,0,0,0,0
394951056,1,937,937,4718,0,0,0,0,0,0,0.15515048749470114,0.10492051813471502,4718,0.884194921730423,10,937,0,0,0,0,0,0
394951058,1,24,24,7545,0,0,0,0,0,0,0.07143803843605036,-0.16345238095238096,7545,0.243591318263317,2,24,0,0,0,0,0,0
394951061,1,790,790,38175,0,0,0,0,0,0,0.05595284872298625,-0.07416235431235431,38175,0.455433711535195,3,793,1,0,3,0,1,3
394951063,1,38,38,3177,0,0,0,0,0,0,0.0015738117721120553,0.022224528301886797,3177,0.368062392283773,6,38,0,0,0,0,0,0
394951064,1,2945,2945,12310,0,0,0,0,0,0,0.0010560519902518277,-0.10085496157701304,12310,0.441491853456719,2,2945,0,0,0,0,0,0
394951067,1,12,12,1341,0,0,0,0,0,0,0.023117076808351976,0.03839830508474577,1341,0.259406255831837,8,12,0,0,0,0,0,0
394951068,1,173,173,2124,0,0,0,0,0,0,0.03766478342749529,0.3635202166064982,2124,1.54863137102947,10,173,0,0,0,0,0,0
394951069,1,101,101,3903,0,0,0,0,0,0,0.16781962592877273,0.01421467889908257,3903,4.35799271721232,6,101,0,0,0,0,0,0
394951070,1,173,173,8660,0,0,0,0,0,0,0.1779445727482679,-0.12282379310344826,8660,0.319766734334857,2,173,0,0,0,0,0,0
394951071,1,32,32,10677,0,0,0,0,0,0,0.005900533857825232,-0.0032589169204001785,10677,0.768612891725957,5,32,0,0,0,0,0,0
394951072,1,64,64,2311,0,0,0,0,0,0,0,-0.37136117647058825,2311,0.432635155786468,1,64,0,0,0,0,0,0
394951073,0,0,0,655,0,0,0,0,0,0,0.022900763358778626,0.04770769230769231,655,0.687283392933406,8,0,0,0,0,0,0,0
394951074,1,14,14,28703,0,0,0,0,0,0,0.014144862906316414,0.017260386473429954,28703,0.248263989331844,6,14,0,0,0,0,0,0
394951075,0,0,0,7717,0,0,0,0,0,0,0.1622392121290657,0.03717142857142858,7717,1.34542622822711,8,0,0,0,0,0,0,0
394951077,0,0,0,1708,0,0,0,0,0,0,0.00234192037470726,NaN,1708,0.795426328230431,NA,0,0,0,0,0,0,0
394951078,1,2910,2910,18487,0,0,0,0,0,0,0.18012657543138422,-0.4633569600974718,18487,0.433182367186924,1,2911,0,1,0,1,1,1
394951079,1,1354,1354,6683,0,0,0,0,0,0,0.007182403112374682,-0.08219941563184807,6683,0.382611719808975,3,1354,0,0,0,0,0,0
394951080,1,3107,3109,24965,0,1,0,2,1,2,0.14304025635890247,-0.3597030199707745,24965,0.560607576112359,1,3112,0,1,0,5,1,5
394951081,1,1289,1290,7020,1,0,1,0,1,1,0,-0.07708199697428139,7020,2.63498533987775,3,1290,1,0,1,0,1,1
394951082,1,2,2,15308,0,0,0,0,0,0,0.13097726678860727,-0.11825434782608696,15308,0.454858391443745,2,2,0,0,0,0,0,0
394951084,1,1190,1190,7036,0,0,0,0,0,0,0.030415008527572486,0.4223828020756116,7036,0.958043350904114,10,1190,0,0,0,0,0,0
394951085,1,308,308,895,0,0,0,0,0,0,0.08379888268156424,-0.10665903225806452,895,0.526429626979151,2,308,0,0,0,0,0,0
394951086,1,46,46,9103,0,0,0,0,0,0,0.076787872130067,0.01833486842105263,9103,0.688152691932638,6,46,0,0,0,0,0,0
394951087,1,332,332,18432,0,0,0,0,0,0,0.3422309027777778,-0.134275,18432,0.243591318263317,2,333,1,0,1,0,1,1
394951089,1,101,101,12032,0,0,0,0,0,0,0.043134973404255324,-0.0038126126126126116,12032,0.272297504486773,5,101,0,0,0,0,0,0
394951090,1,1098,1098,6872,0,0,0,0,0,0,0.18029685681024446,-0.3282133561643836,6872,0.275853171681585,1,1098,0,0,0,0,0,0
394951091,1,33,33,7843,0,0,0,0,0,0,0.019507841387224275,-3.2702702702702756e-4,7843,1.40868825381763,5,33,0,0,0,0,0,0
394951094,1,2392,2392,52188,0,0,0,0,0,0,0.00274009350808615,-0.18846547103410938,52188,1.57128812807525,1,2392,0,0,0,0,0,0
394951097,1,2957,3028,10665,1,0,71,0,1,71,0,0.37975455495558263,10665,0.368062392283773,10,3033,1,0,76,0,1,76
394951100,1,45,45,13612,0,0,0,0,0,0,0.0022039377020276227,0.038814137931034484,13612,0.50055327482799306,8,45,0,0,0,0,0,0
394951101,1,59,59,12983,0,0,0,0,0,0,0.08534237079257491,0.04619520547945206,12983,0.938688293990195,8,59,0,0,0,0,0,0
394951105,1,417,417,13940,0,0,0,0,0,0,0.2161406025824964,-0.12232805247225026,13940,0.433182367186924,2,417,0,0,0,0,0,0
394951106,1,514,514,9517,0,0,0,0,0,0,0.4022275927288011,0.5012788961038961,9517,1.40868825381763,10,514,0,0,0,0,0,0
394951107,1,778,780,12476,1,0,2,0,1,2,0.0027252324462968902,0.7278619346733668,12476,0.177043404160371,10,780,1,0,2,0,1,2
394951108,1,7,7,1742,0,0,0,0,0,0,0,0.014177272727272728,1742,2.73931929063055,6,7,0,0,0,0,0,0
394951109,1,926,926,1247,0,0,0,0,0,0,0,-0.2862457389428263,1247,0.255696640256599,1,926,0,0,0,0,0,0
394951110,1,2859,2859,27552,0,0,0,0,0,0,0.13193234610917537,0.014465863125638405,27552,0.585178521634958,6,2860,0,1,0,1,1,1
394951113,1,1509,1509,11607,0,0,0,0,0,0,8.615490652192642e-4,-0.1988833985466741,11607,0.243591318263317,1,1509,0,0,0,0,0,0
394951115,1,110,110,15268,0,0,0,0,0,0,0.29126277181032223,-0.32515645161290324,15268,0.526429626979151,1,110,0,0,0,0,0,0
394951118,1,186,190,11368,1,0,4,0,1,4,0.08462350457424349,0.1437810810810811,11368,0.843572737091544,10,191,1,0,5,0,1,5
394951119,1,565,565,3931,0,0,0,0,0,0,0.0656321546680234,-0.4894806188925082,3931,0.319766734334857,1,565,0,0,0,0,0,0
394951121,1,285,285,7845,0,0,0,0,0,0,0.18967495219885278,-0.5950777448071216,7845,0.526429626979151,1,286,1,0,1,0,1,1
394951122,1,696,696,41458,0,0,0,0,0,0,0.04018524772058469,-0.47004501891551076,41458,0.276202079990069,1,696,0,0,0,0,0,0
394951123,1,497,497,3396,0,0,0,0,0,0,0.26001177856301533,-0.2874727551020408,3396,0.243591318263317,1,497,0,0,0,0,0,0
394951124,1,85,85,14093,0,0,0,0,0,0,0.05591428368693678,-0.2134818181818182,14093,0.712790453999231,1,85,0,0,0,0,0,0
394951125,1,27,27,347,0,0,0,0,0,0,0.020172910662824207,-0.11892857142857144,347,0.248263989331844,2,27,0,0,0,0,0,0
394951126,1,338,338,3884,0,0,0,0,0,0,7.72399588053553e-4,-0.44251413043478266,3884,1.26746656073722,1,338,0,0,0,0,0,0
394951127,1,160,160,921,0,0,0,0,0,0,0.06406080347448426,-0.6139949541284404,921,0.276202079990069,1,160,0,0,0,0,0,0
394951130,1,3,3,5026,0,0,0,0,0,0,0,0.05143952095808383,5026,0.386353330581485,9,3,0,0,0,0,0,0
394951131,1,4,4,1409,0,0,0,0,0,0,0.008516678495386799,0.02566309523809524,1409,0.441491853456719,7,4,0,0,0,0,0,0
394951132,1,1090,1090,2813,0,0,0,0,0,0,0,0.702908064516129,2813,0.667086778443481,10,1090,0,0,0,0,0,0
394951135,1,47,47,5167,0,0,0,0,0,0,0.10354170698664603,-0.029974576271186444,5167,0.368062392283773,4,47,0,0,0,0,0,0
394951138,1,4,4,2081,0,0,0,0,0,0,0,-0.16345714285714286,2081,0.468476168443526,2,4,0,0,0,0,0,0
394951140,1,115,115,4482,0,0,0,0,0,0,0.09259259259259259,-0.27719310344827586,4482,2.49126842933454,1,115,0,0,0,0,0,0
394951141,1,332,332,4194,0,0,0,0,0,0,0.18574153552694325,-0.5368834285714286,4194,0.319766734334857,1,332,0,0,0,0,0,0
394951142,1,27,27,8004,0,0,0,0,0,0,9.995002498750624e-4,-0.06510338983050848,8004,0.417336705756512,3,27,0,0,0,0,0,0
394951143,1,3,3,254,0,0,0,0,0,0,0.4251968503937008,0.017183870967741936,254,0.319766734334857,6,3,0,0,0,0,0,0
394951144,1,847,847,14706,0,0,0,0,0,0,0.002039983680130559,-0.45783976023976025,14706,0.325900634257302,1,847,0,0,0,0,0,0
394951145,1,200,201,17970,1,0,1,0,1,1,0.06388425153032833,0.0817237341772152,17970,0.386353330581485,10,202,1,0,2,0,1,2
394951146,1,1,1,152,0,0,0,0,0,0,0,-0.2705,152,0.325900634257302,1,1,0,0,0,0,0,0
394951147,1,713,714,11031,1,0,1,0,1,1,0.31601849333695947,-0.6804045698924731,11031,0.526429626979151,1,714,1,0,1,0,1,1
394951149,1,298,298,2178,0,0,0,0,0,0,0,0.029328372093023254,2178,0.248263989331844,7,298,0,0,0,0,0,0
394951150,1,129,129,13035,0,0,0,0,0,0,0.16194859992328348,0.00871166380789022,13035,0.320878515713586,5,129,0,0,0,0,0,0
394951152,1,30,30,994,0,0,0,0,0,0,0.060362173038229376,0.03998367346938775,994,0.884194921730423,8,30,0,0,0,0,0,0
394951153,1,323,323,7590,0,0,0,0,0,0,0.10895915678524375,0.3037114551083591,7590,0.368062392283773,10,323,0,0,0,0,0,0
394951154,1,1336,1341,7918,1,0,5,0,1,5,0.020080828492043446,0.4353460720887246,7918,0.417336705756512,10,1557,1,0,221,0,1,221
394951155,1,65,65,2954,0,0,0,0,0,0,0.6611374407582938,0.24242526315789473,2954,0.375122719819658,10,66,0,1,0,1,1,1
394951160,1,444,444,2177,0,0,0,0,0,0,0.0022967386311437757,0.20194457429048415,2177,0.255696640256599,10,444,0,0,0,0,0,0
394951161,1,1546,1546,26472,0,0,0,0,0,0,0.3959277727410094,-0.2058155618241655,26472,0.468476168443526,1,1548,1,0,2,0,1,2
394951163,1,54,54,1899,0,0,0,0,0,0,0,-0.28261851851851855,1899,0.248263989331844,1,54,0,0,0,0,0,0
394951164,1,140,140,23991,0,0,0,0,0,0,0.23592180400983703,0.0137619359058208,23991,0.454858391443745,6,140,0,0,0,0,0,0
394951166,1,231,231,7270,0,0,0,0,0,0,0.07166437414030262,-0.14971936218678816,7270,0.243591318263317,2,231,0,0,0,0,0,0
394951167,1,778,778,16621,0,0,0,0,0,0,0.013837915889537332,-0.27255840927920466,16621,0.255696640256599,1,778,0,0,0,0,0,0
394951168,1,880,880,9633,0,0,0,0,0,0,0.12612893179694798,-0.0718546365914787,9633,0.707859625353596,3,880,0,0,0,0,0,0
394951169,1,190,190,2849,0,0,0,0,0,0,0.19866619866619867,0.016259911894273126,2849,0.375122719819658,6,190,0,0,0,0,0,0
394951172,1,189,189,3975,0,0,0,0,0,0,0,-0.2022171521035599,3975,0.6340529423615,1,189,0,0,0,0,0,0
394951173,1,1164,1164,8255,0,0,0,0,0,0,4.845548152634767e-4,-0.12232261306532663,8255,0.248263989331844,2,1164,0,0,0,0,0,0
394951174,1,640,640,18719,0,0,0,0,0,0,0.42304610289011163,0.012552659193894583,18719,0.293762679784442,6,640,0,0,0,0,0,0
394951175,1,1131,1131,25169,0,0,0,0,0,0,0.30589216893797927,-0.3666092307692308,25169,0.275853171681585,1,1137,1,0,6,0,1,6
394951181,1,4,4,3446,0,0,0,0,0,0,0.05832849680789321,-0.23637586206896552,3446,1.1308313076147,1,4,0,0,0,0,0,0
394951184,1,16,16,749,0,0,0,0,0,0,0.009345794392523364,0.010263636363636364,749,0.786820760323272,5,16,0,0,0,0,0,0
394951185,1,3019,3019,25281,0,0,0,0,0,0,0.03211898263518057,-0.39207126099706746,25281,0.243591318263317,1,3019,0,0,0,0,0,0
394951186,1,3405,3407,13109,1,0,2,0,1,2,7.628346937218705e-5,0.34195034563906457,13109,0.654531284196335,10,3407,1,0,2,0,1,2
394951187,1,816,816,3851,0,0,0,0,0,0,5.193456245131135e-4,0.03362337078651686,3851,1.02491633234333,7,816,0,0,0,0,0,0
394951188,1,359,359,4949,0,0,0,0,0,0,0.1616488179430188,-0.3211686567164179,4949,0.248263989331844,1,359,0,0,0,0,0,0
394951190,0,0,0,2426,0,0,0,0,0,0,0,NaN,2426,0.585178521634958,NA,0,0,0,0,0,0,0
394951191,1,11,11,12415,0,0,0,0,0,0,0.0887635924285139,0.041343724420191,12415,0.454858391443745,8,11,0,0,0,0,0,0
394951192,1,9,9,11,0,0,0,0,0,0,0,-0.084,11,0.795426328230431,3,9,0,0,0,0,0,0
394951195,1,7,7,1177,0,0,0,0,0,0,0,0.19932666666666665,1177,0.375122719819658,10,7,0,0,0,0,0,0
394951198,1,767,777,5798,1,0,10,0,1,10,0.21748878923766815,0.023253661464585833,5798,0.791655965449055,6,776,1,0,9,0,1,9
394951199,1,25,25,1179,0,0,0,0,0,0,0.34944868532654794,-0.40242307692307694,1179,0.455433711535195,1,25,0,0,0,0,0,0
394951200,1,53,53,3595,0,0,0,0,0,0,0.2573018080667594,-0.01078787185354691,3595,0.319766734334857,5,53,0,0,0,0,0,0
394951201,1,140,140,7153,0,0,0,0,0,0,0.2990353697749196,-0.10322088452088451,7153,0.319766734334857,2,140,0,0,0,0,0,0
394951203,1,349,349,2337,0,0,0,0,0,0,0.1925545571245186,-0.7207620779220779,2337,0.248263989331844,1,349,0,0,0,0,0,0
394951204,1,3337,3337,15429,0,0,0,0,0,0,0.13286667962926957,-0.45810231641202565,15429,0.33565760971359,1,3337,0,0,0,0,0,0
394951205,1,58,58,12437,0,0,0,0,0,0,0.039076947816997665,-0.04475211267605634,12437,0.386353330581485,4,59,1,0,1,0,1,1
394951206,1,38,38,5610,0,0,0,0,0,0,0.06060606060606061,-0.141328125,5610,0.177043404160371,2,38,0,0,0,0,0,0
394951207,1,781,781,11081,0,0,0,0,0,0,1.8048912553018682e-4,-0.08312238427393785,11081,0.248263989331844,3,781,0,0,0,0,0,0
394951208,1,67,67,11615,0,0,0,0,0,0,0.21730520878174775,0.05973141812483677,11615,0.584439303276601,9,67,0,0,0,0,0,0
394951210,1,26,26,6222,0,0,0,0,0,0,0.0019286403085824494,0.046456774193548385,6222,0.275853171681585,8,26,0,0,0,0,0,0
394951213,1,4086,4086,8402,0,0,0,0,0,0,3.5705784337062603e-4,-0.4851982300884956,8402,0.248263989331844,1,4086,0,0,0,0,0,0
394951214,1,168,168,1839,0,0,0,0,0,0,0.0027188689505165853,-0.06285882352941177,1839,0.243591318263317,3,168,0,0,0,0,0,0
394951215,0,0,0,7413,0,0,0,0,0,0,0.0020234722784297854,0.047080000000000004,7413,0.368062392283773,8,0,0,0,0,0,0,0
394951216,1,6244,6244,14151,0,0,0,0,0,0,0.01286128188820578,-0.07430986540863051,14151,0.585178521634958,3,6244,0,0,0,0,0,0
394951217,1,4,4,520,0,0,0,0,0,0,0.23846153846153847,0.1457111111111111,520,0.687283392933406,10,4,0,0,0,0,0,0
394951220,1,1138,1140,12625,1,0,2,0,1,2,0.39302970297029705,-0.027397176736307174,12625,0.815356955912952,4,1141,1,0,3,0,1,3
394951222,1,1537,1537,4843,0,0,0,0,0,0,0.18335742308486475,-0.08253888182973317,4843,0.386353330581485,3,1537,0,0,0,0,0,0
394951223,1,444,444,8792,0,0,0,0,0,0,0.013989990900818925,-0.16657355229040624,8792,0.441491853456719,2,444,0,0,0,0,0,0
394951224,1,15,17,735,1,0,2,0,1,2,0.053061224489795916,0.13648,735,0.368062392283773,10,17,1,0,2,0,1,2
394951225,1,58,58,4606,0,0,0,0,0,0,0,-0.028312734082396998,4606,0.243591318263317,4,58,0,0,0,0,0,0
394951226,1,654,654,4325,0,0,0,0,0,0,0,-0.17924514925373133,4325,0.243591318263317,2,654,0,0,0,0,0,0
394951228,1,900,900,3076,0,0,0,0,0,0,0,-0.46217984869326,3076,0.73485720752492,1,900,0,0,0,0,0,0
394951229,1,757,805,24878,1,0,48,0,1,48,0.10221882788005467,0.17189477105709441,24878,0.77230468600563,10,812,1,0,55,0,1,55
394951231,1,251,251,4599,0,0,0,0,0,0,0.04283539899978256,-0.34428353510895887,4599,0.276202079990069,1,251,0,0,0,0,0,0
394951232,1,76,76,3740,0,0,0,0,0,0,8.021390374331551e-4,-0.003447368421052633,3740,0.248263989331844,5,76,0,0,0,0,0,0
394951233,1,23,23,3339,0,0,0,0,0,0,0.008984725965858042,-0.021705820105820103,3339,0.319766734334857,4,23,0,0,0,0,0,0
394951234,1,8,8,6097,0,0,0,0,0,0,0.05543710021321962,0.02885161290322581,6097,0.54047962911918,7,8,0,0,0,0,0,0
394951235,1,1,1,1117,0,0,0,0,0,0,0,-0.0041894736842105216,1117,2.49126842933454,5,1,0,0,0,0,0,0
394951236,1,327,327,5542,0,0,0,0,0,0,1.8044027426921688e-4,0.05729711815561958,5542,0.417336705756512,9,327,0,0,0,0,0,0
394951239,1,2446,2446,18421,0,0,0,0,0,0,0.002225720644916129,-0.21732190731520487,18421,0.567450682215319,1,2446,0,0,0,0,0,0
394951243,1,15,15,7505,0,0,0,0,0,0,0,0.03086666666666667,7505,0.906454297610084,7,15,0,0,0,0,0,0
394951244,1,524,524,19003,0,0,0,0,0,0,0,-0.165212890625,19003,0.526429626979151,2,524,0,0,0,0,0,0
394951245,1,54,54,4477,0,0,0,0,0,0,0.15925843198570472,-0.181405,4477,0.319766734334857,1,54,0,0,0,0,0,0
394951247,1,19,19,8802,0,0,0,0,0,0,0.024653487843671894,0.010790987124463521,8802,1.34542622822711,5,19,0,0,0,0,0,0
394951251,1,592,592,22421,0,0,0,0,0,0,0.011685473440078498,0.04414989847715736,22421,0.468476168443526,8,592,0,0,0,0,0,0
394951254,1,1006,1006,7219,0,0,0,0,0,0,0.2756614489541488,-0.09124487291849255,7219,0.560607576112359,2,1006,0,0,0,0,0,0
394951255,1,3,3,11385,0,0,0,0,0,0,0.023276240667545016,0.004943169398907104,11385,0.93229907744806,5,3,0,0,0,0,0,0
394951256,1,2240,2240,29608,0,0,0,0,0,0,0.003546338827343961,-0.007852830489555094,29608,0.769991904081051,5,2240,0,0,0,0,0,0
394951258,1,725,725,23408,0,0,0,0,0,0,0.04037081339712919,-0.07007575953458306,23408,1.17971475891672,3,725,0,0,0,0,0,0
394951262,1,68,68,8700,0,0,0,0,0,0,0.016091954022988506,-0.3485080459770115,8700,0.319766734334857,1,68,0,0,0,0,0,0
394951263,1,556,556,13724,0,0,0,0,0,0,0.010419702710580006,0.01607045101088647,13724,0.483162167072113,6,556,0,0,0,0,0,0
394951266,1,38,38,23517,0,0,0,0,0,0,0.004082153335884679,-0.10542542372881356,23517,1.75373604654617,2,38,0,0,0,0,0,0
394951270,1,632,632,16123,0,0,0,0,0,0,0.0019227190969422563,-0.28916538952745846,16123,0.688703612849217,1,632,0,0,0,0,0,0
394951272,1,1827,1827,55706,0,0,0,0,0,0,0.017610311277061717,-0.07267752864972596,55706,0.707859625353596,3,1827,0,0,0,0,0,0
394951273,1,16,16,18608,0,0,0,0,0,0,0.1927128116938951,-0.06518571428571429,18608,0.93229907744806,3,16,0,0,0,0,0,0
394951277,1,854,854,8130,0,0,0,0,0,0,0.07416974169741697,-0.08695995316159251,8130,1.34542622822711,3,854,0,0,0,0,0,0
394951283,1,249,249,40732,0,0,0,0,0,0,0.02683393891780418,-0.18696378830083565,40732,2.31686001934567,1,249,0,0,0,0,0,0
394951284,1,6,6,957,0,0,0,0,0,0,0,0.029637037037037035,957,1.38384448945102,7,6,0,0,0,0,0,0
394951285,1,185,185,1024,0,0,0,0,0,0,0,-0.084,1024,1.40868825381763,3,185,0,0,0,0,0,0
394951286,1,49,49,9527,0,0,0,0,0,0,0.024351842132885482,-0.022023348017621146,9527,0.514073155386225,4,49,0,0,0,0,0,0
394951290,1,179,179,9958,0,0,0,0,0,0,0.0023097007431211085,0.03128146551724138,9958,2.65301169242473,7,179,0,0,0,0,0,0
394951293,1,161,161,8867,0,0,0,0,0,0,0.0019172211570993572,0.0174324513618677,8867,0.238231423736973,6,161,0,0,0,0,0,0
394951294,1,33,33,1989,0,0,0,0,0,0,0,-0.09843176470588236,1989,0.248263989331844,2,33,0,0,0,0,0,0
394951296,1,458,458,8362,0,0,0,0,0,0,0.1090648170294188,-0.24710806451612902,8362,0.276202079990069,1,458,0,0,0,0,0,0
394951297,1,829,830,9140,1,0,1,0,1,1,5.470459518599562e-4,0.09312426850258175,9140,0.687283392933406,10,831,1,0,2,0,1,2
394951300,1,32,33,4134,1,0,1,0,1,1,0.15820029027576196,0.06293686176836862,4134,0.386353330581485,9,33,1,0,1,0,1,1
394951302,1,1517,1517,2661,0,0,0,0,0,0,0.0026305900037579856,-0.15991657929226738,2661,0.455433711535195,2,1517,0,0,0,0,0,0
394951304,1,93,93,15963,0,0,0,0,0,0,0.3025120591367538,-0.09345043103448276,15963,0.454858391443745,2,93,0,0,0,0,0,0
394951305,1,2,2,2056,0,0,0,0,0,0,0.11381322957198443,0.03851900826446281,2056,0.707859625353596,8,2,0,0,0,0,0,0
394951308,1,180,180,10825,0,0,0,0,0,0,7.390300230946883e-4,-0.0754965909090909,10825,0.276202079990069,3,180,0,0,0,0,0,0
394951309,1,258,258,3766,0,0,0,0,0,0,2.6553372278279345e-4,-0.08002922252010725,3766,0.375122719819658,3,258,0,0,0,0,0,0
394951310,1,83,83,3936,0,0,0,0,0,0,0.011941056910569105,-0.23928571428571427,3936,0.856533327870344,1,83,0,0,0,0,0,0
394951311,1,10,10,3578,0,0,0,0,0,0,0.0036333147009502513,0.07114598540145985,3578,0.375122719819658,10,10,0,0,0,0,0,0
394951313,1,120,120,10063,0,0,0,0,0,0,0.006161184537414289,-0.13268033898305084,10063,0.623170687579443,2,120,0,0,0,0,0,0
394951314,1,1812,1816,27562,1,1,2,2,1,4,0.008598795443001234,-0.4646457337883959,27562,0.319766734334857,1,1819,1,1,5,2,1,7
394951315,1,15,15,25320,0,0,0,0,0,0,0.04419431279620853,0.007084615384615386,25320,2.0329164427252,5,15,0,0,0,0,0,0
394951317,1,292,292,7854,0,0,0,0,0,0,0.02890247007894067,-0.03026018845700824,7854,0.666622436007191,4,292,0,0,0,0,0,0
394951319,1,711,711,15168,0,0,0,0,0,0,0.014636075949367089,0.0036212283044058735,15168,0.707859625353596,5,711,0,0,0,0,0,0
394951320,1,1581,1581,16372,0,0,0,0,0,0,0.011727339359882726,-0.07633303167420814,16372,1.07701440907839,3,1581,0,0,0,0,0,0
394951321,1,77,77,10986,0,0,0,0,0,0,5.461496450027307e-4,0.3774587878787879,10986,0.492430386873954,10,77,0,0,0,0,0,0
394951325,1,951,951,30972,0,0,0,0,0,0,3.228722717293038e-5,-0.07543503054989817,30972,0.455433711535195,3,951,0,0,0,0,0,0
394951326,1,286,287,20950,1,0,1,0,1,1,0.03427207637231503,0.11553333333333334,20950,0.492430386873954,10,315,1,0,29,0,1,29
394951327,1,3,3,4435,0,0,0,0,0,0,0.036753100338218714,0.05957894736842105,4435,0.677599692566029,9,3,0,0,0,0,0,0
394951331,1,189,189,16565,0,0,0,0,0,0,0.03845457289465741,0.11616646058732612,16565,0.605938414069357,10,189,0,0,0,0,0,0
394951333,1,26,26,2482,0,0,0,0,0,0,0.10153102336825141,-0.228796875,2482,0.454858391443745,1,26,0,0,0,0,0,0
394951334,1,557,629,21998,1,0,72,0,1,72,0.001454677697972543,0.35830100502512563,21998,0.883077975201553,10,633,1,0,76,0,1,76
394951337,1,479,479,6621,0,0,0,0,0,0,0.12173387705784625,-0.19181864686468647,6621,0.439988122046576,1,479,0,0,0,0,0,0
394951338,1,544,544,3740,0,0,0,0,0,0,0.3473262032085562,-0.29640439560439563,3740,0.319766734334857,1,544,0,0,0,0,0,0
394951341,1,4,4,5003,0,0,0,0,0,0,0.01219268438936638,0.026325899280575542,5003,1.40868825381763,7,4,0,0,0,0,0,0
394951344,1,202,202,12135,0,0,0,0,0,0,0.10399670374948496,0.01295360274494853,12135,0.585178521634958,6,202,0,0,0,0,0,0
394951346,1,463,463,6045,0,0,0,0,0,0,4.962779156327543e-4,-0.33858021505376346,6045,0.255696640256599,1,463,0,0,0,0,0,0
394951347,1,224,224,7969,0,0,0,0,0,0,0.0032626427406199023,-0.06454608030592734,7969,5.41314831138915,3,224,0,0,0,0,0,0
394951348,0,0,0,4,0,0,0,0,0,0,0,NaN,4,0.243591318263317,NA,0,0,0,0,0,0,0
394951349,1,248,248,20458,0,0,0,0,0,0,0.05064033629875843,-0.37900873362445414,20458,0.327778980725371,1,248,0,0,0,0,0,0
394951351,1,83,83,1710,0,0,0,0,0,0,0.00935672514619883,0.03627142857142857,1710,0.386353330581485,8,83,0,0,0,0,0,0
394951352,1,38,38,135,0,0,0,0,0,0,0,0.7766763157894737,135,0.386353330581485,10,38,0,0,0,0,0,0
394951353,1,180,183,6399,1,0,3,0,1,3,0.18862322237849663,0.3583234323432343,6399,0.622531132615305,10,183,1,0,3,0,1,3
394951354,1,495,495,5978,0,0,0,0,0,0,0.34175309468049514,0.3260491651205937,5978,1.16136117529032,10,495,0,0,0,0,0,0
394951357,1,12,12,8661,0,0,0,0,0,0,0.007389446946080129,-0.14768179012345678,8661,0.769991904081051,2,12,0,0,0,0,0,0
394951358,1,135,135,8039,0,0,0,0,0,0,0.040801094663515364,-0.10441261682242992,8039,0.375122719819658,2,135,0,0,0,0,0,0
