totalfakebinary18_presurvey,pol_therm_media,pol_therm_media_w2,massmedia_trust,massmedia_trustw2,affect_merged_leanersw1,affect_merged_leaners,lean_Dem,ideology,polknow,pol_therm_trump,agecat,nonwhite,college,weight
NA,25,25,2,3,-5,2,0,4,3,65,2,0,0,0.512032358
NA,41,52,2,3,68,36,1,4,2,80,4,0,0,0.929345078
0,85,84,3,3,78,-2,1,2,1,1,3,0,1,0.878871349
NA,96,77,3,4,87,80,1,1,5,1,4,0,0,0.848145069
0,25,4,1,2,60,79,0,7,4,96,4,0,0,0.901789007
1,15,22,2,2,75,37,0,6,3,90,4,0,0,1.219719034
NA,41,29,2,2,59,57,0,6,3,60,1,0,1,1.017572973
0,58,72,3,3,65,56,1,1,1,3,1,0,0,0.993328861
0,50,NA,3,NA,73,NA,1,1,3,0,1,0,0,0.86607632
NA,55,87,4,4,0,0,NA,4,4,0,3,1,1,0.504451159
NA,59,70,3,3,0,0,NA,3,4,2,2,0,1,0.586229971
0,NA,NA,2,NA,NA,NA,NA,4,1,20,3,1,0,0.862180197
0,48,53,2,2,0,0,NA,6,1,50,1,1,0,1.041188555
0,85,82,3,3,74,49,1,3,5,1,4,0,0,0.794177109
0,17,96,2,4,94,86,0,2,2,99,3,0,0,0.775776629
NA,5,2,1,1,57,46,0,5,4,72,3,0,0,0.52603464
0,41,50,2,3,37,23,0,6,1,70,3,0,0,0.918200701
0,50,62,3,3,10,0,1,4,2,15,1,1,1,1.018392483
0,NA,47,1,1,NA,0,NA,4,0,NA,2,0,0,1.720131305
0,45,30,3,3,NA,0,NA,4,2,50,4,0,0,0.853810585
NA,30,43,2,3,56,62,0,6,2,67,2,0,1,0.949754418
0,31,34,2,2,2,43,0,5,2,97,3,0,1,0.97219482
0,81,63,3,3,44,31,1,4,4,1,4,0,0,0.872859604
0,90,87,4,4,89,84,1,1,4,0,4,0,1,0.878504529
0,70,68,3,4,98,75,1,1,5,3,3,0,1,0.576759117
1,12,69,2,2,72,83,0,6,5,100,4,0,1,0.964984401
0,4,NA,2,NA,97,NA,0,7,5,99,4,0,1,0.917031489
NA,88,80,3,3,39,47,1,5,3,89,1,0,0,1.369968386
0,70,65,3,3,55,71,1,1,5,0,1,0,1,1.038233164
0,56,66,3,3,0,0,NA,4,2,8,1,0,0,1.409671076
0,65,NA,2,NA,84,NA,1,2,3,2,2,0,1,0.972788816
1,12,4,1,1,0,0,NA,6,4,71,2,0,1,0.949358013
0,78,80,3,3,90,92,1,3,5,1,3,1,0,0.898896029
0,42,54,2,3,45,12,0,4,5,76,3,0,0,0.937815785
NA,75,50,3,3,50,29,1,2,2,5,2,0,0,0.894727256
0,1,2,1,1,0,0,NA,3,4,16,2,1,0,0.893527852
0,15,25,2,1,65,51,0,7,5,98,4,0,0,1.051754649
NA,NA,NA,3,3,NA,NA,0,7,1,NA,4,0,0,0.828494192
0,20,42,3,2,45,71,1,2,2,44,2,0,0,0.938565981
0,3,9,1,2,12,31,1,1,2,9,2,1,1,0.811072092
NA,50,85,3,4,83,90,1,2,2,2,3,1,0,0.898896029
0,85,57,3,3,45,57,1,2,5,2,2,1,1,0.917533133
NA,97,99,4,4,0,0,NA,4,5,33,2,1,1,0.835423184
0,36,NA,2,NA,66,NA,0,7,3,94,3,0,0,0.918460714
NA,33,NA,3,NA,0,NA,NA,4,2,25,2,0,0,0.809709592
0,93,59,4,4,97,45,0,7,5,100,2,0,1,1.074571751
NA,70,45,3,3,52,45,1,4,2,39,3,0,0,0.881097164
0,76,97,3,3,6,5,0,4,1,48,1,0,0,0.989625022
0,21,18,2,2,67,54,0,7,4,100,4,1,0,1.230968152
0,56,NA,3,NA,51,NA,1,3,4,8,2,1,0,0.865627709
0,70,66,4,3,24,11,0,2,2,79,1,0,0,0.91529957
NA,50,22,2,3,95,93,0,4,1,100,3,0,0,0.998749814
0,41,3,2,1,78,76,0,7,2,100,4,0,0,0.929345078
0,70,85,4,4,70,72,1,1,5,1,3,0,1,0.925225015
NA,55,52,3,3,91,29,1,1,2,1,4,1,0,0.467056441
NA,49,NA,2,NA,0,NA,NA,4,2,55,1,0,0,0.894092774
NA,5,3,1,1,94,94,0,7,3,100,3,0,0,0.864147231
NA,92,80,3,3,62,35,1,2,2,7,3,0,0,0.756263673
0,83,76,3,4,4,6,1,4,1,61,3,1,0,1.055644639
0,100,99,3,4,0,0,NA,1,2,0,3,1,0,0.925063359
0,99,99,4,4,91,69,1,2,2,1,3,0,0,0.872859604
NA,69,73,3,3,33,45,0,6,1,49,4,0,1,0.815506237
1,71,NA,3,NA,70,NA,1,1,3,0,3,0,0,0.928735583
0,3,6,1,2,38,69,0,5,1,82,2,0,1,0.949754418
0,86,79,3,3,77,82,1,2,5,0,3,0,1,0.914362713
0,80,94,4,3,73,85,1,3,1,7,3,1,1,0.790480842
NA,2,3,2,1,76,62,0,6,4,100,4,0,0,0.964232456
NA,66,NA,2,NA,2,NA,0,6,3,67,2,0,1,0.973605773
NA,29,55,3,2,79,74,1,2,1,0,1,1,0,1.138317856
0,71,NA,4,NA,51,NA,1,1,3,7,2,0,0,0.831125724
NA,0,41,2,2,83,84,0,7,5,99,3,0,0,0.964232456
NA,21,NA,2,NA,49,NA,1,2,1,NA,2,0,0,0.811869172
0,1,2,2,1,84,71,0,5,3,99,2,0,0,0.938565981
NA,83,61,3,3,82,17,1,4,2,4,2,1,0,0.990324974
0,67,40,3,3,82,86,1,2,1,15,2,0,0,0.949065768
1,53,57,3,3,77,70,1,1,5,1,4,0,0,0.76871563
NA,88,68,3,3,78,-16,1,4,1,2,3,0,0,0.90199572
NA,0,NA,1,NA,91,NA,0,6,2,99,2,0,0,1.329680909
NA,81,NA,3,NA,45,NA,1,3,5,1,2,0,1,0.83118332
0,13,50,3,2,0,0,NA,5,2,7,3,1,0,0.693745012
NA,1,4,1,1,0,0,NA,4,3,71,3,0,0,0.537272068
0,4,4,2,1,72,47,0,5,5,98,3,0,0,0.947813419
0,90,93,3,3,39,22,1,2,4,1,1,0,1,1.008604774
NA,0,6,1,1,0,0,NA,6,1,40,3,0,0,0.918460714
NA,6,28,2,1,70,84,0,7,2,100,3,0,0,0.947813419
NA,77,NA,3,NA,55,NA,1,2,2,25,1,0,0,0.831960825
0,40,40,2,2,38,47,1,1,2,32,1,0,0,0.894092774
0,44,34,2,2,0,0,NA,4,1,41,2,0,0,0.873997105
0,31,10,1,2,39,0,0,4,2,2,2,1,1,0.979991772
0,81,62,3,3,61,18,1,7,2,88,3,1,0,0.957420898
NA,61,46,2,2,55,34,0,4,4,91,4,0,0,0.878375502
0,53,NA,3,NA,52,NA,1,2,5,2,2,0,1,0.852056977
NA,38,8,2,2,50,27,0,7,2,41,1,0,0,0.894092774
NA,73,90,3,3,47,54,1,2,4,1,3,0,1,0.878871349
NA,92,NA,3,NA,41,NA,1,4,3,65,1,0,0,0.846009989
0,2,7,1,1,60,76,0,6,3,96,4,0,1,0.92329157
NA,31,6,2,2,69,15,1,4,3,30,4,0,0,0.76871563
0,69,72,3,3,44,66,1,2,5,17,1,1,0,1.00943911
0,75,75,4,4,59,30,1,2,3,1,1,0,1,0.610563142
NA,2,NA,3,NA,71,NA,1,2,5,4,3,1,1,1.11470829
NA,77,84,3,4,83,51,1,4,1,4,2,0,0,0.751644643
0,41,29,3,2,58,55,0,4,2,100,2,0,0,1.000979658
0,65,73,3,3,44,45,1,4,3,28,3,0,0,0.803796446
0,12,35,2,2,62,64,0,7,2,73,2,0,0,0.949688606
0,6,NA,1,NA,NA,NA,1,5,1,70,2,0,0,0.790949236
0,NA,59,4,3,81,61,0,7,1,99,3,0,0,0.864147231
0,89,88,3,3,48,46,1,2,3,1,3,0,1,0.878871349
0,NA,NA,3,NA,NA,NA,1,4,5,NA,1,1,0,1.052370241
0,56,65,3,3,20,3,1,4,3,34,3,1,0,0.820240466
0,75,50,3,3,25,39,1,4,4,0,4,0,0,0.852636109
0,66,68,3,3,61,67,1,3,5,1,1,0,1,0.845928611
NA,30,NA,3,NA,10,NA,0,4,5,3,2,0,1,0.586229971
0,47,61,2,3,0,0,NA,4,3,24,3,0,1,0.858508568
0,56,NA,3,NA,0,NA,NA,4,1,16,2,0,0,1.136716743
0,10,41,2,2,46,35,0,6,4,88,3,0,0,0.804096246
0,1,NA,1,NA,52,NA,0,7,2,96,3,0,0,0.918200701
NA,45,36,3,2,38,39,1,4,4,30,2,1,1,0.918267287
0,49,66,3,3,0,0,NA,3,3,3,1,1,0,1.08085169
0,39,5,2,1,0,0,NA,2,3,4,3,1,1,0.576074333
NA,100,81,4,4,65,68,1,1,4,0,3,0,0,0.803568893
0,52,NA,3,NA,52,NA,1,1,4,3,1,0,1,1.038233164
NA,68,77,3,3,49,-31,0,4,5,0,4,0,0,0.777825417
NA,62,79,3,3,52,26,1,2,1,31,1,1,0,1.869794485
NA,34,17,2,2,33,23,0,6,1,60,2,0,1,0.949754418
0,7,11,2,1,55,65,0,7,5,75,3,1,0,0.774356391
NA,100,100,4,4,100,100,1,1,3,0,1,0,0,0.970314186
1,41,40,2,2,35,35,0,6,5,66,4,1,0,0.856124187
0,1,NA,1,NA,99,NA,0,7,1,100,3,0,0,0.947813419
NA,1,56,3,3,96,67,1,1,2,1,2,0,1,0.83118332
0,65,75,3,3,51,59,1,1,5,2,2,0,1,0.971809182
0,59,53,2,2,57,51,1,4,1,6,2,1,0,0.867988251
NA,67,NA,3,NA,67,NA,1,1,5,0,4,0,1,0.925225015
NA,99,44,4,4,89,81,0,6,2,97,2,0,1,0.53114823
0,11,11,2,2,80,66,0,5,5,96,4,0,0,0.528709657
0,3,7,2,2,65,46,0,6,3,52,2,0,1,0.949754418
0,80,91,4,3,91,89,1,1,4,0,4,0,0,0.820735153
0,28,70,2,3,97,83,0,7,3,99,3,0,0,0.918460714
0,96,76,3,4,85,57,1,1,5,0,3,0,1,0.840857458
0,46,61,2,2,54,50,1,2,5,1,2,1,0,0.843905912
NA,88,92,4,3,75,95,1,1,5,0,4,0,1,0.878504529
NA,100,95,4,4,99,97,1,1,4,0,4,1,0,0.947004739
NA,46,NA,2,NA,0,NA,NA,4,1,NA,1,0,1,0.554902728
0,22,34,2,4,17,-22,1,3,4,12,2,1,1,0.845323499
NA,80,NA,3,NA,48,NA,1,2,5,11,1,0,1,1.008604774
0,60,40,3,2,0,0,NA,4,5,16,2,0,1,0.586229971
0,99,87,4,3,97,99,1,1,3,0,4,0,1,0.878504529
0,1,1,1,1,41,41,0,7,5,100,4,0,0,1.014906931
1,3,NA,1,NA,0,NA,NA,4,5,100,4,0,1,1.028871455
NA,70,38,3,2,81,83,0,6,1,100,4,0,0,1.40970672
NA,80,85,3,3,81,63,1,2,4,3,2,0,1,0.940417963
0,40,NA,3,NA,79,NA,1,1,3,4,1,0,0,0.847961717
0,99,98,4,4,99,90,1,2,5,1,4,0,1,0.812056345
0,69,55,3,3,40,79,1,2,4,0,4,0,0,1.067444486
0,83,75,3,3,97,84,1,1,4,0,4,1,0,0.822132745
0,NA,NA,3,NA,NA,NA,NA,4,1,NA,1,1,0,1.405750896
0,82,17,3,3,27,16,1,1,1,3,3,0,0,0.785173092
NA,38,NA,1,NA,5,NA,0,4,1,26,2,0,0,0.925217391
NA,59,NA,2,NA,69,NA,1,2,1,2,2,1,1,0.91308303
NA,43,20,3,3,44,50,0,6,5,68,4,0,0,0.891227375
NA,1,11,1,2,86,54,0,6,1,60,2,0,1,0.949358013
NA,56,29,2,2,23,43,1,2,3,0,1,0,1,0.826329087
0,61,52,3,2,53,92,1,2,3,4,4,0,1,0.707850111
NA,73,59,3,3,35,30,1,2,3,42,3,0,1,0.903411034
NA,50,NA,1,2,100,100,1,4,1,0,1,0,0,0.828315088
0,73,NA,3,NA,51,NA,1,2,2,8,3,1,0,0.700712818
NA,27,24,3,3,31,46,0,7,5,68,2,0,0,0.725404144
NA,72,NA,3,NA,90,NA,0,4,1,99,4,0,0,0.853810585
NA,49,55,3,3,68,61,1,1,3,4,1,0,0,0.972552681
NA,95,80,3,3,85,90,1,2,2,0,3,0,0,0.794177109
NA,70,79,3,3,90,71,1,1,4,0,2,0,0,1.153667748
0,82,86,3,4,0,0,NA,4,5,22,3,0,0,0.52603464
0,33,NA,4,NA,NA,NA,NA,4,1,0,2,0,0,0.887030369
NA,92,71,3,3,56,43,0,5,5,57,1,0,0,0.831960825
0,20,50,3,2,84,88,0,6,3,90,3,0,0,0.964232456
NA,69,44,2,3,71,82,1,1,5,17,4,0,1,0.878504529
NA,11,38,3,3,-10,22,1,2,1,6,1,1,0,1.49294654
NA,90,100,4,4,100,89,1,3,4,0,3,0,0,1.067444486
0,69,79,3,4,10,-19,0,4,5,21,4,0,1,0.441253747
0,61,60,2,2,0,0,NA,4,5,0,4,0,1,0.829415931
1,85,75,4,4,57,58,1,1,5,0,2,0,0,0.557747676
NA,100,96,4,3,90,88,1,4,3,6,2,1,0,0.97506447
NA,49,55,3,3,0,0,NA,4,1,2,2,1,0,2.99666367
0,50,53,3,3,55,59,1,4,2,3,3,0,0,0.928735583
0,75,NA,4,NA,50,NA,1,1,3,3,1,0,1,0.890535138
NA,40,48,2,3,-18,18,1,4,3,40,2,1,0,0.91322656
0,100,NA,3,NA,93,NA,1,2,3,NA,3,1,0,0.947004739
NA,10,3,2,2,68,67,0,6,4,88,4,0,0,0.937815785
0,1,2,1,1,49,43,0,7,4,91,2,1,0,1.01533422
NA,40,NA,2,NA,85,NA,0,6,2,100,3,0,1,1.004245306
0,10,6,2,2,78,89,0,6,4,95,3,0,0,0.918460714
0,20,20,2,2,56,72,0,7,1,99,3,0,0,0.918460714
NA,70,66,3,4,63,49,1,1,5,0,1,0,0,1.198936114
NA,16,NA,3,NA,70,NA,0,7,4,100,4,0,0,0.903834928
0,71,69,3,3,67,65,1,2,3,1,3,0,1,0.878871349
NA,53,55,3,3,32,49,1,3,3,0,1,0,1,0.52732798
NA,56,55,3,2,96,88,1,1,2,4,1,0,0,0.846009989
NA,75,78,3,3,NA,72,1,1,5,NA,3,0,1,0.850822173
0,98,NA,4,NA,98,NA,1,1,5,0,3,0,0,0.756263673
0,100,88,3,3,67,89,1,1,4,1,4,0,0,0.777825417
0,2,1,2,1,59,52,0,5,5,85,3,0,0,0.947813419
0,5,20,1,2,70,70,0,7,3,80,3,0,0,0.864147231
NA,91,93,4,4,96,97,1,2,4,0,4,0,0,0.820735153
0,88,81,3,3,42,38,1,4,3,2,3,1,1,0.864438646
NA,90,90,3,3,75,71,1,1,5,1,3,0,1,0.878871349
NA,6,6,1,1,39,61,0,5,3,91,4,0,0,0.918200701
NA,20,3,2,2,0,0,0,5,4,48,1,0,0,1.135030567
NA,49,41,2,2,82,48,0,7,2,94,4,0,0,0.929345078
NA,5,32,2,1,38,50,0,7,4,60,3,0,0,0.937815785
0,63,65,3,3,65,65,1,2,1,1,4,0,0,0.948575719
1,31,51,3,2,34,37,0,5,4,34,1,0,0,1.111290595
0,70,NA,3,NA,69,NA,1,1,5,1,2,0,1,0.83118332
0,41,49,2,2,68,40,0,6,3,62,1,0,0,0.894092774
0,75,95,4,3,63,34,1,2,3,2,4,0,0,0.928735583
NA,71,87,3,3,91,80,1,3,4,0,3,0,0,0.70370969
0,10,36,2,2,60,67,1,1,1,0,2,1,1,0.979991772
0,15,25,2,2,63,84,0,6,5,91,4,1,1,1.065367566
NA,19,15,2,2,55,27,0,6,1,100,3,0,0,0.947813419
NA,63,74,3,3,20,37,1,2,4,22,3,1,0,0.898896029
NA,32,30,2,2,51,58,0,6,2,93,3,0,0,0.918200701
NA,84,NA,3,NA,65,NA,1,1,3,8,2,0,0,0.873997105
NA,46,NA,3,NA,41,NA,1,3,4,5,2,1,0,1.189682383
NA,59,0,3,2,-19,76,0,6,1,84,2,0,0,0.879240618
1,72,84,4,4,76,100,1,1,5,0,3,0,1,0.925225015
0,51,NA,2,NA,64,NA,1,6,2,47,2,0,0,0.556792702
0,38,1,2,3,12,0,1,4,1,100,3,0,0,0.872859604
0,100,88,4,3,96,94,1,7,1,1,3,1,0,0.839695575
0,70,NA,2,NA,60,NA,1,1,4,0,2,0,1,0.83118332
NA,72,81,3,3,54,56,1,2,2,7,2,0,1,0.915805222
NA,32,NA,1,NA,0,NA,NA,2,1,14,2,0,0,1.181031347
NA,3,20,1,1,88,84,0,7,4,100,3,0,0,0.918200701
NA,68,NA,2,NA,NA,NA,1,1,1,NA,4,1,1,0.884572728
0,72,54,1,2,0,0,NA,4,1,NA,2,0,0,0.885135579
NA,60,NA,3,NA,39,NA,0,4,2,69,3,0,0,1.219719034
1,15,NA,3,NA,89,NA,0,7,5,89,4,0,1,1.016821451
0,31,23,3,2,59,69,0,6,2,99,2,0,0,1.032331791
0,51,NA,3,NA,10,NA,0,4,2,38,3,0,0,0.918200701
0,35,28,3,3,98,93,0,7,2,100,2,0,1,0.949754418
0,2,6,1,2,78,80,0,6,4,98,4,0,0,0.931300814
0,56,79,3,3,22,22,1,4,5,53,4,0,1,0.901899606
0,91,66,3,3,45,65,1,1,4,7,4,0,1,0.834849056
NA,22,38,2,2,48,55,0,6,2,69,4,0,0,0.998749814
NA,35,35,2,2,34,53,0,6,3,70,1,0,1,1.11917496
0,40,61,3,3,71,65,1,2,3,0,3,0,0,0.756263673
1,1,1,1,1,0,0,NA,4,5,50,3,0,0,0.937815785
0,88,NA,3,NA,91,NA,1,2,5,3,3,0,0,0.756263673
NA,52,29,1,2,63,63,0,6,4,92,2,1,1,1.043337397
0,60,NA,3,NA,0,NA,NA,4,2,40,3,0,0,1.454758953
NA,88,NA,2,NA,19,NA,1,4,0,35,2,0,0,0.778591501
NA,80,NA,3,NA,-1,NA,0,4,2,83,2,1,0,1.685699624
NA,82,NA,4,NA,0,NA,NA,1,2,51,2,1,0,1.922195051
0,99,NA,4,NA,5,NA,1,1,0,100,2,0,0,0.809709592
0,3,1,1,1,NA,99,0,7,1,99,1,0,0,1.100316825
NA,32,27,2,2,100,98,0,4,5,100,2,0,0,0.925217391
0,99,NA,3,NA,54,NA,1,1,1,53,3,0,0,0.907217485
0,3,NA,1,NA,0,NA,NA,4,2,1,2,0,0,1.032331791
NA,NA,NA,3,NA,NA,NA,NA,4,3,NA,2,0,0,0.868477497
NA,38,40,2,3,0,0,NA,4,4,4,2,0,0,0.894727256
0,34,82,2,3,0,NA,NA,4,1,5,3,1,0,0.836178907
NA,71,NA,3,NA,-5,NA,1,7,0,77,1,1,1,0.9814
NA,65,83,3,3,23,-3,1,4,2,18,1,0,0,1.198936114
NA,100,NA,3,NA,79,NA,1,4,1,1,1,1,0,1.974746164
0,100,100,4,4,0,0,0,1,1,62,2,1,0,1.971856773
0,40,71,3,3,88,85,1,1,5,0,3,0,0,0.872859604
0,50,40,2,3,0,10,0,5,1,50,1,1,0,1.826472767
0,100,100,4,4,87,93,1,1,0,9,1,0,0,2.898623184
NA,99,96,3,3,59,46,1,1,0,12,3,1,0,0.799438167
NA,60,7,3,3,68,74,1,4,1,1,3,1,0,0.947004739
NA,NA,NA,3,NA,NA,NA,NA,4,0,NA,2,1,0,2.403675882
NA,99,97,4,4,93,59,1,1,3,0,3,0,1,0.878504529
NA,75,10,2,2,5,50,1,4,2,30,4,0,0,0.553679976
NA,51,49,2,2,59,52,1,4,3,0,2,1,1,0.87910868
NA,55,NA,3,NA,18,NA,0,4,1,82,2,0,0,0.811869172
NA,77,79,3,3,67,72,1,3,5,3,2,0,1,0.963694012
NA,61,70,3,3,0,0,NA,1,4,1,2,0,1,0.940417963
NA,59,40,3,3,50,41,0,7,3,7,4,1,1,0.597485484
NA,65,NA,2,NA,0,NA,0,6,1,46,1,0,0,0.828315088
NA,47,39,3,2,0,0,NA,3,4,41,2,0,1,0.811925433
NA,69,48,4,4,-9,-6,0,6,3,63,1,0,1,0.966603174
NA,15,NA,2,NA,95,NA,0,7,4,100,3,0,1,1.057211478
NA,62,52,3,3,58,85,1,3,4,2,4,0,0,0.800370431
NA,51,31,3,3,59,61,0,4,2,56,4,0,0,1.014906931
NA,69,88,3,3,100,67,1,2,3,0,4,1,0,1.188619934
NA,56,34,3,3,76,94,1,1,2,0,2,0,1,0.963694012
NA,41,41,3,3,20,14,0,5,2,56,4,0,0,0.982845485
NA,50,49,2,3,100,69,1,2,4,0,2,1,1,0.979991772
NA,59,38,3,3,19,-76,0,5,1,50,1,1,0,1.041188555
NA,11,2,2,2,55,59,0,6,2,94,3,0,0,0.929345078
NA,100,95,3,4,0,-17,0,1,3,100,1,0,0,0.828315088
0,50,48,3,3,72,70,1,2,5,0,2,1,0,0.579906477
NA,40,51,2,3,50,34,0,7,2,85,3,0,0,0.998749814
NA,30,27,2,2,68,48,0,7,4,95,4,0,1,0.927898916
NA,50,NA,3,NA,40,NA,1,2,3,40,1,0,0,0.528595361
NA,0,28,3,3,51,58,1,2,3,0,1,1,0,0.767664718
NA,39,69,2,3,0,0,NA,4,4,34,2,0,1,0.926658118
NA,4,NA,1,NA,8,NA,1,3,5,50,2,0,0,1.020612623
NA,5,12,2,2,80,69,0,7,5,95,4,0,0,0.969135818
NA,93,NA,3,NA,68,NA,1,2,1,0,3,1,0,0.700712818
NA,70,75,3,3,66,62,1,2,5,1,2,0,1,0.915805222
NA,25,NA,2,NA,0,NA,NA,4,5,96,4,0,0,0.931300814
NA,87,72,3,3,0,0,NA,4,5,3,4,0,0,0.920449438
NA,NA,63,2,3,NA,84,1,2,1,NA,3,1,0,0.925063359
NA,21,3,2,2,49,30,0,6,5,91,4,0,0,0.901789007
0,2,37,2,3,84,56,1,2,4,2,2,1,0,1.097580271
NA,4,NA,2,NA,57,NA,0,4,3,91,2,0,1,0.811925433
NA,51,85,4,3,86,93,1,4,3,5,3,0,0,0.775776629
NA,59,NA,3,NA,33,NA,1,3,2,15,1,1,0,0.964969637
NA,20,35,2,2,14,0,1,6,2,0,4,1,0,0.996568021
NA,70,NA,4,NA,80,NA,1,2,5,0,2,0,1,0.83118332
NA,100,90,4,4,100,100,1,1,5,0,4,0,0,0.835914461
NA,20,22,2,2,94,86,0,6,2,79,4,0,0,0.920393544
NA,19,44,1,3,19,5,1,2,2,19,3,0,1,0.858508568
NA,72,61,2,3,93,78,0,7,2,0,2,1,0,0.824353253
NA,25,NA,1,NA,67,NA,0,5,4,60,2,0,1,0.949754418
NA,50,51,2,3,18,32,1,1,5,0,4,1,0,0.532167424
NA,2,21,2,2,91,86,0,6,2,100,3,0,0,1.40970672
NA,88,NA,3,NA,46,NA,1,1,5,15,2,0,1,0.83118332
NA,2,NA,1,NA,49,NA,0,7,5,98,4,1,1,0.817833333
NA,1,10,2,2,NA,0,NA,4,3,10,2,1,0,0.892067794
NA,NA,95,2,4,NA,3,0,1,0,NA,3,1,0,0.890028375
NA,63,NA,1,NA,97,NA,1,4,2,2,2,1,0,0.990324974
NA,50,60,3,3,68,80,1,4,4,5,2,1,0,0.924089735
NA,15,11,2,2,NA,NA,NA,4,1,NA,1,1,0,2.592515707
NA,61,NA,3,NA,65,NA,1,4,2,2,2,0,0,0.790949236
NA,91,85,4,4,75,97,1,1,4,0,4,0,0,0.76871563
NA,69,58,3,3,86,91,1,2,4,0,4,1,1,0.840225884
NA,26,30,2,2,41,64,0,7,5,99,4,0,0,0.969135818
NA,95,100,4,4,0,0,NA,3,5,0,4,0,1,0.576518391
NA,9,6,1,2,56,80,0,7,3,69,3,0,0,0.804096246
NA,16,15,2,2,30,21,0,5,5,50,1,0,1,1.017572973
NA,100,100,4,4,19,65,1,4,5,0,4,1,0,1.202705863
NA,65,NA,2,2,0,NA,NA,1,2,8,1,1,0,2.592515707
NA,78,NA,1,4,0,0,NA,3,0,72,3,0,1,0.914362713
NA,65,76,3,3,63,69,1,1,4,0,4,0,1,0.92290621
NA,4,0,1,1,69,70,0,6,4,100,3,0,0,0.907469147
NA,69,10,3,2,2,0,1,4,3,10,4,0,0,0.820748427
NA,15,NA,2,NA,80,NA,0,4,1,65,3,0,0,0.918200701
NA,30,NA,3,NA,25,NA,0,7,4,97,4,0,0,0.88878483
NA,36,20,3,2,55,66,0,7,2,91,4,0,0,0.955160472
NA,3,6,1,1,70,33,1,4,1,0,4,1,0,0.603505879
NA,90,70,4,3,80,66,1,1,3,0,4,0,0,0.901197583
NA,20,30,3,2,71,50,0,7,2,99,4,0,0,1.044323676
NA,43,29,2,2,22,24,0,4,3,67,4,0,1,1.054561887
NA,31,21,2,2,53,58,0,7,5,100,4,0,1,0.985613179
NA,61,93,3,3,2,37,1,4,1,31,4,1,0,1.205428866
NA,51,NA,3,NA,100,NA,1,7,2,2,2,1,0,1.288012252
NA,14,39,2,2,36,49,0,4,5,87,4,0,0,1.014906931
NA,29,NA,2,NA,59,NA,0,7,3,58,4,0,0,0.903834928
NA,26,1,2,1,0,0,NA,6,4,90,4,0,0,0.920393544
NA,15,10,2,2,99,96,0,7,5,100,4,0,0,0.88878483
NA,25,13,2,3,4,49,1,4,1,18,3,0,0,0.813321963
NA,96,51,4,4,99,99,1,1,2,0,4,0,1,0.862565331
NA,6,10,2,1,62,50,0,7,4,90,4,0,0,0.901789007
NA,10,1,2,2,73,58,0,6,5,94,4,0,1,1.054561887
NA,0,0,1,1,75,60,0,7,5,100,4,0,0,0.968522264
NA,70,60,3,3,75,85,1,1,5,1,2,0,1,0.83118332
NA,14,9,2,1,45,51,0,4,4,81,4,0,0,0.878375502
NA,22,27,2,2,78,86,0,7,5,99,4,0,0,0.88878483
NA,90,60,3,3,55,59,1,3,5,10,4,1,1,0.957970449
NA,0,0,1,1,84,61,0,7,4,95,4,1,0,0.767556125
NA,18,NA,2,NA,51,NA,1,1,2,32,3,0,0,0.738988461
NA,86,68,3,3,13,42,1,1,5,3,4,0,1,0.971557222
NA,1,2,2,1,75,25,0,6,5,95,4,0,0,0.955160472
NA,8,19,2,1,0,0,NA,4,3,88,3,0,0,0.918200701
NA,58,70,3,3,73,72,1,5,2,6,3,1,1,0.878318066
NA,21,20,2,2,69,73,0,7,5,31,4,0,0,0.49196877
NA,17,NA,1,NA,0,NA,NA,4,0,11,2,0,0,0.790949236
NA,29,2,2,2,60,68,0,6,5,99,4,0,1,1.057211478
NA,5,21,1,2,87,88,0,7,3,100,4,0,0,0.982845485
NA,10,7,2,2,76,72,0,7,5,95,4,0,1,1.016821451
NA,73,53,3,3,0,0,NA,4,1,19,2,0,0,0.831125724
NA,91,94,3,4,90,80,1,1,5,0,4,0,0,0.888201936
NA,55,28,3,2,65,71,1,2,3,1,2,0,0,0.831125724
NA,9,23,2,2,70,72,0,7,1,99,4,0,0,0.918200701
NA,41,20,3,2,98,88,0,7,1,100,3,0,0,0.801719343
NA,31,54,2,2,0,NA,NA,5,2,61,2,1,1,0.891927589
NA,60,NA,3,3,0,NA,NA,4,2,40,4,0,0,0.835914461
NA,8,NA,1,NA,96,NA,0,6,4,99,4,0,1,1.055002221
NA,0,0,1,1,70,72,0,7,3,100,4,0,0,1.036587905
NA,41,34,2,3,64,44,1,3,2,2,2,1,0,0.969611623
NA,35,35,2,2,46,51,0,5,5,91,4,0,0,0.834518064
NA,14,1,2,2,29,14,0,4,5,70,4,0,0,0.937815785
NA,NA,46,3,3,NA,0,NA,4,1,NA,3,0,1,0.878871349
NA,71,75,4,4,66,59,1,2,5,0,3,0,1,0.925225015
NA,78,97,4,3,-2,25,1,5,1,85,3,0,0,0.810266114
NA,90,NA,3,NA,0,NA,NA,2,4,1,4,0,1,0.862565331
NA,1,3,1,1,71,69,0,6,5,100,4,0,0,0.88878483
NA,75,95,3,4,0,0,NA,1,5,0,3,1,1,0.582618779
NA,50,NA,3,NA,50,NA,1,2,3,10,4,0,0,0.800370431
NA,1,2,1,1,27,46,0,5,5,55,3,0,1,1.004245306
