totalfakebinary18_presurvey,pol_therm_media,pol_therm_media_w2,massmedia_trust,massmedia_trustw2,affect_merged_leanersw1,affect_merged_leaners,lean_Dem,ideology,polknow,pol_therm_trump,agecat,nonwhite,college,weight
NA,78,88,4,3,77,34,1,2,5,2,3,0,1,0.900423073
NA,32,52,4,3,-13,NA,1,4,2,68,3,1,0,0.684477834
NA,87,90,4,4,82,20,1,4,5,2,4,0,0,0.847608113
NA,89,89,3,3,43,56,1,4,4,0,4,0,0,0.875901333
NA,71,100,3,4,63,78,1,2,5,0,3,0,1,0.900423073
NA,5,10,2,2,15,55,0,7,5,65,3,0,1,1.105708953
NA,48,NA,2,NA,72,NA,1,6,1,0,1,1,0,1.08085169
NA,2,0,1,1,0,0,NA,7,5,91,4,0,0,0.88878483
NA,70,53,3,2,1,-1,1,4,2,5,1,0,1,0.826329087
NA,88,53,3,3,0,0,NA,3,4,0,4,0,0,0.777825417
NA,6,19,3,2,42,8,0,7,3,7,3,0,1,0.547634887
NA,100,86,3,3,100,89,1,1,5,0,3,0,1,0.925225015
NA,91,95,4,4,85,86,1,2,5,0,3,0,0,0.86188071
NA,NA,NA,3,NA,NA,NA,1,3,2,5,1,0,0,0.91529957
NA,36,33,3,3,0,0,NA,5,2,50,3,0,0,0.687405271
NA,20,10,2,2,80,70,0,6,4,95,3,0,1,0.903411034
NA,0,0,2,2,0,0,NA,4,5,100,1,0,1,1.200399537
NA,70,71,3,3,79,86,1,2,5,1,4,0,1,0.92329157
NA,61,82,2,3,70,73,1,1,3,0,2,1,0,0.990324974
NA,1,2,1,1,40,15,0,6,5,100,3,0,1,1.057211478
NA,59,66,3,3,60,58,1,1,4,0,2,0,1,0.83118332
NA,27,22,2,2,29,21,0,4,4,50,1,0,0,0.894092774
NA,11,3,2,1,73,84,0,7,5,90,3,0,0,0.964232456
NA,1,7,1,2,94,94,0,7,5,97,4,0,0,1.014906931
NA,40,31,2,2,18,20,0,5,4,65,4,1,0,0.381575386
NA,50,56,3,3,0,0,NA,4,1,21,4,0,0,0.835914461
NA,3,23,1,1,52,66,0,5,5,100,4,0,0,1.014906931
NA,75,65,3,3,64,39,1,3,4,5,4,0,0,0.76871563
NA,91,91,4,3,77,85,1,2,5,1,3,0,1,0.925225015
NA,85,90,3,3,84,80,1,1,4,5,4,1,1,0.523413333
NA,72,60,3,3,71,80,1,2,2,0,2,1,1,0.917533133
NA,60,71,3,3,NA,53,1,2,2,1,4,0,1,0.971557222
NA,71,60,3,3,16,7,1,4,2,5,4,1,1,0.884942082
NA,3,7,2,1,0,0,NA,4,5,95,2,1,1,1.135818724
NA,62,62,3,3,43,53,1,2,5,15,4,0,1,0.878504529
NA,40,NA,2,NA,50,NA,0,7,2,100,2,0,0,0.938565981
NA,83,NA,3,NA,79,NA,1,2,5,0,3,0,1,0.925225015
NA,51,50,3,3,100,100,1,1,5,0,3,0,1,0.850822173
NA,10,16,1,1,62,50,0,6,5,97,4,0,0,0.931300814
NA,1,11,2,1,51,50,0,7,3,100,3,0,0,0.947813419
NA,88,NA,4,NA,37,NA,1,1,3,71,3,1,0,0.926568969
NA,15,3,2,2,0,0,NA,6,1,75,4,0,0,0.903834928
NA,55,NA,3,NA,40,NA,0,5,0,6,3,0,0,0.785173092
NA,75,52,2,2,0,0,NA,5,2,24,3,0,0,0.826230937
NA,100,99,4,4,99,96,1,2,3,1,3,0,0,0.874061937
NA,5,3,1,1,0,0,NA,4,3,11,3,0,0,0.918460714
NA,40,46,2,3,55,15,0,6,5,81,3,0,1,1.174872405
NA,69,74,3,3,69,69,1,1,5,0,3,0,1,0.967667874
NA,89,86,4,3,98,89,1,1,5,1,4,0,1,0.924838848
NA,98,85,3,3,55,24,1,2,5,16,4,0,0,0.777825417
NA,3,7,2,2,63,49,0,7,4,91,2,0,0,0.949688606
NA,NA,53,3,3,NA,0,NA,4,0,NA,2,0,1,0.811925433
NA,89,69,4,4,46,21,1,4,4,28,3,0,1,0.925225015
NA,41,24,2,3,60,81,0,7,2,68,2,0,1,0.949754418
NA,32,NA,3,NA,NA,NA,NA,4,1,NA,1,1,0,0.741944441
NA,36,47,2,2,32,24,0,6,3,56,2,1,1,0.896274587
0,45,24,3,2,21,52,1,4,3,30,2,0,1,0.518136182
NA,85,85,4,4,82,89,1,1,5,0,4,0,1,0.914362713
NA,3,6,2,1,62,35,0,6,3,94,3,0,0,1.280866677
NA,83,88,3,3,67,71,1,1,3,7,4,1,0,0.656385414
NA,100,97,4,4,97,75,1,1,1,3,4,0,0,0.888201936
NA,16,29,2,2,-50,-49,1,6,4,90,4,0,0,0.968522264
NA,61,50,3,3,26,55,1,4,2,14,2,0,0,0.591620768
NA,22,39,2,2,50,29,0,6,5,82,3,0,0,1.280866677
NA,21,22,2,2,55,20,0,6,3,96,4,1,0,0.74318619
NA,11,31,2,2,0,0,NA,2,1,1,3,1,0,0.828304557
NA,5,2,1,1,58,-7,0,4,5,99,2,0,0,0.938565981
NA,31,15,2,2,70,69,0,6,1,96,4,0,0,1.036587905
NA,70,66,3,3,52,32,1,2,5,7,4,0,1,0.834849056
NA,8,32,2,2,60,68,1,1,5,1,1,1,1,0.985436616
NA,10,NA,2,NA,71,NA,0,6,1,95,4,0,0,0.968522264
NA,NA,NA,3,2,NA,NA,NA,4,2,59,3,0,0,0.918460714
NA,34,34,2,2,87,95,0,6,5,93,4,0,0,0.536188932
NA,2,7,1,2,65,43,0,7,4,97,4,0,0,0.914545967
NA,1,11,2,2,43,69,0,4,4,100,4,0,0,0.903834928
NA,55,50,3,3,17,25,0,6,2,57,4,0,0,1.066633065
NA,59,50,3,3,1,74,1,4,2,5,2,1,0,1.117396849
NA,71,67,4,3,33,56,1,2,2,0,4,0,0,0.805487974
NA,40,44,2,3,41,48,1,1,3,0,2,0,0,0.546081986
NA,13,1,1,2,-47,-6,0,6,4,1,4,1,1,0.817833333
NA,1,NA,2,NA,64,NA,0,5,5,95,3,1,1,0.952210793
NA,71,85,3,3,83,87,1,1,5,1,2,0,1,0.940417963
NA,60,30,2,2,55,65,0,5,5,85,4,0,0,0.914545967
NA,58,NA,3,NA,13,NA,1,2,4,4,4,1,0,0.947004739
NA,65,NA,3,NA,61,NA,1,2,5,7,2,0,1,0.940417963
NA,50,80,3,3,40,35,1,1,5,0,3,0,1,0.992312137
NA,72,70,3,3,24,74,1,4,5,2,3,0,1,1.028196687
NA,7,NA,1,NA,78,NA,0,5,5,91,2,0,1,1.293317999
NA,70,50,3,3,52,32,1,4,4,7,4,0,0,0.76871563
NA,72,59,3,3,62,70,1,2,5,0,2,0,1,0.915805222
NA,41,30,2,2,0,0,NA,4,5,45,3,0,1,1.004245306
NA,0,1,1,1,56,46,0,7,4,100,4,0,0,1.044323676
NA,85,70,3,3,91,76,1,2,4,6,4,0,0,0.860143167
NA,25,53,2,3,0,0,NA,7,1,13,4,0,0,0.840214303
NA,88,75,3,3,-39,-35,0,4,2,11,4,0,0,0.7909966
NA,31,41,2,3,0,0,NA,4,1,61,3,0,0,0.794477911
NA,72,86,4,3,100,97,0,7,3,100,3,0,0,0.998749814
NA,87,NA,3,NA,99,NA,1,3,3,0,3,0,0,0.813321963
NA,30,69,3,3,45,38,0,4,1,86,4,0,0,1.205129155
NA,84,84,4,4,67,73,1,1,5,4,3,0,1,0.925225015
NA,53,82,3,4,84,51,1,1,5,3,1,0,1,1.128992415
NA,0,13,2,1,28,17,0,5,3,12,1,0,0,0.970314186
NA,40,63,2,3,27,8,1,4,4,15,2,1,1,0.91308303
NA,NA,100,3,4,NA,47,1,2,2,NA,4,1,0,0.803084554
NA,13,10,1,2,48,25,0,6,5,71,4,0,0,0.878375502
NA,21,10,1,1,60,59,1,1,3,0,1,1,1,0.979065914
NA,42,62,2,2,41,47,1,4,1,16,1,1,0,1.08085169
NA,3,NA,1,NA,72,NA,0,7,5,100,3,0,0,0.964232456
NA,52,52,3,3,40,43,1,3,4,1,2,0,0,0.821391691
NA,5,0,1,1,35,67,0,6,5,90,2,0,1,0.620792333
NA,57,NA,2,NA,31,NA,1,4,2,6,2,0,0,0.802360669
NA,50,NA,2,NA,81,NA,0,4,2,99,1,0,0,1.111290595
NA,3,6,2,2,56,49,0,6,5,85,3,0,1,1.003826157
NA,97,80,4,4,67,64,1,1,4,NA,4,0,1,0.834849056
NA,2,NA,1,NA,62,NA,0,6,5,92,3,0,1,1.016821451
NA,1,5,1,1,96,93,0,7,3,98,3,0,1,1.003826157
NA,20,33,2,3,84,85,0,6,3,85,4,0,1,1.003826157
NA,98,81,4,4,93,84,1,3,3,3,4,0,1,0.878504529
NA,2,44,2,2,48,86,0,6,2,60,2,0,1,1.101168206
NA,41,40,2,2,41,49,0,7,2,99,4,0,0,0.840214303
NA,12,NA,2,NA,56,NA,0,7,2,100,4,0,0,1.066633065
NA,30,19,2,3,NA,38,0,4,1,72,4,0,0,0.781826456
NA,34,1,2,2,76,81,0,7,2,96,4,0,0,0.982845485
NA,94,85,3,4,53,24,1,5,2,0,4,0,0,0.7909966
NA,30,26,2,2,74,67,0,7,5,90,4,0,0,0.914545967
NA,50,50,3,3,82,44,1,4,1,1,4,0,0,1.185938393
NA,51,50,2,2,0,0,NA,4,0,50,1,1,0,0.964969637
NA,70,71,3,3,39,25,0,4,0,70,3,0,0,0.794477911
NA,91,84,3,3,41,61,1,1,4,0,2,0,0,0.894727256
NA,24,22,2,2,58,35,0,6,5,56,2,0,1,0.518136182
NA,16,NA,2,NA,18,NA,0,5,3,74,4,0,0,0.796149828
NA,5,7,1,2,94,76,0,6,1,100,2,0,0,1.570567988
NA,29,39,4,3,0,0,NA,3,1,41,2,1,0,0.978538365
NA,0,0,1,1,0,0,NA,4,4,95,3,1,0,2.418604786
NA,91,94,4,4,-2,10,0,1,2,91,1,0,1,1.017148262
NA,25,50,3,3,0,0,NA,1,5,0,3,1,1,0.581208651
NA,30,40,2,2,-30,0,1,4,1,60,2,1,1,0.858740399
NA,16,NA,1,NA,12,NA,0,4,1,97,2,0,0,0.790949236
NA,49,48,3,3,77,66,1,2,2,6,2,0,1,0.83118332
NA,1,21,1,1,100,99,0,6,4,100,4,0,0,1.40970672
NA,49,16,2,2,68,65,0,4,5,99,3,0,1,0.858508568
NA,84,43,4,3,95,62,0,5,5,63,4,0,1,1.054561887
NA,4,4,2,2,95,99,0,6,3,99,4,0,0,0.964232456
NA,21,NA,2,NA,79,NA,0,7,4,98,4,0,0,0.920393544
NA,12,10,1,1,32,36,0,6,5,100,4,1,1,0.92473297
NA,0,0,1,1,0,0,NA,5,4,75,3,0,0,0.947813419
NA,10,12,1,1,50,31,0,7,1,89,4,0,0,0.914545967
NA,52,31,3,3,40,23,1,3,3,1,3,1,0,1.080683249
NA,38,59,3,3,39,27,0,5,2,71,4,0,0,0.982845485
NA,0,0,1,1,70,60,0,7,5,95,4,0,0,1.044323676
NA,52,56,2,3,66,90,1,1,1,0,1,1,0,1.058244908
NA,38,3,2,2,99,70,1,1,2,1,3,0,0,1.580572064
NA,78,74,3,3,12,66,1,3,2,38,3,0,1,0.576759117
NA,NA,12,3,4,41,87,0,7,0,33,3,1,0,1.025780881
NA,12,22,2,2,55,94,0,6,3,100,3,0,0,0.907469147
NA,72,68,4,4,40,87,1,4,2,6,4,0,0,0.813321963
NA,51,NA,3,NA,NA,NA,NA,4,1,22,2,0,0,0.802360669
NA,30,31,1,1,63,53,0,7,4,86,4,0,0,0.914545967
NA,76,92,3,3,95,93,1,2,2,0,2,0,0,0.831125724
NA,88,93,3,3,74,50,1,4,3,2,3,1,0,0.700712818
NA,0,12,2,1,39,89,0,6,2,100,4,0,0,0.931300814
NA,32,19,3,2,-12,49,1,6,1,85,2,0,0,0.925217391
NA,11,0,1,1,90,99,0,7,5,100,4,0,0,0.997375964
NA,30,39,3,3,50,70,0,5,4,20,2,0,1,0.55709848
NA,43,53,2,3,0,0,NA,4,1,13,2,1,0,1.07215017
NA,89,56,3,4,54,63,1,2,4,1,2,0,1,0.893685829
NA,43,51,2,2,0,0,NA,4,2,99,4,0,0,0.507001918
NA,89,95,3,3,79,72,1,2,5,2,4,0,1,0.92290621
NA,43,82,4,4,46,98,1,1,1,9,1,0,0,0.972552681
NA,32,62,3,2,30,40,0,3,2,88,2,0,0,1.02236311
NA,9,53,2,3,95,55,0,4,1,98,4,0,0,0.982845485
NA,84,71,3,3,32,13,1,3,5,30,2,0,0,1.720131305
NA,2,1,1,3,98,94,1,4,2,3,2,1,0,0.922612888
NA,23,25,2,2,0,0,NA,4,5,36,4,1,0,0.886862201
NA,84,85,3,3,66,62,1,2,5,2,3,0,1,0.924838848
NA,80,41,3,3,100,51,1,2,1,1,4,1,0,0.822132745
NA,79,91,4,3,67,73,1,1,4,4,4,0,1,0.92329157
NA,49,50,3,3,18,37,0,7,3,35,4,0,1,0.547634887
NA,74,79,3,3,75,45,1,1,3,0,2,1,0,1.733369476
NA,4,0,1,2,70,89,0,6,5,0,4,0,1,1.054561887
NA,100,NA,3,NA,NA,NA,0,3,4,NA,1,1,0,0.867893753
NA,100,92,4,4,72,70,1,2,2,3,4,0,0,0.860143167
NA,94,78,4,4,75,77,1,2,5,0,4,0,0,0.800370431
NA,98,31,3,3,84,79,1,4,5,6,4,0,0,0.800370431
NA,51,67,3,3,77,81,0,6,1,86,2,1,0,0.944123079
NA,28,27,2,2,0,0,NA,4,1,51,3,0,0,0.785173092
NA,78,50,3,3,76,57,1,2,4,9,2,1,0,0.901236648
NA,11,1,2,2,66,69,0,7,3,89,3,0,0,0.907469147
NA,81,76,3,3,NA,87,1,1,5,0,2,0,1,0.915805222
NA,65,60,3,3,9,10,0,4,2,56,3,0,1,0.858508568
NA,62,65,3,3,34,26,1,5,5,62,3,0,0,0.964232456
NA,32,46,2,2,7,36,1,4,1,11,2,0,0,0.949065768
NA,3,2,2,1,87,68,0,5,4,84,4,0,0,0.914545967
NA,69,73,3,3,10,38,1,4,5,0,4,0,0,0.860143167
NA,90,75,4,4,74,48,1,2,2,0,4,0,0,0.7909966
NA,98,99,4,4,0,0,NA,4,2,1,3,1,0,0.926568969
NA,10,1,1,1,81,65,0,7,3,100,4,0,0,1.066633065
NA,50,NA,3,3,NA,NA,NA,4,1,51,2,0,0,0.790949236
NA,2,20,2,2,96,74,0,7,2,78,2,0,1,0.949754418
NA,63,NA,3,NA,-5,NA,0,4,4,55,2,0,1,0.949754418
NA,81,68,3,4,83,71,1,4,4,1,4,0,0,0.948575719
NA,100,99,4,4,93,84,1,1,4,1,4,0,0,1.214067413
NA,1,3,1,1,40,76,0,7,5,100,4,0,0,0.903834928
NA,96,50,4,3,0,0,NA,3,2,0,4,0,0,0.569728208
NA,0,1,2,1,70,90,0,6,4,100,4,0,0,0.903834928
NA,70,60,4,4,0,0,NA,4,1,60,3,1,1,0.669305872
NA,15,16,1,4,88,73,0,7,2,91,3,0,0,0.918460714
NA,2,70,3,3,56,57,1,2,4,NA,2,0,0,0.893195306
NA,20,22,3,3,86,89,1,3,3,0,2,1,0,0.990324974
NA,46,62,3,3,0,0,NA,1,1,33,1,1,0,1.019750114
NA,0,NA,1,NA,0,NA,NA,6,5,100,2,1,0,1.971856773
NA,30,22,2,2,73,78,0,5,1,90,4,0,0,1.777286084
NA,95,95,4,4,90,75,1,3,5,1,4,0,0,0.7909966
NA,66,69,3,4,51,75,0,3,3,84,4,0,0,0.77266981
NA,3,91,3,3,98,99,1,4,1,2,4,0,0,0.7909966
NA,83,59,4,4,91,92,1,2,3,3,4,0,0,0.7909966
NA,NA,37,2,3,NA,NA,NA,4,1,45,1,1,0,0.897980193
NA,2,28,2,2,67,59,0,6,5,75,3,1,0,0.526280314
NA,95,85,4,4,65,80,1,2,5,0,4,0,0,0.860143167
NA,NA,48,2,2,33,45,1,6,1,NA,4,1,0,1.044472349
NA,50,38,2,2,12,0,1,4,1,62,4,0,0,0.498928299
NA,53,37,3,3,46,16,1,2,2,1,4,0,0,0.913946177
NA,68,55,3,2,33,57,0,7,2,88,4,0,0,0.781826456
NA,85,80,3,3,95,95,1,3,2,2,4,0,0,1.55540266
NA,2,100,2,2,97,98,0,4,1,99,2,0,0,0.938565981
NA,80,71,3,3,80,81,1,1,3,0,2,0,0,0.894727256
NA,100,61,4,2,-12,10,1,1,2,53,3,1,0,1.675520884
NA,39,50,2,2,0,0,NA,4,2,10,2,1,1,1.158599565
NA,48,NA,3,NA,68,NA,1,1,5,0,1,1,0,1.106488181
NA,31,35,2,2,0,0,NA,4,4,60,2,0,0,0.938565981
NA,1,6,2,1,44,5,1,1,1,4,1,1,0,1.156750923
NA,60,50,3,3,49,44,1,3,3,5,4,0,0,0.892770738
NA,0,NA,2,NA,69,NA,0,6,5,100,3,0,0,0.9562107
NA,13,38,2,1,33,26,0,6,2,90,4,0,0,0.982845485
NA,25,11,1,1,60,56,0,6,3,75,4,0,0,0.903834928
NA,46,40,3,2,83,94,0,6,1,76,4,0,0,0.914545967
NA,20,20,2,2,65,60,0,6,4,95,4,0,0,0.914545967
NA,40,31,3,2,0,0,NA,1,5,0,1,0,1,0.979452731
NA,5,30,2,2,47,60,0,6,5,75,2,1,0,1.003442762
NA,53,50,2,1,12,-12,0,7,1,63,2,1,0,0.794503613
NA,52,NA,3,4,79,NA,1,1,2,6,4,0,0,0.7909966
NA,99,99,4,4,0,0,NA,7,2,4,4,0,0,0.77266981
NA,66,NA,3,3,62,NA,1,4,4,42,4,0,0,0.7909966
NA,NA,45,1,3,NA,0,NA,4,0,9,4,0,0,0.77266981
NA,2,80,4,4,90,69,1,2,2,0,2,0,1,0.963694012
NA,0,1,1,1,44,85,0,7,3,99,4,0,0,0.968522264
NA,71,50,3,3,0,0,NA,4,1,50,2,1,0,0.695770949
NA,21,20,2,2,94,88,0,4,4,100,4,0,0,0.914545967
NA,100,93,3,3,34,23,1,6,1,77,2,0,0,0.760552127
NA,87,70,4,4,69,66,1,1,3,2,2,0,1,0.940417963
NA,48,51,2,2,NA,NA,NA,4,2,29,1,0,1,0.869539039
NA,55,80,3,3,80,80,1,2,5,0,4,1,0,0.853691947
NA,68,NA,2,NA,30,NA,0,6,3,89,1,1,0,0.917163317
NA,20,21,2,2,48,51,0,7,5,98,2,1,1,0.948756217
NA,90,98,4,4,94,100,1,1,4,0,3,0,1,0.878504529
NA,0,1,1,1,0,0,NA,5,3,100,2,1,1,0.90123342
NA,15,10,1,2,80,85,0,7,4,100,4,0,0,0.903834928
NA,10,26,2,2,4,69,0,5,5,99,4,0,0,0.903834928
NA,88,75,4,4,81,86,1,1,3,3,4,0,0,0.800370431
NA,69,76,3,3,79,83,1,4,2,4,1,1,0,0.964969637
NA,98,0,2,2,95,50,0,6,5,95,4,0,0,0.914545967
NA,69,84,3,3,45,69,1,4,3,5,4,0,1,0.914362713
0,60,NA,3,NA,80,NA,1,1,3,1,1,1,1,0.871784204
NA,0,0,1,1,0,0,NA,3,5,82,3,1,1,0.913902622
NA,0,20,2,2,39,59,0,7,2,100,4,0,0,0.914545967
NA,86,71,3,3,0,0,NA,4,5,7,4,1,0,0.919896677
NA,65,47,2,2,97,90,1,3,1,3,2,1,0,0.830723447
NA,12,14,1,2,94,94,0,4,2,98,3,1,0,0.538763045
NA,40,46,2,3,69,72,0,7,3,62,1,0,0,1.045870135
0,21,1,1,1,97,87,1,3,5,0,1,1,0,1.293243077
NA,41,50,3,3,10,11,1,4,2,39,3,1,0,0.835882957
NA,67,30,3,2,27,1,1,5,3,12,4,1,0,0.569578441
NA,12,18,2,2,61,70,0,4,1,92,4,0,0,1.066633065
NA,72,61,4,4,59,10,1,2,3,4,4,1,0,0.759795122
NA,15,47,3,3,69,66,0,7,2,87,4,0,0,0.903834928
NA,3,3,1,2,77,74,0,4,2,90,4,0,0,0.920393544
NA,NA,NA,1,NA,63,NA,1,4,2,NA,3,1,0,0.926568969
NA,12,15,2,2,0,0,NA,7,0,93,1,1,0,0.867893753
NA,60,53,3,3,0,0,NA,1,4,0,2,0,0,0.725404144
NA,76,67,3,3,39,20,1,5,1,4,2,0,1,0.811925433
NA,11,19,2,2,38,68,0,6,4,87,4,0,0,0.920393544
NA,85,78,3,3,83,94,1,2,5,4,2,0,1,0.870259064
NA,47,66,3,1,NA,0,NA,4,0,71,2,1,0,0.948363625
NA,56,63,2,4,0,0,NA,4,0,8,2,1,0,0.948363625
NA,23,NA,2,NA,0,NA,NA,7,2,66,2,0,0,1.010739837
NA,50,31,2,3,16,0,0,7,1,81,3,1,0,2.418604786
NA,100,79,3,4,98,93,1,1,5,2,4,0,0,0.933470374
NA,51,50,3,3,57,20,1,2,3,0,1,0,1,0.979452731
NA,58,35,2,3,0,0,NA,NA,2,9,3,1,0,0.728131617
NA,52,54,3,3,61,62,1,2,4,2,1,0,1,0.890535138
NA,1,15,1,2,0,0,NA,4,4,50,4,0,0,1.000851606
NA,15,5,2,1,44,10,0,6,5,41,2,0,1,1.074571751
NA,NA,7,2,2,49,44,0,6,4,72,3,0,0,0.907469147
NA,45,4,1,2,81,68,0,4,2,99,4,0,0,1.185938393
NA,99,89,4,3,92,92,1,3,2,1,4,1,0,0.641177462
NA,10,41,2,3,70,82,0,6,4,86,4,0,0,0.903834928
NA,88,90,4,4,90,75,1,2,5,2,3,1,1,0.669305872
0,100,98,4,4,0,-1,1,1,0,100,2,1,1,0.948360229
NA,41,31,2,2,36,41,0,5,5,51,4,1,1,0.611600898
NA,32,3,2,2,0,0,NA,4,2,12,1,0,1,0.869902116
NA,39,29,2,2,NA,NA,NA,4,2,0,2,1,0,0.948363625
NA,47,3,2,1,0,0,NA,4,2,2,2,0,0,1.342646131
NA,51,NA,3,NA,NA,NA,NA,4,1,60,2,0,0,0.887030369
NA,71,95,3,3,89,82,1,2,2,2,4,1,1,0.523413333
NA,50,29,2,1,0,NA,NA,3,3,71,2,0,0,0.751644643
NA,72,62,3,3,-65,-55,1,4,3,85,4,1,0,0.955124474
NA,0,2,1,2,91,78,0,7,5,100,4,0,0,0.914545967
NA,47,NA,3,3,39,NA,1,4,2,3,4,0,0,0.813321963
NA,41,30,3,3,48,74,0,4,2,100,2,0,0,1.112716896
NA,90,95,3,4,64,84,1,2,5,3,4,1,1,0.925617589
NA,50,76,3,3,0,0,NA,4,5,17,3,1,1,0.669305872
NA,81,73,3,3,61,47,1,4,3,8,4,0,0,0.77266981
NA,29,35,2,3,-4,5,0,4,2,50,1,1,1,0.978657275
NA,1,13,2,2,60,32,0,7,2,89,4,0,0,0.903834928
NA,35,57,2,2,NA,10,1,4,2,2,2,1,0,0.948363625
NA,NA,NA,3,NA,38,NA,1,3,2,NA,4,0,0,0.781826456
NA,50,2,2,2,76,58,0,5,4,96,4,0,0,0.931300814
NA,81,NA,3,NA,86,NA,1,3,4,0,4,0,0,0.7909966
NA,6,NA,2,NA,54,NA,0,7,5,100,3,1,1,0.92473297
NA,50,NA,4,NA,-7,NA,1,1,1,50,2,1,0,1.054226722
NA,51,50,2,2,0,0,NA,4,4,100,2,0,0,0.887030369
NA,99,100,2,4,98,100,1,1,2,0,2,1,0,0.914721248
NA,48,50,3,2,99,82,1,1,2,1,2,0,0,0.809709592
NA,98,99,4,4,84,91,1,1,3,11,2,0,0,0.855716833
NA,34,40,2,2,61,55,0,5,1,52,2,0,0,0.925217391
NA,16,29,2,2,0,0,NA,4,4,27,2,1,0,0.624461449
NA,48,67,3,3,44,76,1,1,3,0,2,1,0,0.969611623
NA,76,89,4,4,19,29,1,3,4,1,1,0,1,0.89016345
NA,3,3,1,1,0,0,NA,4,5,97,3,1,1,0.764784607
0,50,NA,3,NA,99,NA,1,1,1,1,3,1,0,0.728131617
NA,43,3,2,2,63,NA,0,4,2,99,3,1,0,0.897718338
NA,70,81,3,3,0,50,1,4,1,71,4,0,0,0.913946177
NA,0,1,1,1,94,88,0,6,5,99,4,0,0,0.903834928
NA,3,91,4,3,83,75,1,2,2,1,4,1,0,0.939547991
NA,75,19,4,4,13,-7,1,1,2,79,1,1,0,1.323917234
NA,0,0,1,1,100,96,0,7,4,100,4,0,0,0.914545967
NA,87,NA,3,NA,85,NA,1,4,2,4,3,1,0,0.839695575
NA,48,40,2,2,82,84,1,4,1,15,4,0,0,1.205129155
NA,41,55,4,3,28,27,1,1,4,1,1,0,1,0.979452731
NA,65,79,3,3,69,51,1,2,3,0,2,0,1,0.801897316
NA,5,30,3,4,0,0,NA,4,0,19,2,0,0,0.887030369
NA,70,NA,3,NA,0,NA,NA,4,3,30,2,0,0,0.873997105
NA,NA,NA,1,NA,NA,NA,NA,7,0,NA,1,0,0,0.828315088
NA,80,90,3,4,85,90,1,2,5,0,2,0,0,0.876013399
NA,11,0,2,1,80,70,0,7,5,100,4,0,0,0.931300814
NA,0,1,1,1,53,NA,0,7,4,85,2,0,0,1.02236311
NA,86,86,3,4,84,92,1,1,5,4,4,0,0,0.805487974
NA,0,0,1,1,0,0,NA,4,4,100,4,0,0,0.50211843
NA,90,76,4,3,81,77,1,1,5,0,2,0,0,1.163678285
NA,62,45,2,2,0,0,NA,4,2,40,2,0,0,0.751644643
NA,NA,73,1,3,NA,0,NA,4,0,NA,2,0,0,0.790949236
NA,91,76,3,4,73,94,1,4,2,6,4,0,0,0.815033537
NA,50,11,2,3,0,0,NA,4,5,0,4,0,0,0.815033537
NA,4,3,2,2,56,58,0,4,5,94,4,0,0,1.000851606
NA,7,28,2,2,50,31,0,6,4,80,2,1,0,1.190399292
NA,63,60,3,2,-5,0,0,6,3,72,2,0,0,1.570567988
NA,53,49,3,2,81,18,1,1,4,0,1,0,0,0.972552681
NA,1,6,2,2,0,40,0,7,5,100,4,0,0,0.920393544
NA,26,29,3,2,0,0,NA,4,2,2,4,0,0,0.580165856
NA,36,37,2,2,62,44,1,2,4,0,1,0,0,0.950019374
NA,100,NA,3,3,8,NA,1,3,0,88,2,1,0,0.952472967
NA,90,85,3,3,90,69,1,1,5,10,4,1,1,0.944517452
NA,82,71,3,3,69,79,1,1,4,2,1,0,1,0.890535138
NA,1,4,2,2,0,0,NA,5,5,100,3,0,0,0.881097164
NA,85,97,4,4,83,94,1,2,4,1,3,0,0,0.829484643
NA,22,14,3,4,33,24,1,3,3,13,2,1,0,2.460688158
NA,90,NA,3,NA,78,NA,1,4,2,6,2,1,0,0.811476215
NA,0,6,1,2,6,60,0,4,5,100,3,0,0,0.997375964
NA,69,NA,2,NA,0,NA,1,4,4,1,2,1,0,0.990324974
NA,96,88,4,4,84,87,1,4,4,1,3,0,0,0.794177109
NA,70,90,3,3,53,59,1,4,2,20,4,0,0,0.800370431
NA,100,84,3,3,NA,44,1,4,3,16,4,0,0,0.7909966
NA,53,52,3,3,0,0,NA,4,3,1,4,0,0,0.781826456
NA,61,50,3,3,-5,0,0,4,2,0,4,0,0,0.800370431
NA,61,NA,3,NA,0,NA,NA,4,5,16,2,0,0,0.645011055
NA,16,20,2,2,0,0,NA,1,5,0,2,0,1,0.542494897
NA,33,53,3,2,69,31,0,3,1,60,4,0,0,0.892770738
NA,80,66,2,3,3,24,0,4,1,89,1,1,1,0.851585626
NA,59,60,4,2,-7,-19,0,7,2,55,2,0,0,0.925217391
NA,NA,66,2,2,NA,NA,NA,2,0,NA,3,1,0,0.684477834
NA,98,42,3,3,2,0,0,4,1,6,1,1,0,1.138317856
NA,26,10,1,2,0,0,NA,4,1,13,2,0,0,0.873997105
NA,68,71,3,3,48,30,1,2,4,31,2,0,0,0.894727256
NA,48,98,3,4,-56,0,1,2,3,27,2,1,0,0.990324974
NA,41,1,1,2,0,0,NA,6,1,51,4,0,0,0.77266981
NA,9,9,2,2,49,38,0,7,4,97,4,0,0,0.914545967
NA,20,11,1,1,63,71,0,7,5,100,4,0,0,0.931300814
NA,2,20,1,1,85,66,0,7,4,100,4,0,0,0.914545967
