totalfakebinary18_pre,pol_therm_media,pol_therm_media_w2,massmedia_trust,mis_pro_r_false,mis_pro_d_false,proD_fake,proR_fake,vote_binary,vote_combined,polact_mean,massmedia_trustw2,affect_merged_leanersw1,affect_merged_leaners,lean_Dem,ideology,polknow,pol_therm_trump,agecat,nonwhite,college,weight,control_fake
1,15,9,2,4,1,0,1,1,4,3.799999952,1,69,69,0,7,5,100,3,0,1,0.687283393,0
0,NA,1,1,4,1,1,0,1,4,4,1,NA,59,0,7,3,100,4,0,0,0.386353331,0
1,15,30,2,2,1,0,0,1,4,2.599999905,3,60,50,0,6,5,45,4,0,0,2.491268429,1
0,24,25,2,3,1,1,0,1,4,1.399999976,2,55,55,0,7,3,54,4,0,0,2.032916443,0
0,14,18,2,3,2,1,0,0,2,3,2,69,34,0,6,2,81,3,0,0,0.707859625,0
0,92,85,4,1,2,1,0,1,4,4.599999905,4,-43,-8,0,6,5,6,1,0,1,1.378616015,0
0,16,5,2,4,1,0,0,1,4,3.400000095,2,72,52,0,7,3,99,1,0,1,2.083065653,1
0,3,3,1,4,1,0,0,1,4,1,2,97,96,0,7,0,100,4,0,0,2.323876607,1
NA,5,15,2,4,1,1,0,1,4,2,2,60,65,0,7,5,80,3,0,0,0.884194922,0
NA,1,4,2,4,1,0,0,1,4,4.800000191,2,56,48,0,7,4,97,3,0,0,0.884194922,1
0,1,1,2,4,4,0,0,1,4,1,2,40,68,0,4,4,90,3,1,1,4.090597278,1
1,10,30,2,4,1,0,1,1,4,3.400000095,2,65,55,0,7,5,90,4,0,0,0.386353331,0
NA,50,NA,3,3,3,0,0,0,0,NA,NA,74,NA,0,6,2,61,1,0,0,6.113270136,0
0,69,100,3,3,4,1,0,1,4,4,4,-44,-4,0,4,2,60,4,0,1,0.368062392,0
0,5,21,2,4,1,0,1,1,4,1,2,25,43,0,7,2,95,3,0,1,0.687283393,0
0,3,25,2,3,1,1,0,1,4,1,2,54,64,0,5,3,64,2,1,1,2.616480047,0
0,2,20,1,4,1,1,0,1,4,4.199999809,2,42,40,0,7,5,85,4,0,0,2.63498534,0
1,30,NA,2,4,1,0,0,0,0,NA,NA,10,NA,0,4,5,100,4,0,1,0.368062392,0
0,43,53,2,2,2,0,1,1,4,3,3,15,5,0,NA,4,39,3,0,1,0.330593383,0
0,65,69,3,2,4,1,0,1,4,3.599999905,3,80,84,0,6,1,87,4,0,0,0.883077975,0
NA,1,6,1,4,1,0,0,1,4,5,1,65,60,0,6,3,93,3,1,0,3.102615939,1
0,40,45,2,3,1,0,0,1,3,2,2,40,40,0,6,4,75,1,1,1,1.508470108,1
NA,5,13,2,2,2,1,0,0,2,1,2,0,-7,0,4,2,71,1,0,1,0.84279128,0
NA,4,3,1,4,1,0,1,1,4,4.599999905,2,85,76,0,7,3,100,2,0,0,0.815356956,0
0,1,1,2,2,1,0,1,0,1,2.200000048,2,5,1,0,7,3,3,2,1,1,0.664814666,0
NA,1,2,1,4,1,0,0,1,4,3.400000095,1,29,39,0,6,5,100,4,0,0,0.386353331,1
0,29,32,2,3,3,1,0,0,1,2,2,50,54,0,7,2,70,3,0,0,0.498891544,0
NA,50,55,3,3,3,1,0,1,3,1.399999976,2,60,59,0,7,1,53,3,0,0,1.753736047,0
0,0,0,1,4,1,0,1,1,4,4,2,40,15,0,6,4,100,4,0,0,0.883077975,0
0,70,53,3,3,4,1,0,1,3,1.799999952,3,-12,13,0,5,4,9,4,0,0,0.243957651,0
0,5,NA,2,3,3,0,0,0,0,NA,NA,78,NA,0,7,5,95,4,0,0,0.386353331,0
0,82,NA,3,2,4,0,0,0,0,NA,NA,-8,NA,0,4,1,3,3,0,0,1.408688254,0
NA,50,67,3,1,3,1,0,1,3,1.600000024,2,37,21,0,5,5,45,3,1,1,1.106601855,0
0,17,59,2,3,3,1,0,1,3,2.599999905,3,46,73,0,6,3,97,3,0,0,3.764264771,0
0,NA,NA,2,4,1,1,0,0,0,3.200000048,2,NA,NA,0,7,4,NA,4,0,0,0.884194922,0
NA,1,1,2,2,2,1,0,1,4,1.600000024,2,1,30,0,4,5,1,2,0,1,0.604435249,0
0,2,33,2,3,1,0,0,1,3,1,3,7,10,0,4,3,30,4,0,0,0.386353331,1
0,47,58,3,3,3,0,1,1,4,5,2,19,5,0,4,1,36,2,0,0,0.519881011,0
0,50,31,2,2,3,1,0,0,2,1,2,19,11,0,6,2,63,2,0,0,1.294204091,0
0,4,2,2,2,2,1,0,1,4,1.200000048,4,68,69,0,5,5,69,1,0,1,1.673222218,0
0,50,55,3,3,4,1,0,1,4,3,3,NA,0,0,4,1,1,3,0,0,0.468476168,0
NA,3,3,1,4,1,0,1,1,4,2.799999952,1,69,66,0,6,5,87,3,0,0,1.161361175,0
0,54,40,2,4,1,0,1,1,4,1.799999952,2,8,41,0,4,3,72,4,0,0,0.795426328,0
0,0,1,2,1,2,1,0,1,3,3,2,71,59,0,7,3,91,4,0,0,0.795426328,0
NA,51,NA,2,3,2,0,0,0,0,NA,NA,1,NA,0,4,4,33,2,0,0,0.912140562,0
NA,1,0,1,4,1,0,0,1,4,4.400000095,1,20,18,0,7,5,76,2,0,1,1.256583858,1
0,31,NA,2,2,2,0,0,0,0,NA,NA,98,NA,0,7,5,70,2,0,0,0.622531133,0
0,30,31,2,4,1,1,0,1,4,1,1,82,89,0,7,2,94,3,0,0,0.707859625,0
0,42,31,2,3,3,0,1,1,3,1,2,NA,19,0,4,1,94,3,0,0,0.707859625,0
0,50,50,2,1,1,0,0,1,4,1.200000048,3,86,47,0,4,5,100,3,0,0,0.707859625,1
NA,14,22,2,3,1,1,0,1,4,1,2,29,51,0,6,2,67,3,1,1,1.842248048,0
0,81,85,4,3,3,0,0,1,4,5,4,20,3,0,2,3,99,2,0,0,1.274379348,1
0,17,16,2,3,3,1,0,1,4,2.799999952,2,64,59,0,7,4,75,2,0,1,0.958043351,0
1,0,40,2,4,1,1,0,1,4,4.599999905,2,90,90,0,7,4,100,4,0,0,0.883077975,0
0,25,41,2,4,1,0,1,1,4,1.799999952,2,60,54,0,7,3,100,3,1,0,5.582756798,0
0,NA,46,2,3,3,1,0,0,2,3,3,NA,NA,0,7,1,93,3,0,0,0.992827719,0
0,20,0,2,3,1,0,1,1,4,2,2,71,46,0,4,5,81,2,0,1,1.256583858,0
0,21,32,2,1,2,1,0,1,4,1.600000024,2,66,33,0,7,5,70,4,0,1,0.368062392,0
1,3,22,2,3,1,1,0,1,4,3.200000048,2,33,50,0,7,5,94,4,0,1,0.37512272,0
0,2,7,2,3,1,0,1,1,4,1.600000024,2,83,61,0,7,4,83,4,0,1,0.368062392,0
0,31,47,2,3,4,0,0,1,4,4,2,68,70,0,6,1,84,2,0,0,1.673855686,1
NA,32,11,2,3,1,0,1,1,4,3,2,80,61,0,6,1,97,4,0,0,1.408688254,0
NA,34,15,2,2,3,1,0,1,3,1.399999976,2,58,44,0,7,2,70,2,0,0,1.198066862,0
1,1,0,1,3,1,0,1,1,4,2.799999952,1,98,100,0,7,3,100,2,0,0,0.815356956,0
0,6,7,2,3,2,1,0,1,4,3.599999905,2,79,48,0,7,5,94,4,0,0,3.319823725,0
NA,50,NA,2,1,3,0,0,0,0,NA,NA,10,NA,0,5,4,30,1,0,1,2.083065653,0
0,0,2,1,3,1,1,0,1,4,1,1,0,46,0,7,2,99,4,0,1,0.417336706,0
0,26,NA,3,2,3,0,0,0,0,NA,NA,69,NA,0,2,4,94,4,1,0,4.139065458,0
0,60,52,3,4,4,1,0,1,4,4.199999809,3,10,23,0,5,1,89,3,0,0,3.759509618,0
0,79,86,4,1,1,1,0,1,4,4.199999809,3,-36,-49,0,4,5,0,2,0,1,0.831633236,0
NA,59,58,3,2,1,1,0,1,4,3,3,-4,-11,0,4,5,2,3,0,1,0.314839139,0
0,32,36,1,4,1,0,0,1,4,4.400000095,2,85,95,0,7,5,91,4,0,0,0.386353331,1
0,16,NA,2,3,NA,0,0,0,0,NA,NA,22,NA,0,6,3,59,1,0,0,1.231607499,0
1,1,0,1,4,1,0,1,1,4,2.400000095,1,84,84,0,6,3,100,2,0,1,1.256583858,0
NA,35,28,3,3,1,0,1,1,4,1,3,10,15,0,4,4,18,4,1,0,4.173193652,0
0,5,5,2,3,1,0,0,1,4,4.599999905,1,50,62,0,4,5,100,3,0,0,0.884194922,1
0,1,NA,1,4,1,0,0,0,0,NA,NA,97,NA,0,7,4,100,4,0,0,2.096258358,0
NA,40,7,3,1,3,0,0,1,4,2.599999905,2,60,49,0,3,2,91,2,0,1,0.791655965,1
0,52,52,2,3,4,0,0,1,4,1,2,95,69,0,5,1,100,2,0,0,0.519881011,1
0,11,10,1,3,4,1,0,1,4,4.400000095,2,87,79,0,7,2,97,4,0,1,0.492430387,0
NA,6,8,1,4,1,0,0,1,4,3,1,68,65,0,6,5,92,4,0,0,0.795426328,1
0,59,21,3,1,3,0,1,1,4,2.599999905,3,0,-3,0,4,3,31,2,0,1,0.38079812,0
0,9,34,2,3,1,0,1,1,4,1.399999976,2,75,65,0,6,2,95,4,0,0,2.323876607,0
0,40,60,3,4,1,0,1,1,4,3.799999952,3,40,59,0,6,4,100,4,0,0,0.386353331,0
1,5,9,2,3,1,0,1,1,4,1.799999952,2,56,45,0,6,5,72,2,0,1,0.610859505,0
NA,20,52,2,1,1,0,0,1,4,1,2,70,52,0,6,5,100,4,0,1,0.483162167,1
0,0,0,1,2,1,0,0,1,3,1.799999952,2,60,84,0,6,4,90,3,0,1,0.687283393,1
0,0,17,2,3,1,1,0,1,4,5,2,60,49,0,7,5,79,1,0,0,1.969437601,0
0,63,62,3,3,1,1,0,1,4,1.799999952,3,54,30,0,5,3,11,4,0,0,0.425310714,0
0,17,NA,2,4,1,0,0,0,0,NA,NA,1,NA,0,5,2,41,2,0,1,0.816655646,0
NA,0,5,2,4,1,1,0,1,4,2.599999905,2,91,78,0,6,5,99,4,0,1,0.483162167,0
0,4,23,1,4,2,1,0,1,4,3.799999952,2,20,10,0,4,3,27,3,0,1,0.417336706,0
0,8,8,1,4,1,0,1,1,4,3,2,50,10,0,7,5,93,4,0,1,0.417336706,0
0,20,30,1,4,1,0,1,1,4,3.400000095,2,78,72,0,7,3,100,3,0,0,1.753736047,0
0,10,10,2,4,1,0,0,1,4,4.800000191,1,69,81,0,6,5,100,3,0,1,0.687283393,1
0,22,50,2,4,3,0,0,1,4,4.199999809,2,23,50,0,7,3,90,4,0,0,0.386353331,1
0,15,12,2,4,2,1,0,1,3,4.199999809,2,71,68,0,5,5,89,4,0,0,0.386353331,0
0,11,31,1,3,3,0,1,1,4,2,2,19,10,0,4,4,51,4,0,0,0.884194922,0
0,5,11,2,3,2,0,0,1,4,3.599999905,2,74,70,0,6,5,89,4,0,1,0.368062392,1
0,0,0,1,1,4,0,1,1,4,1.600000024,4,100,100,0,4,3,100,3,0,1,0.688152692,0
0,80,80,3,2,1,1,0,1,4,4,3,20,39,0,4,5,15,1,0,0,1.548593986,0
NA,2,NA,2,2,2,0,0,0,0,NA,NA,77,NA,0,7,4,98,2,0,0,1.673855686,0
0,38,22,2,3,1,0,0,1,4,3.799999952,2,62,42,0,7,3,97,4,0,0,0.507173013,1
0,69,51,3,1,3,1,0,1,4,1,3,-15,17,0,3,3,6,4,0,0,0.386353331,0
NA,5,10,1,4,1,0,1,1,4,3.599999905,1,30,20,0,5,5,100,2,1,0,5.034346065,0
0,15,38,2,4,4,0,0,1,4,2.200000048,3,50,33,0,4,3,98,4,0,0,2.323876607,1
0,2,21,2,4,1,0,0,0,1,1.600000024,2,29,38,0,7,3,39,3,0,0,1.236013543,1
0,3,2,1,4,1,0,1,1,4,3.799999952,2,70,95,0,6,5,94,4,0,1,0.37512272,0
0,70,76,3,1,4,1,0,1,4,2.599999905,3,-59,-40,0,4,4,1,4,0,1,0.248263989,0
0,11,15,1,1,2,0,1,0,0,2.25,2,16,62,0,6,5,95,3,0,1,0.417336706,0
NA,20,26,2,4,1,0,0,1,4,3.200000048,2,50,43,0,7,5,60,3,0,1,0.416809511,1
0,51,NA,2,1,1,0,0,0,0,NA,NA,53,NA,0,4,1,79,2,0,1,0.791655965,0
0,2,6,2,4,1,0,1,1,4,3,2,66,73,0,7,5,90,4,0,0,3.319823725,0
0,1,6,1,4,1,1,0,1,4,1,2,53,74,0,7,3,100,4,0,0,3.759509618,0
0,17,69,3,4,4,0,0,1,4,5,3,87,4,0,7,0,99,4,0,1,0.667086778,1
1,19,49,2,2,2,0,0,1,3,2,2,92,99,0,6,3,99,4,0,1,0.37512272,1
0,37,19,2,3,1,0,0,1,4,2.200000048,2,15,27,0,6,5,100,4,0,1,0.667086778,1
0,0,0,1,4,1,1,0,1,4,1.600000024,1,1,1,0,4,3,62,3,0,0,0.707859625,0
1,22,17,2,3,1,1,0,1,4,4,1,70,53,0,7,5,98,4,0,1,0.37512272,0
NA,17,9,2,3,1,1,0,1,4,3.200000048,2,85,87,0,7,4,100,3,0,0,0.707859625,0
0,90,83,3,2,3,0,0,1,4,3.200000048,3,4,1,0,4,5,6,4,0,1,0.177043404,1
0,20,31,2,4,1,1,0,1,4,1.399999976,2,70,70,0,7,3,100,1,0,0,2.145429509,0
0,10,2,1,3,1,1,0,1,4,3,2,52,48,0,6,5,100,3,1,0,4.139065458,0
0,41,59,3,3,1,0,0,1,4,3.599999905,3,69,52,0,7,5,66,2,0,0,1.294204091,1
0,1,1,1,3,1,1,0,1,4,1,2,98,89,0,7,5,95,3,0,0,0.707859625,0
0,3,2,1,4,1,0,1,1,4,5,1,73,54,0,7,4,97,4,0,0,0.707859625,0
0,31,NA,3,1,1,0,0,0,0,NA,NA,-1,NA,0,5,5,22,3,0,1,0.687283393,0
0,8,15,1,1,2,0,1,1,4,3.599999905,1,39,38,0,6,4,90,3,0,0,0.884194922,0
NA,3,32,2,4,1,0,0,1,4,4.599999905,2,88,87,0,7,5,100,4,0,1,0.667086778,1
0,93,89,4,1,1,0,0,1,4,1,4,-40,-85,0,6,5,0,2,0,1,0.293832373,1
0,39,34,2,NA,1,1,0,1,4,2.799999952,2,75,71,0,7,2,98,4,0,0,2.032916443,0
0,1,10,1,4,1,0,0,1,4,1.399999976,1,30,36,0,4,4,27,3,0,1,0.654531284,1
0,20,31,2,3,2,0,1,1,3,2.799999952,2,61,61,0,4,3,99,3,0,0,0.883077975,0
0,19,34,2,1,2,0,1,1,4,3.200000048,2,38,43,0,6,3,87,4,0,0,2.653011692,0
NA,76,NA,3,3,3,0,0,0,0,NA,NA,44,NA,0,3,3,89,2,0,1,1.256583858,0
1,25,19,2,3,1,0,1,1,4,3.599999905,2,60,48,0,6,5,85,4,0,1,0.37512272,0
0,3,29,2,3,1,1,0,1,4,3,2,44,41,0,6,4,86,4,0,0,0.386353331,0
0,0,NA,1,2,2,0,0,0,0,NA,NA,0,NA,0,6,2,15,1,0,0,1.231607499,0
0,16,8,1,4,1,0,1,1,4,3.400000095,1,58,68,0,7,1,100,3,0,0,0.707859625,0
1,25,NA,2,4,1,0,0,0,0,NA,NA,90,NA,0,7,5,91,3,0,0,3.764264771,0
0,1,11,2,4,1,1,0,1,4,2.799999952,2,49,24,0,6,5,67,4,0,1,0.492430387,0
0,22,52,2,3,3,1,0,0,2,1.200000048,2,37,12,0,4,1,83,4,0,0,0.677599693,0
NA,9,24,2,3,1,1,0,1,4,1,2,53,6,0,5,5,70,4,0,1,0.772304686,0
NA,43,NA,2,3,2,0,0,0,0,NA,NA,67,NA,0,7,2,94,2,0,0,5.509788336,0
0,18,10,2,4,1,1,0,1,4,1.799999952,1,82,64,0,7,5,100,4,0,1,0.37512272,0
0,1,5,1,4,1,1,0,1,4,2.599999905,1,99,100,0,7,4,100,4,0,1,0.772304686,0
0,0,1,1,4,1,1,0,1,4,5,1,90,74,0,7,5,100,4,0,1,0.653704457,0
0,69,68,3,4,2,0,0,1,4,2,3,94,69,0,6,3,90,4,0,0,1.408688254,1
0,20,15,2,1,2,0,1,1,4,3,2,57,30,0,7,4,75,4,0,0,0.185841614,0
0,NA,4,3,1,1,0,0,1,3,3.599999905,3,90,2,0,5,2,100,4,0,1,0.37512272,1
0,14,25,2,2,1,0,1,1,4,4.199999809,2,52,66,0,6,5,81,3,0,1,0.417336706,0
0,41,52,2,3,2,0,0,1,4,2.400000095,2,NA,9,0,5,2,30,2,0,0,0.250070385,1
0,3,16,1,3,1,0,0,1,4,3,1,63,72,0,7,3,97,2,0,1,0.816655646,1
0,39,7,2,4,1,1,0,1,4,4.199999809,2,36,58,0,7,5,100,4,0,0,0.795426328,0
0,50,41,3,1,2,0,1,1,4,4.400000095,3,-5,10,0,3,4,66,1,0,1,0.827223327,0
0,8,3,2,4,1,1,0,1,4,4.599999905,1,64,98,0,7,5,99,4,0,1,0.417336706,0
NA,58,58,3,3,3,0,1,1,4,3,3,19,3,0,7,2,58,2,1,0,0.676957816,0
0,90,95,3,1,3,1,0,1,4,1.799999952,4,26,29,0,7,3,83,3,0,1,0.654531284,0
0,60,76,4,4,4,1,0,1,4,4.599999905,3,-4,-16,0,3,1,59,4,0,1,0.248263989,0
0,34,50,2,4,1,0,0,1,4,2.200000048,2,81,91,0,7,4,94,3,0,1,0.416809511,1
NA,21,11,2,3,3,0,1,1,4,3.400000095,2,31,55,0,5,5,51,4,0,1,0.37512272,0
0,1,NA,2,4,1,0,0,0,0,NA,NA,59,NA,0,7,5,95,4,0,1,0.483162167,0
0,61,48,2,1,3,0,0,1,4,1.799999952,2,13,8,0,7,3,6,4,0,0,1.345426228,1
1,1,0,1,4,1,1,0,1,4,3.200000048,1,55,45,0,5,5,85,4,0,1,0.37512272,0
0,51,NA,2,4,4,0,0,0,0,NA,NA,18,NA,0,5,1,72,1,0,0,0.868023185,0
0,36,46,2,1,1,1,0,1,4,4.599999905,3,70,39,0,6,3,90,3,0,0,0.707859625,0
0,7,9,2,4,1,0,0,1,4,2.200000048,2,44,48,0,6,5,100,4,0,1,0.37512272,1
0,0,2,2,3,2,0,0,1,4,3.599999905,2,68,67,0,7,3,92,3,1,1,2.005764193,1
NA,1,1,1,4,4,1,0,1,4,3.799999952,1,73,98,0,7,5,100,2,0,1,0.958043351,0
0,20,23,2,3,1,1,0,1,4,2.799999952,1,49,39,0,6,1,100,4,0,0,0.70875495,0
0,12,11,2,3,4,0,1,1,4,3.799999952,2,44,40,0,7,3,98,4,0,0,2.63498534,0
0,60,NA,3,2,2,0,0,0,0,NA,NA,9,NA,0,4,5,10,4,0,0,0.25569664,0
0,47,48,3,3,2,0,0,1,4,3.799999952,3,59,40,0,6,5,70,2,0,0,1.699894839,1
0,5,NA,1,4,2,0,0,0,0,NA,NA,68,NA,0,6,2,66,2,0,1,0.238231424,0
0,9,10,2,3,2,0,0,0,2,1,2,23,32,0,4,5,22,1,0,1,0.602534761,1
NA,7,12,3,4,4,0,0,1,4,4.199999809,3,70,61,0,7,5,85,2,0,1,0.958043351,1
1,14,31,2,4,1,1,0,1,4,3.400000095,2,57,47,0,5,4,71,4,0,1,0.368062392,0
0,12,NA,1,1,3,0,0,0,0,NA,NA,39,NA,0,6,5,85,4,0,1,0.492430387,0
0,51,53,3,2,3,0,1,0,1,1,2,27,7,0,4,1,56,2,0,1,0.557950267,0
0,12,NA,2,4,4,0,0,0,0,NA,NA,29,NA,0,6,2,71,2,0,1,0.791655965,0
NA,46,50,3,2,1,0,0,1,4,2.599999905,2,1,-2,0,5,2,49,2,0,1,0.495268537,1
0,12,13,1,3,1,0,1,1,4,3,1,31,28,0,6,5,99,3,0,1,0.666244091,0
NA,40,31,2,2,1,0,1,1,3,1,2,20,29,0,4,3,60,2,0,1,0.791655965,0
0,18,37,2,3,1,0,0,1,4,5,2,45,-8,0,7,5,91,1,0,0,2.145429509,1
0,0,0,2,4,1,0,1,1,4,4.400000095,1,50,60,0,7,5,95,4,0,1,0.455433712,0
1,0,6,2,3,1,0,1,1,4,4.199999809,2,50,50,0,5,5,100,3,0,0,0.884194922,0
0,31,15,2,4,1,0,0,1,4,4.400000095,2,90,80,0,6,4,100,3,0,1,0.687283393,1
0,20,28,2,1,1,1,0,1,4,3.799999952,2,15,31,0,7,1,70,3,0,1,0.688152692,0
NA,49,41,2,1,1,1,0,1,4,3.200000048,3,59,31,0,4,1,69,2,0,0,0.622531133,0
1,12,4,2,4,1,1,0,1,4,2.599999905,1,56,76,0,7,5,94,4,0,0,0.795426328,0
NA,16,21,1,1,1,0,1,1,4,3,2,95,93,0,7,2,99,3,0,0,1.408688254,0
1,5,6,1,4,1,0,0,1,4,4.400000095,1,89,39,0,7,5,100,4,0,0,0.820545073,1
0,45,37,3,3,3,1,0,0,1,3.599999905,3,56,64,0,6,5,30,1,0,0,7.115609012,0
0,0,0,1,3,1,1,0,1,4,1.799999952,2,70,50,0,7,2,95,4,0,0,1.753736047,0
0,15,NA,2,1,3,0,0,0,0,NA,NA,90,NA,0,6,4,100,4,0,0,0.707859625,0
0,0,1,1,4,1,1,0,0,2,3.599999905,1,74,67,0,7,1,100,3,0,0,3.759509618,0
0,6,7,2,2,1,0,1,1,4,5,2,65,40,0,7,2,100,3,0,0,1.161361175,0
0,41,40,2,4,1,0,1,0,2,3,2,71,64,0,7,1,76,1,1,0,6.585362872,0
NA,30,30,2,3,1,0,1,1,4,2.599999905,2,79,75,0,6,3,95,3,0,0,1.753736047,0
0,81,NA,3,1,4,0,0,0,0,NA,NA,40,NA,0,6,3,20,4,0,0,0.584439303,0
0,3,6,2,3,2,0,1,1,4,4,1,84,80,0,6,5,90,3,0,1,0.667086778,0
1,10,27,2,4,1,0,1,1,4,3.599999905,2,37,20,0,6,5,92,4,0,0,0.386353331,0
1,36,47,2,2,1,0,1,1,4,2.200000048,2,46,53,0,6,4,79,1,0,1,0.716041033,0
NA,0,11,1,3,1,0,0,0,2,1,1,NA,-1,0,4,1,NA,3,0,0,0.498891544,1
0,19,16,1,3,1,0,1,1,4,1,2,23,34,0,6,5,50,3,0,0,0.707859625,0
0,28,NA,2,3,1,0,0,0,0,NA,NA,88,NA,0,7,3,72,1,0,0,1.231607499,0
0,65,59,3,1,2,1,0,1,4,3.799999952,3,-11,-1,0,5,5,9,1,0,1,0.575200612,0
0,31,46,2,4,3,1,0,1,4,4.400000095,3,52,74,0,7,4,78,2,0,0,0.519881011,0
0,1,16,2,2,1,1,0,1,4,3,2,89,72,0,7,5,90,3,0,1,0.654531284,0
0,46,41,2,4,1,1,0,1,4,4,2,85,76,0,4,3,100,3,0,0,0.884194922,0
NA,2,34,1,4,1,1,0,1,4,3.200000048,2,65,67,0,7,4,87,4,0,1,0.667086778,0
0,34,43,3,3,2,0,1,1,4,2,3,-1,10,0,5,2,45,3,0,0,1.267466561,0
0,22,38,2,1,1,0,0,0,2,1.799999952,2,88,59,0,4,4,98,4,0,0,2.032916443,1
0,55,58,2,3,3,0,1,1,3,3,3,35,30,0,6,1,72,2,0,0,0.815356956,0
0,39,30,2,2,NA,1,0,1,4,4,2,9,42,0,5,3,94,4,0,0,0.820545073,0
0,8,11,2,1,1,0,0,1,4,2.599999905,2,76,48,0,7,5,94,4,0,0,0.386353331,1
0,31,40,2,3,1,0,1,1,4,4.199999809,2,51,53,0,7,2,86,3,0,0,1.408688254,0
0,16,41,1,3,2,0,0,1,4,2.599999905,2,40,32,0,7,1,63,2,0,0,1.673855686,1
0,38,50,3,3,1,0,1,0,1,1,3,75,69,0,5,2,59,3,0,0,2.649660314,0
0,79,NA,3,1,1,0,0,0,0,NA,NA,21,NA,0,5,3,1,4,0,0,0.507173013,0
0,0,1,1,4,1,0,0,0,1,3,1,77,79,0,4,5,100,4,0,0,2.032916443,1
0,1,0,1,4,1,1,0,1,4,2.400000095,2,39,50,0,7,4,100,3,0,0,1.161361175,0
0,2,1,1,4,1,1,0,1,4,2.400000095,1,60,60,0,6,5,100,4,0,1,0.368062392,0
0,48,NA,3,4,2,0,0,0,0,NA,NA,50,NA,0,5,3,81,3,0,0,1.408688254,0
0,9,22,2,4,1,1,0,1,4,3.200000048,2,50,29,0,6,4,83,4,0,0,0.386353331,0
0,14,18,1,4,1,0,0,1,4,3,2,37,33,0,6,5,99,4,0,1,0.483162167,1
0,6,18,1,2,1,0,0,1,4,2,2,50,24,0,5,5,92,2,0,0,1.198066862,1
0,38,48,3,1,1,0,1,1,4,2.400000095,2,14,3,0,6,4,9,2,0,1,0.238231424,0
0,1,NA,1,1,1,0,1,0,2,3,1,100,100,0,7,1,99,1,0,0,1.231607499,0
0,50,60,2,1,2,1,0,1,4,2.400000095,2,54,39,0,6,3,90,4,0,0,0.707859625,0
NA,1,3,1,4,1,0,0,1,4,3,2,80,78,0,6,3,78,2,1,0,0.676957816,1
0,20,20,3,4,1,0,1,1,4,1,3,0,0,0,4,3,5,4,0,0,2.323876607,0
0,31,41,2,4,2,1,0,1,4,4.199999809,2,54,50,0,6,5,75,4,0,1,0.368062392,0
0,3,11,2,4,2,1,0,1,4,2.599999905,2,52,64,0,7,5,91,4,0,1,0.37512272,0
1,20,35,1,3,1,0,1,1,4,2.599999905,2,31,50,0,7,5,90,4,0,0,0.386353331,0
0,6,9,2,2,3,0,0,0,1,3,2,39,47,0,4,1,77,2,0,0,0.815356956,1
0,0,2,2,3,1,0,1,1,4,2.400000095,2,31,48,0,6,3,98,1,0,0,3.219432037,0
0,1,2,1,3,2,0,0,1,4,3.200000048,1,79,87,0,7,1,80,3,0,0,0.884194922,1
NA,9,25,2,2,3,0,1,0,2,2.400000095,2,-1,-1,0,4,3,5,1,0,0,1.231607499,0
1,2,2,1,4,1,1,0,1,3,1.399999976,1,59,61,0,6,4,93,4,1,0,0.317857399,0
0,7,20,1,4,1,0,1,1,4,3.200000048,2,64,42,0,6,5,81,4,0,0,0.795426328,0
0,5,1,2,2,1,1,0,1,4,2,1,29,21,0,6,5,35,4,0,1,0.259406256,0
0,79,79,4,1,2,1,0,1,4,1,4,6,6,0,4,4,28,4,0,0,1.753736047,0
0,6,14,2,4,1,0,1,1,4,2.400000095,2,83,42,0,7,4,95,4,0,0,0.707859625,0
0,3,NA,2,4,1,0,0,0,0,NA,NA,7,NA,0,7,5,90,3,0,0,0.884194922,0
0,70,75,4,2,1,0,1,1,4,4.400000095,3,25,45,0,5,3,75,3,0,1,0.653704457,0
0,58,47,3,3,1,0,1,1,4,2,3,54,52,0,4,4,91,3,0,0,0.707859625,0
0,6,7,2,3,2,0,1,0,2,2,2,87,93,0,6,2,97,2,0,0,0.815356956,0
0,72,NA,2,3,1,0,0,0,0,NA,NA,77,NA,0,4,2,98,2,0,0,0.519881011,0
0,82,70,3,2,2,0,0,0,2,3.200000048,4,7,31,0,2,2,68,3,1,1,1.516127261,1
0,2,3,1,4,1,0,0,1,4,3.799999952,4,90,96,0,6,1,100,3,0,0,0.884194922,1
0,6,4,1,2,1,0,0,1,4,3,1,23,15,0,7,5,83,4,0,1,0.368062392,1
1,1,0,2,4,4,0,0,1,3,1,2,58,50,0,6,5,90,4,0,1,0.37512272,1
NA,66,NA,3,1,1,0,0,0,0,NA,NA,50,NA,0,7,1,100,1,0,0,3.991950841,0
NA,35,NA,2,1,3,0,0,0,0,NA,NA,-4,NA,0,4,1,50,2,0,0,0.574654459,0
0,3,3,1,4,3,0,0,1,3,2.599999905,1,36,12,0,6,5,98,3,0,1,0.653704457,1
0,51,NA,3,2,3,1,0,0,1,1,2,7,NA,0,4,3,35,2,0,1,0.604435249,0
0,41,40,2,4,1,0,0,1,4,2.400000095,2,74,57,0,7,3,85,2,1,1,2.616480047,1
1,4,1,2,4,1,0,1,1,4,4.599999905,2,13,29,0,6,5,38,3,0,0,3.764264771,0
0,22,36,2,3,1,1,0,1,4,3,2,54,29,0,7,5,82,4,0,1,0.492430387,0
