totalfakebinary18_pre,pol_therm_media,pol_therm_media_w2,massmedia_trust,mis_pro_r_false,mis_pro_d_false,proD_fake,proR_fake,vote_binary,vote_combined,polact_mean,massmedia_trustw2,affect_merged_leanersw1,affect_merged_leaners,lean_Dem,ideology,polknow,pol_therm_trump,agecat,nonwhite,college,weight,control_fake
1,25,37,2,2,1,1,0,1,4,2.200000048,2,41,42,0,6,4,72,4,0,0,0.795426328,0
0,2,NA,1,1,3,0,0,0,0,NA,NA,72,NA,0,6,1,75,2,1,0,1.298206895,0
0,20,NA,2,3,2,0,0,0,0,NA,NA,70,NA,0,6,5,90,4,0,1,0.667086778,0
0,81,75,3,3,2,0,0,1,4,1,3,1,7,0,4,4,80,3,0,1,0.687283393,1
0,17,4,1,4,1,1,0,1,4,4.800000191,1,86,90,0,7,5,100,4,0,0,0.386353331,0
0,6,9,2,3,2,1,0,1,4,1.200000048,2,35,52,0,7,2,41,4,0,0,0.707859625,0
NA,48,36,2,3,2,0,0,1,4,2.599999905,2,59,68,0,6,5,86,4,0,1,0.37512272,1
0,6,11,2,4,1,0,1,1,4,3.799999952,2,70,50,0,7,1,90,4,0,1,0.492430387,0
NA,50,51,2,1,1,1,0,0,1,1,3,41,54,0,6,1,55,2,1,0,1.773792059,0
0,32,44,2,3,1,1,0,1,4,4,2,44,50,0,7,2,58,3,0,0,1.161361175,0
0,36,NA,2,3,1,0,0,0,0,NA,NA,64,NA,0,7,5,85,3,0,1,0.654531284,0
NA,57,NA,3,2,3,0,0,0,0,NA,NA,3,NA,0,6,0,97,2,0,0,0.815356956,0
0,7,10,1,3,1,0,0,1,4,3.400000095,2,44,44,0,6,5,65,2,0,0,0.622531133,1
NA,56,63,2,2,2,1,0,0,1,3.799999952,3,0,27,0,5,3,63,2,0,0,0.912140562,0
NA,1,30,2,3,2,0,1,1,4,3,2,44,62,0,7,3,99,3,0,0,1.753736047,0
0,0,50,2,4,1,1,0,1,4,3.400000095,2,84,81,0,6,0,92,4,0,0,4.357992717,0
0,0,0,1,2,1,1,0,1,4,3.799999952,1,59,60,0,5,4,100,2,0,0,1.294204091,0
1,6,15,2,3,1,0,0,1,4,3,2,60,57,0,6,5,89,4,0,1,0.368062392,1
0,20,20,1,3,1,0,0,1,4,3.799999952,2,50,77,0,6,3,75,4,0,0,0.386353331,1
NA,1,0,1,4,1,0,0,1,4,5,1,100,100,0,6,5,100,1,0,0,1.533280667,1
0,0,3,1,4,1,0,0,1,3,4,1,31,56,0,7,3,95,3,0,0,0.623170688,1
0,1,NA,1,4,4,0,0,0,0,NA,NA,91,NA,0,5,1,100,2,0,0,0.815356956,0
0,22,50,2,2,2,0,1,0,2,3.599999905,2,39,26,0,6,4,54,2,0,0,0.574654459,0
0,6,11,1,3,1,1,0,1,4,4,1,41,27,0,7,5,72,4,0,1,0.180439525,0
0,15,56,2,2,3,0,0,1,4,1,3,12,3,0,6,5,47,2,0,0,1.294204091,1
0,59,60,3,4,1,0,1,1,4,4,3,99,96,0,6,1,100,3,0,0,0.883077975,0
0,33,35,2,2,3,0,1,1,4,1,2,15,13,0,5,1,33,4,0,0,0.33565761,0
NA,47,55,3,2,4,0,0,1,4,1.600000024,3,70,71,0,7,5,59,3,0,1,0.688152692,1
0,8,50,2,3,3,1,0,1,4,2,2,68,75,0,7,2,94,4,0,0,2.032916443,0
1,22,31,2,3,4,0,1,1,4,3.400000095,2,84,82,0,7,3,91,4,0,0,0.386353331,0
0,16,10,2,3,1,0,0,1,4,3.799999952,2,63,40,0,7,5,100,4,0,0,0.386353331,1
1,0,10,1,4,1,1,0,1,4,2,1,70,50,0,6,2,100,4,0,0,2.032916443,0
0,35,19,2,3,2,0,0,0,2,1,2,43,29,0,6,3,60,4,0,1,0.653704457,1
0,NA,52,2,2,3,0,0,0,2,2,2,NA,48,0,5,1,NA,2,0,0,0.519881011,1
0,36,NA,2,2,3,0,0,0,0,NA,NA,19,NA,0,4,2,55,2,0,0,0.912140562,0
0,15,21,2,4,1,0,1,1,4,1.799999952,2,65,63,0,6,4,81,4,0,1,0.259406256,0
0,10,10,2,4,1,0,0,1,4,1,2,41,10,0,7,5,90,3,0,0,0.884194922,1
0,9,NA,2,4,3,0,0,0,0,NA,NA,51,NA,0,7,3,100,3,0,1,0.654531284,0
0,6,8,2,1,1,1,0,1,4,4,2,89,82,0,6,5,100,4,0,0,0.605938414,0
0,9,NA,1,1,1,0,1,1,4,1,1,-2,NA,0,3,2,2,2,1,1,0.505179609,0
NA,11,6,1,4,1,1,0,1,4,1.799999952,2,62,53,0,5,5,69,4,0,1,0.492430387,0
0,5,4,2,4,1,0,0,1,4,3.799999952,2,61,60,0,5,5,91,4,0,0,0.884194922,1
1,6,11,1,4,1,1,0,1,4,1.600000024,2,51,50,0,7,5,71,4,1,1,0.401390395,0
0,13,20,3,4,3,1,0,1,4,1.600000024,4,29,33,0,7,5,38,2,1,1,0.938688294,0
0,4,0,1,4,1,1,0,1,4,4,1,68,69,0,7,4,100,4,0,0,1.408688254,0
1,30,20,2,1,1,1,0,1,4,2.799999952,2,75,78,0,6,5,81,4,0,0,0.386353331,0
NA,60,51,3,1,1,0,1,1,4,2.200000048,3,-67,-84,0,5,3,0,4,0,1,0.248263989,0
0,2,1,1,1,1,1,0,1,4,2.400000095,1,80,70,0,7,4,74,4,0,0,2.032916443,0
0,8,NA,1,1,1,0,0,0,0,NA,NA,61,NA,0,6,2,96,1,0,0,1.969437601,0
0,15,30,2,3,1,0,1,1,4,2.799999952,2,84,70,0,6,5,84,4,0,1,0.37512272,0
0,3,40,2,3,1,1,0,1,4,4.400000095,2,85,75,0,7,4,99,4,0,1,0.37512272,0
0,1,NA,1,1,1,0,0,0,0,NA,NA,48,NA,0,6,5,90,3,0,1,0.417336706,0
0,52,39,2,2,1,0,0,1,4,2.799999952,3,30,22,0,4,5,21,2,1,0,1.170598008,1
0,10,20,1,4,1,0,0,1,4,3.599999905,2,50,70,0,7,2,90,4,0,1,0.37512272,1
1,16,18,2,2,1,1,0,1,3,3,2,32,45,0,6,4,78,2,0,1,0.885626243,0
0,7,10,1,3,2,0,1,1,4,1.200000048,2,54,27,0,6,4,53,4,0,1,0.653704457,0
0,2,13,1,1,1,0,0,1,4,3.5,2,67,68,0,6,4,88,3,0,1,0.654531284,1
0,0,6,1,4,1,0,0,1,3,2,1,63,53,0,7,5,84,2,0,1,1.007255309,1
0,20,NA,2,4,1,0,0,0,0,NA,NA,51,NA,0,6,3,98,4,0,0,0.272297504,0
1,1,1,1,4,1,1,0,1,4,4.400000095,1,58,61,0,7,5,100,4,0,0,0.884194922,0
0,0,0,2,3,1,0,1,1,4,4,1,60,49,0,6,5,100,4,0,0,2.323876607,0
0,14,20,1,3,1,0,0,0,2,1,2,46,50,0,4,4,74,3,0,0,3.759509618,1
0,70,50,2,1,4,1,0,1,4,1.600000024,4,61,70,0,7,1,99,2,0,0,0.519881011,0
0,26,NA,2,2,3,0,0,0,0,NA,NA,5,NA,0,4,1,60,1,0,0,1.533280667,0
1,5,3,2,4,1,1,0,1,4,4.800000191,2,89,100,0,7,5,100,2,0,1,0.958043351,0
0,34,NA,2,3,3,0,0,0,0,NA,NA,56,NA,0,6,1,71,1,1,0,3.169537404,0
0,5,5,1,4,2,0,1,1,4,4.599999905,1,69,69,0,6,5,90,4,0,1,0.368062392,0
0,96,100,4,4,4,0,0,1,4,4.199999809,4,NA,2,0,1,1,99,1,0,0,3.991950841,1
1,15,11,2,4,1,0,0,1,4,3.200000048,2,17,32,0,7,5,99,2,0,0,0.815356956,1
0,4,7,2,4,1,0,0,1,4,3.200000048,2,91,80,0,4,3,100,4,0,0,0.884194922,1
0,0,0,1,4,4,0,0,0,2,2.799999952,1,50,50,0,6,3,100,2,0,0,0.574654459,1
0,0,30,2,4,2,0,1,1,4,1.600000024,2,100,100,0,6,3,100,4,0,1,0.688152692,0
0,10,30,1,3,3,0,0,1,4,3.599999905,2,84,69,0,7,4,90,4,1,1,0.767615859,1
0,72,71,3,2,2,0,1,1,4,1.799999952,3,10,4,0,4,1,30,4,0,0,1.160658857,0
0,0,0,1,3,1,1,0,1,4,3.599999905,1,1,20,0,7,5,93,3,0,0,0.884194922,0
0,69,59,2,1,2,0,0,1,4,1.399999976,3,7,9,0,5,4,84,3,0,1,0.485002318,1
0,5,5,2,1,1,0,1,1,4,1.399999976,2,72,67,0,6,2,100,2,0,1,0.791655965,0
NA,46,NA,2,1,1,0,0,0,0,NA,NA,46,NA,0,5,4,99,3,0,1,0.653704457,0
0,4,10,1,2,1,1,0,1,4,3,2,83,53,0,7,1,99,3,0,0,5.863260546,0
NA,7,24,2,2,1,0,0,1,4,2.799999952,2,68,82,0,7,4,90,2,1,1,0.506867302,1
0,13,15,1,3,1,1,0,1,4,3.599999905,2,63,55,0,6,5,100,4,0,0,0.386353331,0
0,0,0,1,4,1,0,0,1,4,3.599999905,2,50,50,0,7,5,100,4,0,0,2.63498534,1
0,1,1,2,2,1,0,0,1,4,2.400000095,2,12,13,0,6,5,70,4,0,1,0.37512272,1
NA,98,99,2,4,4,0,1,1,4,5,4,0,0,0,3,2,98,3,0,0,1.408688254,0
NA,30,51,2,2,1,1,0,1,4,3.599999905,2,43,64,0,4,1,100,3,1,1,1.298395811,0
0,2,11,2,4,3,0,0,1,4,3,2,70,49,0,6,3,100,4,0,1,0.368062392,1
0,21,10,1,3,4,0,0,1,4,3.400000095,1,77,61,0,7,2,90,4,0,0,0.386353331,1
0,3,0,2,3,1,0,1,1,4,2.400000095,2,99,97,0,6,2,100,4,0,0,0.605938414,0
0,59,51,2,4,1,0,1,1,4,4.800000191,2,76,76,0,6,3,100,4,0,1,0.37512272,0
NA,84,80,3,1,2,0,0,1,4,2.799999952,4,3,-28,0,4,2,47,4,1,0,1.299477156,1
1,2,13,2,4,1,0,1,1,4,1.399999976,2,50,0,0,7,3,90,4,0,1,0.667086778,0
0,21,40,2,3,1,0,1,1,4,4,2,99,78,0,6,5,100,4,0,0,0.386353331,0
1,20,31,2,4,4,0,1,1,4,3.400000095,2,99,97,0,6,5,100,4,0,1,0.492430387,0
0,10,26,1,4,1,0,0,1,4,1.200000048,1,68,64,0,5,3,61,4,0,0,0.386353331,1
0,10,30,2,4,1,0,0,1,4,2,2,70,75,0,7,2,85,4,0,1,0.37512272,1
0,5,21,2,4,1,0,1,1,4,1.600000024,2,73,89,0,6,4,100,4,0,0,1.548631371,0
1,3,10,2,4,1,1,0,1,4,3.599999905,2,77,71,0,6,5,63,2,0,1,0.604435249,0
0,2,1,1,4,1,0,1,1,4,1.399999976,1,15,28,0,5,5,28,4,0,1,0.368062392,0
0,24,31,2,4,1,0,0,1,4,4.800000191,2,68,50,0,7,5,77,3,0,0,0.707859625,1
0,0,0,1,1,1,0,0,1,4,2.200000048,2,68,50,0,7,5,100,3,0,0,0.884194922,1
0,13,NA,2,4,1,0,0,0,0,NA,NA,29,NA,0,4,5,86,4,0,1,0.37512272,0
0,2,2,1,3,2,1,0,1,4,4.800000191,2,28,50,0,6,5,81,4,0,1,0.857408454,0
0,20,29,2,2,1,0,1,1,4,2.799999952,2,53,31,0,6,4,81,4,0,0,0.795426328,0
NA,28,NA,2,2,1,0,0,0,0,NA,NA,58,NA,0,7,3,74,1,0,0,2.794365589,0
0,10,7,1,4,1,0,0,1,4,3,1,58,50,0,6,5,82,4,0,1,0.368062392,1
0,31,9,2,2,1,0,0,1,4,4,2,67,74,0,6,5,97,4,0,0,0.386353331,1
1,0,0,1,3,1,0,0,1,4,3,1,71,71,0,6,1,90,4,0,0,2.63498534,1
NA,66,55,4,3,1,1,0,1,4,1.200000048,3,40,21,0,4,5,40,4,0,1,0.37512272,0
0,41,30,2,4,2,0,0,1,4,3.799999952,2,91,85,0,7,2,100,4,0,0,0.795426328,1
0,95,90,4,3,1,0,0,1,4,1.799999952,4,50,16,0,4,4,94,4,0,0,0.795426328,1
NA,1,3,1,3,1,0,1,1,4,2.799999952,1,79,62,0,4,1,99,4,0,0,0.507173013,0
0,1,4,2,1,1,0,0,1,4,3.799999952,2,58,63,0,6,4,94,4,1,0,0.970253359,1
NA,6,12,2,3,1,0,1,1,4,1.200000048,2,4,5,0,7,5,70,4,0,1,0.687283393,0
NA,49,51,3,2,2,0,0,1,4,2.599999905,3,34,22,0,3,4,64,2,0,0,0.250070385,1
0,35,44,3,2,2,1,0,1,4,2.799999952,2,49,42,0,5,4,58,2,0,1,0.604435249,0
NA,28,40,2,4,1,0,1,0,2,3.599999905,2,77,99,0,6,4,99,2,0,0,0.815356956,0
0,22,32,2,4,1,0,0,1,4,1.799999952,2,46,47,0,5,4,73,2,0,1,1.007255309,1
0,60,95,3,4,3,0,0,1,4,4.400000095,4,-5,13,0,5,4,85,2,0,1,1.256583858,1
1,0,25,2,4,1,1,0,1,4,3.799999952,2,85,51,0,7,5,99,4,0,1,0.688152692,0
0,54,41,2,3,1,1,0,0,2,3,2,40,66,0,7,2,97,1,0,1,1.195806838,0
0,70,72,3,3,2,1,0,1,4,3.400000095,3,61,54,0,6,4,81,3,0,0,0.340490853,0
0,21,14,2,4,1,1,0,1,4,2.799999952,2,70,38,0,6,5,81,4,0,0,0.386353331,0
NA,0,30,2,4,1,1,0,1,4,3.400000095,2,88,50,0,7,4,90,3,0,1,0.687283393,0
0,6,17,2,4,1,0,0,1,4,3.400000095,2,49,45,0,7,4,100,4,0,0,0.386353331,1
0,60,59,3,3,1,0,1,1,4,2.599999905,3,59,27,0,6,5,60,3,0,0,2.63498534,0
1,31,40,2,4,1,0,1,1,4,3.400000095,2,55,20,0,6,5,84,4,0,0,0.386353331,0
0,72,78,3,3,4,0,1,1,3,1,3,5,0,0,5,2,15,1,0,1,0.84279128,0
0,11,21,1,3,2,0,0,1,4,4.400000095,1,89,77,0,7,5,96,4,0,0,0.386353331,1
0,1,5,2,1,4,0,1,1,4,2.200000048,2,78,57,0,7,5,71,4,0,1,0.368062392,0
0,41,NA,2,2,1,0,0,0,0,NA,NA,53,NA,0,6,2,80,4,0,0,0.884194922,0
0,31,31,2,2,2,0,0,1,4,1,3,38,33,0,5,4,51,2,1,1,2.115218322,1
NA,1,0,1,4,3,0,0,1,4,5,1,0,41,0,7,5,1,4,0,1,0.368062392,1
0,50,51,3,3,2,0,1,1,4,2.799999952,2,73,66,0,4,4,94,2,0,1,0.495268537,0
1,1,3,1,3,1,1,0,1,4,4.400000095,1,82,70,0,7,5,97,4,0,1,0.368062392,0
0,1,NA,1,1,1,0,0,0,0,NA,NA,61,NA,0,7,2,100,3,0,0,1.408688254,0
1,21,20,1,4,1,1,0,1,4,1.600000024,2,57,67,0,4,4,96,4,0,0,0.795426328,0
NA,73,NA,4,3,1,0,0,0,0,NA,NA,1,NA,0,4,3,44,2,0,0,1.699894839,0
NA,13,48,2,1,3,0,1,1,4,4.400000095,2,69,81,0,7,2,98,3,0,1,0.417336706,0
0,0,3,2,3,1,0,0,1,4,3.200000048,2,30,55,0,6,4,80,3,0,1,0.460723587,1
0,21,6,2,3,1,0,1,1,4,3.200000048,2,56,59,0,6,4,65,2,0,0,1.294204091,0
0,40,42,2,3,1,0,0,1,4,4.199999809,2,44,37,0,6,4,89,4,0,1,0.37512272,1
NA,49,50,2,2,2,0,1,1,4,3,2,32,17,0,4,3,75,2,0,0,1.274379348,0
0,75,25,3,1,1,0,1,1,4,4.599999905,3,-75,-65,0,4,4,0,3,1,1,0.769991904,0
0,45,75,2,2,1,1,0,1,3,1.799999952,3,55,39,0,2,0,90,3,0,0,0.498891544,0
NA,52,59,3,1,2,0,0,1,4,5,3,-9,-1,0,4,4,20,4,0,1,0.248263989,1
0,5,21,2,4,1,0,0,1,4,3.799999952,2,28,25,0,5,5,79,4,0,0,0.795426328,1
0,14,1,1,4,1,0,1,1,4,3,1,70,71,0,6,5,70,4,0,0,0.605938414,0
1,10,15,1,3,1,1,0,1,4,5,2,74,75,0,7,5,80,4,0,1,0.37512272,0
1,0,0,1,4,1,1,0,1,4,2.799999952,1,55,50,0,7,5,100,4,0,0,0.884194922,0
0,41,NA,2,3,2,0,0,0,0,NA,NA,59,NA,0,5,2,85,2,0,1,1.256583858,0
0,5,19,2,2,1,0,0,1,4,3.599999905,2,90,41,0,4,2,100,3,0,0,0.883077975,1
0,11,31,2,1,2,0,1,1,4,5,3,25,1,0,6,2,31,4,0,1,0.37512272,0
0,2,NA,1,2,1,0,0,0,0,NA,NA,59,NA,0,6,5,85,2,0,1,1.007255309,0
1,34,11,1,4,1,1,0,1,4,2.200000048,2,75,73,0,7,5,95,4,0,1,0.654531284,0
1,10,9,2,3,1,1,0,1,4,2.599999905,2,0,0,0,4,4,95,4,0,0,0.707859625,0
0,50,70,3,3,2,1,0,1,4,4.75,3,85,85,0,6,2,100,4,0,0,0.884194922,0
1,16,22,2,4,1,0,0,1,4,4.199999809,2,58,56,0,5,4,68,4,0,1,0.37512272,1
0,3,NA,1,1,1,0,0,0,0,NA,NA,35,NA,0,7,4,80,4,0,1,0.687283393,0
0,13,7,2,4,1,0,1,1,3,2.799999952,2,35,31,0,7,2,75,2,0,0,0.519881011,0
0,30,NA,2,1,2,0,0,0,0,NA,NA,-20,NA,0,3,1,20,4,0,0,0.584439303,0
0,0,10,2,4,2,0,0,1,4,3,2,75,70,0,7,4,94,3,0,0,0.884194922,1
0,31,31,2,3,1,0,1,1,4,4.199999809,2,30,19,0,4,5,100,4,0,0,0.386353331,0
1,70,56,3,2,1,1,0,1,4,4.800000191,3,35,18,0,5,5,15,1,0,0,2.269019677,0
0,19,9,1,4,1,0,0,1,4,2.799999952,2,73,64,0,7,1,100,3,0,0,1.753736047,1
0,30,NA,3,3,1,0,0,0,0,NA,NA,90,NA,0,7,3,100,4,0,1,0.772304686,0
NA,0,NA,1,4,1,0,0,0,0,NA,NA,50,NA,0,4,4,100,3,1,0,4.139065458,0
0,30,64,2,3,1,0,1,1,4,2.200000048,2,9,10,0,6,2,90,4,0,0,3.764264771,0
0,70,49,2,1,1,0,0,1,4,3.599999905,2,88,98,0,7,4,100,2,0,0,0.815356956,1
0,13,35,2,4,1,1,0,1,4,2,2,74,55,0,6,4,85,4,0,0,0.386353331,0
NA,27,30,2,3,4,0,0,1,3,1.200000048,2,58,39,0,6,3,56,2,0,1,0.816655646,1
0,29,22,2,3,1,1,0,1,3,2.200000048,2,55,30,0,6,2,91,4,0,1,0.772304686,0
NA,30,40,3,2,2,1,0,1,3,3.599999905,3,45,30,0,5,5,60,1,0,0,6.113270136,0
NA,17,36,2,4,1,0,0,1,4,1,3,63,75,0,7,4,86,1,0,1,1.195806838,1
0,11,21,2,1,1,1,0,1,4,1.799999952,3,22,42,0,2,5,72,4,0,1,0.236866232,0
NA,21,31,2,4,2,0,1,1,4,2.799999952,2,68,77,0,7,3,89,3,0,1,0.666244091,0
0,16,32,2,3,1,1,0,1,4,3.200000048,3,88,86,0,6,3,100,3,0,0,1.408688254,0
0,19,6,2,4,1,0,0,1,4,3.599999905,1,95,22,0,7,5,100,3,0,0,0.883077975,1
0,13,35,2,2,3,1,0,1,4,2,3,-1,22,0,4,3,18,3,0,0,0.884194922,0
0,5,0,2,2,1,1,0,1,4,5,2,35,35,0,7,5,40,1,0,0,2.269019677,0
0,0,30,2,4,1,0,1,1,4,2.400000095,2,100,100,0,7,2,100,3,0,1,0.688152692,0
NA,2,11,1,4,1,1,0,1,4,3,2,89,49,0,6,2,89,4,0,0,0.884194922,0
0,0,NA,1,3,1,0,0,0,0,NA,NA,-1,NA,0,7,2,80,4,0,0,1.753736047,0
NA,14,19,2,3,1,0,0,1,4,1.799999952,2,22,11,0,4,2,41,3,0,0,0.707859625,1
0,1,14,2,3,1,0,1,1,4,4.199999809,2,69,65,0,7,5,97,4,0,1,0.688152692,0
1,31,60,3,4,3,0,0,1,4,3,3,64,46,0,6,4,85,4,0,1,0.37512272,1
0,15,30,2,3,2,0,1,1,3,2.799999952,2,0,10,0,4,3,60,2,0,0,0.912140562,0
1,6,14,2,1,2,0,1,1,4,4.800000191,2,49,59,0,6,2,100,4,0,1,0.492430387,0
0,25,46,2,4,1,0,0,1,4,3.599999905,3,50,60,0,7,3,70,3,0,0,0.884194922,1
0,3,9,1,4,3,0,0,1,4,3.599999905,1,67,77,0,7,2,98,4,0,0,0.820545073,1
0,11,5,2,4,1,1,0,1,4,5,2,95,95,0,7,5,80,4,1,1,0.401390395,0
1,12,6,2,4,2,0,0,1,4,3.200000048,2,79,50,0,7,5,100,4,0,0,0.386353331,1
NA,70,71,3,3,2,0,0,1,3,1.799999952,3,60,48,0,5,1,69,2,0,0,0.815356956,1
1,40,NA,2,3,2,0,0,0,0,NA,NA,80,NA,0,6,4,99,4,0,1,0.772304686,0
0,30,60,2,1,1,0,1,1,4,5,2,5,15,0,6,5,15,4,0,1,0.177043404,0
0,9,20,1,3,1,0,1,1,4,3.400000095,2,98,98,0,4,1,100,4,0,0,2.032916443,0
0,10,20,2,2,1,1,0,1,4,2.200000048,2,61,71,0,6,5,96,4,0,0,2.323876607,0
1,1,0,1,4,1,0,0,0,1,1.399999976,1,10,1,0,4,5,72,2,0,1,0.791655965,1
0,6,19,1,3,1,0,0,1,4,2,2,32,57,0,6,5,81,4,0,0,0.795426328,1
0,5,2,1,1,1,1,0,1,4,1,2,75,76,0,6,1,66,2,0,0,1.673855686,0
NA,NA,50,2,3,2,0,1,1,3,1,2,NA,3,0,4,4,NA,2,0,0,2.650288928,0
0,25,20,2,4,1,1,0,1,4,3.400000095,2,79,70,0,6,5,100,4,0,0,0.386353331,0
NA,17,10,2,3,1,1,0,1,4,2.400000095,4,58,40,0,5,5,91,4,0,1,0.37512272,0
0,6,5,2,2,1,0,0,1,4,4,2,79,65,0,7,5,98,4,0,1,0.368062392,1
NA,5,3,2,4,1,1,0,1,3,1,2,84,57,0,7,5,86,2,0,0,0.519881011,0
NA,30,20,2,4,2,0,0,1,4,3.799999952,2,55,60,0,7,4,85,3,0,0,0.884194922,1
NA,95,85,4,1,1,0,0,1,4,4,4,-80,-67,0,4,5,0,3,0,1,0.454858391,1
0,10,50,2,3,1,0,1,1,4,3.599999905,2,40,39,0,7,3,90,2,0,1,0.791655965,0
1,12,6,2,3,1,0,1,1,4,4.800000191,2,70,79,0,6,5,91,4,0,0,0.795426328,0
0,1,18,1,4,2,0,1,1,4,4,2,60,61,0,6,4,82,4,0,1,0.483162167,0
0,32,NA,2,1,1,0,0,0,0,NA,NA,34,NA,0,5,5,69,4,0,0,0.386353331,0
0,75,77,3,2,1,1,0,1,4,1,3,-29,-6,0,5,5,1,2,0,1,0.460832891,0
1,10,6,1,4,1,1,0,1,4,3.400000095,2,49,50,0,6,5,90,4,0,1,0.37512272,0
0,31,20,2,4,2,0,1,1,4,2.599999905,2,79,76,0,7,3,100,4,0,0,1.753736047,0
0,6,26,2,4,1,0,0,1,4,4,2,41,54,0,6,5,77,3,0,0,0.707859625,1
0,0,70,2,3,1,0,0,1,4,3.200000048,3,41,50,0,4,4,90,2,1,0,0.656234603,1
0,42,NA,2,1,1,0,0,0,0,NA,NA,62,NA,0,6,4,62,2,1,1,1.077014409,0
0,56,42,3,1,1,0,0,1,4,3,3,45,38,0,5,5,61,2,0,1,0.988297373,1
0,21,43,2,3,2,0,1,1,4,2,2,5,1,0,6,4,37,2,0,1,0.575569761,0
0,2,18,1,4,1,0,1,1,4,4.599999905,2,100,99,0,7,5,100,4,0,1,0.37512272,0
0,12,21,2,3,2,0,1,1,4,3.599999905,2,50,34,0,7,5,90,3,0,1,0.654531284,0
1,1,10,2,4,1,0,1,1,4,4.199999809,2,70,59,0,7,5,85,4,0,1,0.674347771,0
NA,5,17,1,3,1,0,0,1,4,1,2,35,30,0,6,4,60,3,0,1,0.687283393,1
1,16,41,1,3,3,0,1,1,4,1,2,40,49,0,6,5,90,4,1,0,0.660806061,0
NA,5,6,2,3,1,0,1,1,4,2.400000095,1,48,36,0,6,4,81,4,0,0,0.386353331,0
0,16,27,2,3,2,0,0,1,4,3.400000095,2,64,50,0,7,4,86,4,0,0,0.427058614,1
0,28,29,2,4,1,1,0,1,4,4.599999905,2,38,39,0,5,3,86,4,0,1,0.368062392,0
1,2,3,1,3,2,0,1,1,4,2.599999905,1,12,8,0,6,5,95,3,0,1,0.688152692,0
0,22,NA,2,2,1,0,0,0,0,NA,NA,61,NA,0,4,1,60,4,0,0,0.795426328,0
0,31,20,1,4,1,1,0,1,4,4.199999809,2,66,69,0,7,4,100,4,0,0,0.795426328,0
NA,41,9,2,1,1,1,0,1,4,1,2,16,2,0,5,4,55,4,0,0,0.707859625,0
0,58,NA,2,2,2,0,0,0,0,NA,NA,87,NA,0,7,1,65,2,0,0,0.36640632,0
1,9,40,2,1,1,0,0,1,4,3.200000048,2,22,29,0,6,4,46,4,0,1,0.368062392,1
1,2,3,1,4,1,0,1,1,4,3,1,69,58,0,7,5,99,4,0,1,0.772304686,0
0,44,74,2,3,3,0,1,1,3,3.799999952,4,6,-17,0,5,2,79,2,0,1,1.007255309,0
1,0,0,1,2,1,1,0,1,4,1,1,50,60,0,7,5,60,3,1,0,2.06581376,0
0,6,15,2,3,1,0,0,1,4,3.799999952,2,54,60,0,6,3,94,3,0,0,0.884194922,1
0,30,10,1,2,3,1,0,0,2,1.399999976,2,90,100,0,7,2,100,3,0,0,1.236013543,0
NA,41,60,4,2,4,1,0,1,3,2.599999905,3,-1,-2,0,5,3,40,3,0,0,0.932299077,0
0,5,3,1,1,3,0,1,1,4,3,2,86,98,0,7,5,91,4,0,1,0.772304686,0
NA,16,NA,2,3,2,0,0,0,0,NA,NA,18,NA,0,5,2,36,4,0,0,0.820545073,0
0,1,10,2,3,1,0,0,1,4,2,2,58,60,0,7,2,75,4,0,1,0.259406256,1
0,0,1,2,4,1,0,0,1,4,4.800000191,1,99,93,0,7,4,96,4,0,1,0.674347771,1
0,56,66,3,1,2,0,1,1,4,1.399999976,3,-53,-25,0,4,5,1,2,0,1,0.327778981,0
0,65,76,3,3,3,1,0,1,4,2.5,3,78,76,0,5,3,88,4,1,0,4.148636862,0
0,6,9,1,4,1,0,1,1,4,4.400000095,1,82,78,0,7,4,100,4,0,1,0.687283393,0
0,9,2,2,4,1,1,0,1,4,1.600000024,1,4,40,0,6,2,88,4,0,0,0.70875495,0
0,NA,0,1,4,1,0,0,1,4,2.799999952,1,48,93,0,7,3,99,4,0,1,0.772304686,1
NA,52,47,3,4,3,1,0,1,3,1.399999976,3,NA,89,0,7,1,100,2,0,0,1.274379348,0
0,10,2,3,1,1,0,1,1,4,4.400000095,3,-8,-12,0,6,3,7,1,0,1,1.378616015,0
1,1,16,2,3,1,0,0,1,4,3,2,84,65,0,7,5,93,4,0,1,0.688152692,1
0,60,NA,3,4,3,0,0,0,0,NA,NA,94,NA,0,3,1,100,4,0,1,0.687283393,0
0,81,59,3,3,3,0,1,0,2,2,3,10,5,0,4,3,72,3,0,0,0.883077975,0
0,7,9,1,4,1,1,0,1,4,2.5,2,50,43,0,7,4,75,4,0,0,0.883077975,0
1,1,1,2,3,1,0,0,1,4,3.599999905,2,65,54,0,6,5,98,3,0,1,0.417336706,1
0,18,33,2,1,1,0,0,1,4,1,2,27,23,0,6,3,70,3,0,0,0.884194922,1
0,3,1,1,4,1,1,0,1,4,4,2,48,64,0,6,3,85,4,0,0,0.884194922,0
0,31,18,2,3,2,1,0,1,4,1,2,51,67,0,7,3,76,4,0,0,0.820545073,0
1,0,0,1,3,1,0,1,1,4,4.400000095,1,42,79,0,7,5,100,3,0,1,0.687283393,0
0,33,31,3,1,3,1,0,1,4,3.400000095,2,97,77,0,7,3,100,3,0,0,1.753736047,0
NA,6,9,1,3,1,1,0,1,4,4,4,35,38,0,5,5,98,4,0,0,2.323876607,0
