totalfakebinary18_pre,pol_therm_media,misinform_soros_w2,misinform_jamal_w2,pol_therm_media_w2,massmedia_trust,mis_pro_r_false,mis_pro_d_false,proD_fake,proR_fake,vote_binary_w2,vote_combined_w2,polact_mean,massmedia_trustw2,affect_merged_leanersw1,affect_merged_leaners,lean_Dem,ideology,polknow,pol_therm_trump,agecat,nonwhite,college,weight,control_fake
0,97,NA,NA,NA,4,3,1,0,0,0,0,4,NA,88,NA,1,1,2,16,4,0,0,0.424989615,0
0,86,2,2,50,3,3,3,0,1,1,5,3.799999952,3,65,9,1,4,4,0,4,0,1,0.589454383,0
0,91,1,2,92,3,1,3,0,0,1,5,4.800000191,3,96,97,1,1,5,0,4,1,0,0.605981058,1
NA,65,NA,NA,NA,3,1,2,0,0,0,0,3.400000095,NA,28,NA,1,2,5,10,1,1,1,1.628556696,0
0,44,1,2,41,2,1,3,0,1,0,1,1,2,90,49,1,7,1,50,2,1,0,0.680875597,0
0,58,1,3,51,3,1,3,0,0,1,5,2.599999905,3,56,45,1,4,4,0,3,1,1,0.56084643,1
NA,55,3,2,52,3,2,2,0,1,1,5,3,3,98,100,1,2,2,2,4,1,0,7.021121953,0
NA,70,2,2,80,3,2,2,0,0,1,5,2,3,39,30,1,3,2,1,4,0,1,0.522439738,1
0,34,NA,NA,NA,3,3,4,0,0,0,0,2.799999952,NA,64,NA,1,4,5,4,3,0,0,0.515094018,0
0,99,1,NA,87,4,2,3,1,0,1,4,5,4,81,76,1,2,4,0,4,0,0,0.424989615,0
NA,69,4,2,59,3,3,2,0,1,1,4,1.799999952,3,78,84,1,1,2,2,2,1,0,0.687985035,0
0,63,3,3,54,1,2,2,1,0,1,4,1,3,11,29,1,4,4,0,3,1,0,0.511739826,0
0,86,2,3,78,4,1,4,0,1,1,5,4.400000095,3,94,79,1,1,2,0,4,0,0,0.523814023,0
0,45,2,1,45,3,1,2,0,1,1,5,4.199999809,3,25,35,1,2,5,0,1,0,0,1.103410063,0
0,2,2,2,32,2,3,2,0,0,1,5,3,2,99,70,1,4,1,1,3,1,0,1.414696919,1
0,17,1,1,47,2,1,2,0,1,0,3,3.400000095,4,-5,NA,1,5,2,4,2,0,0,2.843824454,0
0,75,1,2,59,3,4,2,1,0,1,5,3.400000095,3,55,61,1,2,5,2,2,0,1,0.77788175,0
0,54,NA,NA,NA,3,3,3,0,0,0,0,4,NA,20,NA,1,2,5,1,3,0,1,0.621380201,0
0,50,1,1,50,2,4,1,0,1,1,5,3.200000048,2,40,60,1,3,5,0,4,0,0,0.331691467,0
0,93,2,1,80,4,4,2,0,1,0,1,1.799999952,3,62,74,1,3,4,2,2,0,1,1.873125955,0
0,82,1,1,81,3,2,2,1,0,1,5,3.200000048,3,35,30,1,2,5,1,4,0,1,0.433387581,0
0,52,1,3,81,3,1,1,1,0,0,2,1,4,25,36,1,1,4,2,3,0,0,0.479504091,0
0,84,2,3,70,3,3,3,1,0,1,4,4.199999809,3,65,65,1,2,3,1,3,1,0,1.041576822,0
0,85,1,2,100,3,1,3,1,0,1,5,3.799999952,4,99,97,1,4,5,0,4,1,0,1.61317869,0
0,58,2,2,42,3,2,2,1,0,1,4,4.199999809,2,65,75,1,2,3,2,2,1,0,0.415122086,0
0,50,2,2,10,2,2,3,0,1,1,4,3.799999952,1,89,50,1,2,3,2,1,1,0,0.964000241,0
0,31,3,3,46,2,3,2,1,0,1,5,2.400000095,3,31,41,1,1,5,0,4,1,0,0.609847973,0
NA,89,1,3,77,4,3,4,1,0,1,5,4.800000191,4,66,89,1,1,5,2,4,0,1,0.377184939,0
0,79,1,1,91,4,3,2,1,0,1,4,3.599999905,4,46,31,1,1,5,1,2,0,1,0.971557592,0
0,81,3,2,80,3,1,3,0,0,1,4,3.400000095,3,68,50,1,2,4,3,4,0,0,0.523814023,1
0,96,1,1,71,4,4,4,0,1,1,4,5,3,95,86,1,1,3,5,4,0,1,0.77609052,0
NA,94,1,2,98,4,1,3,0,0,1,4,3.799999952,4,66,76,1,1,3,2,2,0,1,0.971557592,1
0,72,4,3,69,3,3,2,0,1,1,4,1.399999976,3,28,4,1,4,1,64,3,0,0,0.68793115,0
NA,81,1,2,80,3,2,3,0,1,1,5,3.799999952,4,55,70,1,2,5,0,3,0,1,0.67353696,0
0,69,3,3,50,4,2,2,1,0,1,5,4.199999809,3,7,-9,1,3,2,60,2,1,0,1.567114093,0
NA,91,2,4,94,4,2,4,1,0,1,4,4.599999905,4,90,91,1,1,1,1,2,0,0,0.632784304,0
0,81,1,3,80,4,2,4,1,0,1,5,3.599999905,4,95,99,1,1,4,0,3,0,0,0.553245825,0
0,40,1,1,32,2,1,1,1,0,0,3,1.799999952,2,81,68,1,2,1,5,3,0,0,1.208556202,0
0,76,1,1,64,4,1,4,1,0,1,5,4.199999809,3,67,65,1,1,5,1,4,0,1,0.290300865,0
0,66,1,2,91,4,1,4,1,0,1,5,4.800000191,4,68,79,1,1,5,1,4,0,1,0.290300865,0
0,80,3,3,70,3,1,1,1,0,0,3,2.799999952,3,65,60,1,2,5,5,3,0,0,0.515094018,0
0,76,1,1,83,3,1,2,0,0,1,5,4,3,70,76,1,4,5,1,2,0,1,0.981296906,1
0,70,3,1,44,3,4,3,1,0,1,4,2.599999905,3,-58,-55,1,7,3,99,4,0,1,0.835579269,0
0,96,1,2,75,4,2,1,0,0,1,4,4,3,94,65,1,3,5,2,4,0,0,0.808769669,1
0,57,1,1,38,3,3,3,1,0,1,5,2.200000048,2,47,45,1,2,5,5,2,0,1,0.568981814,0
0,51,2,2,82,3,3,3,1,0,1,4,3,3,34,87,1,2,5,NA,2,0,0,0.632784304,0
0,90,1,1,94,4,2,4,0,0,1,4,3.799999952,4,98,87,1,4,3,2,3,0,0,0.389039335,1
0,52,NA,NA,NA,2,1,4,0,0,0,0,1.399999976,NA,NA,NA,1,3,1,6,2,0,0,0.861194299,0
0,67,3,2,46,3,2,3,0,1,0,3,2.200000048,3,26,13,1,4,3,23,1,0,0,1.118907136,0
0,76,3,4,82,3,2,2,0,0,1,5,5,3,30,65,1,2,3,47,1,0,1,1.672871786,1
0,51,NA,NA,NA,3,2,3,0,0,0,0,4.199999809,NA,20,NA,1,2,5,10,2,0,1,0.71113636,0
0,94,2,4,96,3,1,4,1,0,1,5,2.200000048,3,89,94,1,1,1,0,3,0,0,0.553245825,0
0,40,1,2,73,3,2,3,0,1,1,4,2.799999952,4,28,49,1,3,5,6,1,0,1,1.845658418,0
0,91,1,1,91,3,3,1,0,0,1,5,4.599999905,3,58,46,1,1,3,5,4,0,1,0.643924583,1
0,90,1,3,94,4,4,4,1,0,1,5,4.800000191,4,94,96,1,1,5,1,4,0,1,0.42026561,0
0,4,3,2,2,2,2,3,0,0,1,4,1.799999952,2,75,93,1,2,0,0,2,0,0,0.657773844,1
NA,60,2,3,80,3,2,1,0,0,1,5,5,4,71,70,1,3,5,0,4,0,0,0.424989615,1
0,59,1,1,60,3,1,4,0,1,1,5,4.400000095,3,77,70,1,3,5,1,4,0,1,0.42026561,0
0,72,2,2,57,3,3,2,1,0,1,4,1.600000024,3,90,96,1,2,2,0,3,0,0,0.50547482,0
0,66,1,1,61,2,2,2,0,0,1,4,4.800000191,2,86,58,1,1,4,2,4,0,0,0.408820911,1
0,50,NA,NA,NA,2,2,2,0,0,0,0,3,NA,0,NA,1,4,2,31,2,0,1,0.444453327,0
0,79,1,2,49,3,2,3,0,0,1,5,4.400000095,3,89,62,1,1,5,1,4,0,1,0.42026561,1
0,68,1,1,72,3,4,1,1,0,1,5,1,2,61,56,1,2,5,1,4,0,1,0.454508714,0
0,3,1,1,53,3,2,3,0,1,1,4,3,2,88,93,1,1,2,1,2,0,0,0.83784656,0
NA,89,1,1,93,4,1,3,0,0,1,5,3.799999952,4,75,73,1,1,5,1,4,1,1,0.535624222,1
NA,48,1,2,79,2,2,2,0,1,1,5,2.599999905,3,49,49,1,3,5,2,2,1,0,2.212738755,0
NA,33,1,1,36,2,1,3,0,0,1,4,3.200000048,3,63,38,1,2,5,0,2,0,1,1.062462913,1
0,56,3,1,51,3,1,1,0,0,0,2,3.200000048,3,85,98,1,4,2,1,1,0,0,1.304363116,1
NA,99,3,2,94,3,4,2,0,0,1,4,3,3,48,60,1,4,3,1,4,0,0,0.269343991,1
NA,98,1,3,96,3,2,2,1,0,1,4,3.799999952,4,83,85,1,4,4,1,2,1,0,0.54458156,0
0,91,1,2,91,3,3,3,0,1,1,5,2.200000048,4,36,43,1,2,3,17,4,0,1,0.377184939,0
0,91,1,4,96,3,3,4,1,0,1,5,4,4,94,95,1,2,4,0,4,0,0,1.075884548,0
0,50,2,4,54,3,1,4,0,1,1,5,2.400000095,3,72,74,1,1,5,0,4,0,0,0.903118928,0
0,91,1,3,82,4,1,3,1,0,1,5,2.599999905,4,66,93,1,1,5,1,4,1,0,0.605981058,0
0,61,1,2,63,3,2,3,1,0,1,4,2.200000048,3,69,40,1,3,4,0,3,0,1,0.77609052,0
0,59,1,2,50,2,3,3,0,1,1,5,3.799999952,3,54,40,1,4,3,1,3,1,0,0.646495158,0
0,30,1,1,40,2,2,3,0,0,1,5,3,2,60,90,1,2,2,0,3,0,1,0.454508714,1
0,90,3,2,91,4,3,3,0,1,1,5,3.200000048,3,15,12,1,5,4,58,3,1,0,2.686642662,0
0,82,1,3,84,4,2,4,0,1,1,4,3.400000095,4,85,88,1,1,3,0,2,0,1,0.568981814,0
0,86,1,1,89,4,2,1,0,0,1,4,2.599999905,4,88,83,1,2,4,2,4,0,0,0.544500173,1
0,46,NA,NA,NA,2,3,3,0,0,0,0,1.399999976,NA,12,NA,1,5,3,6,4,0,0,0.389039335,0
0,77,1,2,28,2,1,3,0,0,0,3,1,2,92,73,1,2,3,0,2,1,1,0.40740089,1
0,95,1,1,90,4,2,1,0,1,1,5,4.400000095,4,84,85,1,1,5,0,4,0,0,0.661795901,0
NA,78,1,4,59,3,4,4,0,1,1,5,2,3,78,58,1,1,4,0,4,0,1,0.589454383,0
0,78,1,1,100,3,4,4,0,0,1,5,5,3,78,34,1,1,3,1,3,0,0,0.389039335,1
0,47,2,1,43,3,3,4,0,0,1,4,3.599999905,3,46,43,1,1,3,6,1,0,1,1.307202122,1
NA,22,2,1,52,2,2,1,1,0,0,3,1.399999976,2,31,42,1,4,2,0,1,1,1,1.619018599,0
NA,61,3,1,50,3,3,3,0,1,1,5,2.599999905,3,70,55,1,2,1,10,4,1,0,0.612428616,0
0,50,4,4,98,2,4,4,0,1,0,3,2.200000048,3,97,94,1,4,0,2,1,1,0,4.16873742,0
0,96,1,1,99,4,3,3,0,0,1,5,4,4,20,39,1,3,4,8,4,0,0,0.523814023,1
0,6,1,1,88,3,4,4,0,0,1,5,4.800000191,3,72,85,1,3,5,2,4,1,1,0.713238027,1
0,97,1,4,98,4,1,4,0,1,1,5,4.400000095,3,96,98,1,1,5,0,3,1,1,0.724434171,0
0,59,3,4,92,3,3,3,0,1,1,4,2,3,31,51,1,2,3,13,3,0,1,0.563061075,0
0,55,1,2,60,3,2,3,0,0,1,5,4,3,87,90,1,1,5,0,1,0,1,1.307202122,1
0,95,1,1,94,4,2,2,0,1,1,5,1.600000024,4,92,100,1,3,3,0,4,0,0,0.396442762,0
0,90,1,1,91,3,1,2,0,1,1,5,4,3,41,40,1,4,2,1,3,0,0,0.52543673,0
0,21,2,3,15,2,3,4,1,0,1,4,1.799999952,2,-2,1,1,4,2,44,3,0,1,0.77609052,0
NA,84,3,1,91,3,3,1,0,1,0,3,2.5,3,55,47,1,3,5,6,4,1,1,0.370043677,0
NA,94,1,2,91,3,2,3,1,0,1,5,5,4,64,60,1,1,5,0,2,0,0,0.600272555,0
0,40,NA,NA,NA,3,3,3,0,0,0,0,2.25,NA,97,NA,1,4,2,41,2,0,0,0.632784304,0
NA,30,3,1,50,3,4,1,0,1,1,5,2.599999905,3,5,7,1,3,5,75,4,0,1,0.433007053,0
NA,99,4,3,98,4,1,4,1,0,1,5,3.599999905,4,95,95,1,7,4,1,2,1,1,0.700560333,0
0,88,1,1,94,3,4,3,1,0,1,5,5,3,76,73,1,1,5,1,4,0,1,0.496508878,0
0,69,NA,NA,NA,4,2,3,0,0,0,0,2.799999952,NA,38,NA,1,2,2,38,2,1,1,1.128936463,0
0,83,1,2,82,3,2,3,0,0,1,5,4.199999809,4,77,67,1,2,5,2,4,1,0,0.605981058,1
0,79,1,3,91,3,3,2,1,0,1,5,4.400000095,3,67,61,1,2,4,0,3,0,1,0.589454383,0
NA,90,1,3,78,4,3,4,1,0,1,5,4,4,69,91,1,2,3,3,3,0,0,1.54663119,0
0,61,2,1,71,4,3,3,0,0,1,5,4.400000095,3,70,53,1,3,2,3,4,1,1,0.691855148,1
0,70,2,2,50,3,3,3,0,0,1,5,1,3,25,0,1,4,2,50,3,0,1,0.5460468,1
0,60,2,2,60,3,2,2,0,0,1,4,4,3,77,71,1,2,5,0,2,0,0,0.600272555,1
0,97,1,2,75,3,3,1,0,0,1,4,3.400000095,3,91,85,1,1,5,0,3,1,1,0.792439978,1
0,48,4,3,3,2,2,2,0,1,1,5,3.599999905,2,78,94,1,3,2,3,4,1,1,1.257238107,0
NA,100,1,3,87,4,1,4,0,0,1,4,2.400000095,4,80,95,1,2,4,19,4,1,0,0.668882771,1
0,79,2,3,84,2,4,1,0,0,1,4,1.600000024,2,64,59,1,2,1,16,2,0,0,1.00223697,1
0,72,NA,NA,NA,4,2,1,0,0,0,0,3.200000048,NA,68,NA,1,4,5,2,4,0,1,0.351623311,0
0,74,2,2,69,3,3,1,0,0,1,4,4.199999809,3,68,67,1,2,5,0,3,0,0,1.08031616,1
0,44,1,1,43,3,1,4,0,0,0,1,1,3,67,31,1,2,3,3,3,0,0,0.479504091,1
0,6,4,1,NA,1,4,1,0,0,1,5,4.400000095,1,-68,-64,1,4,5,94,4,0,1,0.524474405,1
0,92,1,1,94,3,2,3,0,0,1,4,2.400000095,3,47,50,1,5,3,0,4,1,1,0.585145067,1
0,100,1,3,94,3,1,3,0,1,1,5,3.400000095,4,96,96,1,2,3,0,4,0,0,0.50547482,0
0,83,1,3,88,3,3,1,0,1,1,5,5,3,87,90,1,1,5,1,4,0,1,0.522439738,0
0,79,1,2,78,4,2,3,0,0,1,5,1,4,89,72,1,2,2,0,2,0,0,1.00223697,1
0,60,1,1,46,3,3,2,0,1,1,4,2.799999952,3,40,35,1,1,5,1,2,1,1,0.779116651,0
NA,63,2,3,79,3,3,3,1,0,1,5,5,3,1,99,1,4,2,51,2,0,0,0.600272555,0
0,69,1,2,73,4,3,4,1,0,1,5,3.799999952,4,55,49,1,1,5,6,4,0,1,0.351623311,0
0,65,2,1,65,3,2,3,0,0,1,5,4.800000191,3,50,49,1,1,5,0,4,0,0,0.331691467,1
0,99,1,4,98,4,4,4,1,0,1,5,5,4,97,99,1,1,3,3,1,0,0,1.254808949,0
0,71,1,3,85,3,2,3,0,1,1,5,3.400000095,3,51,58,1,1,3,2,4,0,0,0.246559924,0
0,40,2,1,59,2,1,2,1,0,1,4,4.199999809,2,15,12,1,4,5,0,2,0,1,0.73927224,0
0,85,NA,NA,NA,3,2,2,0,0,0,0,4.800000191,NA,70,NA,1,4,4,0,1,1,0,4.16873742,0
0,53,1,2,0,3,1,1,1,0,1,5,1.600000024,2,67,61,1,4,3,0,4,1,0,0.429106262,0
0,63,2,2,67,3,2,4,0,1,0,3,3.200000048,3,52,48,1,2,1,0,3,1,0,2.686642662,0
NA,10,2,2,10,2,2,2,1,0,0,2,2,2,29,3,1,4,2,3,1,0,1,1.358825368,0
0,66,3,2,54,3,1,4,0,0,1,5,3.400000095,3,73,97,1,2,2,2,3,1,1,0.776543062,1
0,36,NA,NA,NA,2,2,3,0,0,0,0,1,NA,41,NA,1,6,2,0,2,1,0,8.061954859,0
0,95,2,3,88,3,2,3,0,1,1,5,3.200000048,3,81,73,1,1,3,0,2,0,1,0.73927224,0
0,75,3,1,70,4,4,1,0,1,0,2,1,3,30,20,1,2,2,50,3,0,0,0.52543673,0
NA,NA,1,1,75,2,3,3,1,0,0,2,2.200000048,2,NA,37,1,2,1,NA,1,1,1,1.680414468,0
0,74,1,1,50,3,2,1,0,0,1,5,3.5,3,29,21,1,6,5,2,3,0,0,0.488629064,1
0,40,1,1,45,3,2,4,0,0,1,4,2.799999952,3,40,35,1,1,5,0,1,0,0,1.983616034,1
NA,57,2,1,54,3,3,3,0,0,0,2,3,3,16,8,1,2,3,28,2,0,1,1.305392893,1
0,31,1,1,62,3,3,1,0,1,1,4,2,3,54,78,1,2,5,0,2,0,1,0.877171374,0
0,21,3,4,51,2,3,3,1,0,1,5,1,3,41,81,1,3,3,20,4,0,0,0.50547482,0
1,78,1,1,61,3,3,2,0,0,1,5,4.599999905,4,62,35,1,3,5,7,1,0,0,1.983616034,1
0,52,2,1,29,3,2,3,1,0,1,4,3.200000048,3,91,67,1,4,2,0,2,0,1,1.062462913,0
0,49,3,1,40,3,4,4,0,0,0,3,2,2,14,20,1,4,3,29,2,0,1,0.360601359,1
0,66,1,1,51,3,2,3,0,0,0,3,2.200000048,3,21,42,1,2,3,10,3,0,0,0.50547482,1
0,59,4,3,39,3,2,3,0,0,1,4,3.200000048,3,74,65,1,1,2,0,2,0,1,0.568981814,1
0,54,1,1,72,3,3,4,0,0,1,4,4.199999809,3,78,86,1,1,5,0,4,0,0,0.404403044,1
NA,70,NA,NA,NA,3,2,2,0,0,0,0,3.599999905,NA,70,NA,1,1,5,0,2,0,1,1.305392893,0
0,50,NA,NA,NA,2,1,1,0,0,0,0,3,NA,73,NA,1,2,4,1,1,1,0,1.002069963,0
0,75,2,3,75,3,2,3,0,0,1,4,2.400000095,3,75,85,1,2,3,0,4,0,0,0.808769669,1
NA,100,NA,NA,NA,4,1,3,0,0,0,0,4.599999905,NA,82,NA,1,1,5,0,4,0,1,0.678800597,0
0,75,1,2,85,4,1,2,0,1,1,5,3.400000095,3,100,100,1,2,5,0,3,0,1,0.67353696,0
NA,62,1,1,60,3,3,1,1,0,1,4,4.599999905,3,62,69,1,2,5,6,1,0,1,1.229520996,0
0,90,1,NA,90,3,1,1,0,1,1,5,3.599999905,4,74,60,1,1,4,0,4,0,0,0.523814023,0
0,89,NA,NA,NA,4,4,1,0,0,0,0,1.200000048,NA,30,NA,1,4,2,33,4,0,0,0.523814023,0
0,52,3,3,71,3,2,4,1,0,1,5,3.200000048,3,79,68,1,1,3,2,4,0,0,0.808769669,0
NA,20,1,2,31,2,2,2,0,1,1,4,4.199999809,2,14,31,1,1,4,0,3,0,0,1.54663119,0
0,21,1,1,56,2,2,1,1,0,1,5,2.400000095,3,63,70,1,4,5,1,2,1,1,0.623562306,0
0,55,4,4,46,3,1,4,1,0,1,4,4.599999905,3,41,29,1,1,4,0,1,0,0,3.129886845,0
0,90,NA,NA,NA,3,2,3,0,0,0,0,5,NA,95,NA,1,1,5,0,3,0,0,1.256283783,0
0,53,1,1,94,3,2,1,0,0,1,5,2.200000048,2,0,41,1,3,2,52,4,1,1,0.872154596,1
0,55,1,2,75,4,1,1,1,0,1,4,3.200000048,3,58,70,1,1,5,0,2,0,0,1.041816714,0
0,81,2,1,94,3,3,3,0,0,1,5,3.599999905,4,91,0,1,4,4,0,4,0,0,0.50547482,1
0,50,3,2,51,3,3,4,0,1,1,4,1.600000024,2,49,39,1,1,1,3,4,0,1,0.611963924,0
0,100,4,3,92,3,1,4,0,1,1,4,4,3,100,100,1,2,5,0,3,0,0,1.08031616,0
0,66,1,2,61,3,2,3,0,0,1,5,4.599999905,3,50,39,1,3,4,12,3,0,1,0.560197307,1
0,72,1,1,81,4,3,3,0,0,1,5,3.799999952,3,39,20,1,4,5,3,4,1,1,0.793738867,1
0,83,2,2,72,4,1,3,0,0,1,4,4.800000191,4,78,93,1,1,4,2,4,0,0,0.523814023,1
NA,60,1,3,70,3,3,3,1,0,1,4,2.200000048,3,31,40,1,4,3,11,3,1,0,0.668882771,0
NA,70,3,4,55,3,3,3,1,0,1,4,3.200000048,3,96,93,1,4,1,5,3,1,1,0.585145067,0
0,51,3,4,66,2,3,1,1,0,1,4,2.200000048,3,19,55,1,4,1,3,3,1,0,1.978052463,0
0,72,1,2,74,3,2,4,0,1,1,5,3.400000095,3,84,85,1,2,2,0,3,0,0,0.68793115,0
0,93,NA,NA,NA,3,2,2,0,0,0,0,3.400000095,NA,1,NA,1,1,1,88,2,1,0,4.032067742,0
0,29,3,1,19,2,4,1,0,1,1,5,3.599999905,2,-86,-60,1,5,5,100,4,0,1,0.433007053,0
NA,64,1,2,70,3,4,2,0,1,1,5,2.400000095,4,62,40,1,2,5,4,3,0,1,0.454508714,0
0,51,3,3,39,2,3,3,0,0,0,3,1.399999976,3,50,24,1,2,1,6,2,0,1,0.971557592,1
0,75,1,3,69,3,2,3,0,1,1,4,2.799999952,3,69,56,1,2,3,5,4,0,0,0.408820911,0
0,70,2,1,50,3,3,1,0,1,1,5,2,3,6,0,1,4,5,20,3,1,1,0.7517253,0
0,84,1,1,91,3,2,1,1,0,1,5,1.200000048,3,97,96,1,1,5,1,2,1,0,0.859278526,0
0,80,1,1,94,3,2,3,0,1,1,5,4.800000191,4,74,84,1,1,5,1,1,0,1,1.672871786,0
0,86,1,2,69,3,3,2,1,0,1,4,2.25,3,67,73,1,1,5,0,2,0,1,0.568981814,0
1,100,1,1,100,4,4,1,1,0,1,5,3.400000095,4,NA,NA,1,4,5,0,4,0,1,0.290300865,0
0,23,3,4,85,3,3,3,1,0,1,5,3.599999905,3,93,86,1,1,3,9,4,1,0,1.000261408,0
NA,71,1,1,1,2,3,2,0,1,1,5,5,4,50,50,1,1,5,NA,3,0,1,0.621380201,0
0,41,2,1,40,3,2,2,1,0,1,4,2,3,56,85,1,3,1,1,3,0,0,0.488629064,0
0,55,NA,NA,NA,3,3,3,0,0,0,0,3.400000095,NA,59,NA,1,1,4,1,1,0,1,1.672871786,0
0,NA,4,3,55,3,3,3,1,0,0,2,3.599999905,3,NA,-1,1,4,2,NA,3,0,0,0.553245825,0
0,28,3,2,44,2,3,3,1,0,1,5,2,2,32,29,1,2,3,0,1,0,0,1.254808949,0
0,NA,2,2,60,3,2,2,1,0,1,5,2.599999905,3,10,16,1,6,1,42,4,0,0,0.424989615,0
0,48,2,2,32,2,1,4,0,1,0,1,1,2,18,14,1,1,4,1,1,0,1,1.307202122,0
0,33,2,2,44,2,3,2,0,1,0,2,3,3,34,70,1,2,3,1,2,0,0,0.657773844,0
0,99,1,1,99,4,3,3,1,0,1,4,4.599999905,3,79,66,1,2,4,3,3,1,0,0.806338975,0
0,75,NA,NA,NA,4,1,3,0,0,0,0,3.599999905,NA,48,NA,1,2,5,0,4,0,1,0.351623311,0
0,56,NA,NA,NA,3,2,2,0,0,0,0,3,NA,-9,NA,1,4,3,73,4,0,0,0.412098843,0
0,72,1,2,66,3,3,3,0,1,1,4,4.199999809,3,56,53,1,2,4,1,2,0,0,0.635183769,0
0,50,2,2,33,2,3,1,0,0,1,5,3,2,22,23,1,4,5,15,1,0,0,1.103410063,1
0,99,2,2,93,3,3,2,1,0,1,5,2.599999905,4,80,89,1,1,4,0,3,0,0,0.389039335,0
0,60,4,4,42,3,3,4,0,0,1,4,2.400000095,3,82,93,1,3,2,1,3,0,0,0.661795901,1
0,38,NA,NA,NA,2,1,1,0,0,0,0,2.599999905,NA,59,NA,1,2,3,4,1,0,0,1.103410063,0
0,88,NA,NA,NA,4,3,4,0,0,0,0,4.199999809,NA,46,NA,1,5,5,3,2,1,0,3.878885125,0
0,98,1,2,96,3,1,3,0,0,1,4,4.800000191,3,90,100,1,1,5,0,4,1,0,1.650270095,1
0,79,4,1,74,3,3,2,1,0,1,5,1.600000024,3,100,98,1,4,5,0,4,0,0,0.523814023,0
0,41,1,2,69,3,1,3,0,0,1,5,4.599999905,3,65,69,1,1,5,3,4,0,1,0.3578056,1
0,87,1,2,86,3,3,3,0,0,1,5,3,3,84,84,1,2,4,4,2,0,0,0.632784304,1
0,90,3,1,85,3,1,3,0,1,1,5,4.599999905,4,70,90,1,1,3,0,4,0,1,0.290300865,0
NA,84,2,2,81,3,2,2,1,0,0,2,2,3,46,11,1,4,1,11,3,1,0,0.636614281,0
0,75,2,2,50,3,2,2,0,0,1,5,3.200000048,3,8,8,1,1,5,7,2,0,1,0.73927224,1
0,70,3,3,59,3,3,2,1,0,1,5,2.599999905,2,98,90,1,2,3,0,4,0,1,0.589454383,0
0,77,4,4,76,3,1,4,1,0,1,5,2.400000095,3,28,8,1,1,3,17,2,1,0,3.423223167,0
0,76,3,4,51,3,1,4,1,0,1,4,3.599999905,3,80,81,1,2,2,0,3,0,0,0.479504091,0
NA,1,3,3,50,3,3,3,0,1,1,5,2.400000095,3,33,19,1,4,4,1,1,1,0,1.445947021,0
0,78,1,1,72,3,2,1,0,1,1,4,3.400000095,4,77,70,1,2,3,2,1,0,1,1.845658418,0
0,98,2,3,100,4,2,2,0,1,1,5,3.200000048,4,71,76,1,2,3,1,1,1,1,1.096406534,0
1,40,1,4,32,2,2,4,1,0,1,5,5,2,98,97,1,1,5,0,2,0,0,0.83784656,0
0,80,1,2,78,4,1,2,1,0,1,5,3,4,68,79,1,4,5,0,2,0,1,1.020049698,0
0,60,NA,NA,NA,3,3,3,0,0,0,0,3.599999905,NA,57,NA,1,1,3,29,3,1,0,1.414696919,0
0,70,2,3,42,4,1,4,0,1,1,4,2.799999952,3,79,93,1,4,1,1,3,1,0,0.646495158,0
0,68,2,2,67,3,2,3,0,1,1,4,3.599999905,3,66,25,1,1,5,3,4,0,0,0.523814023,0
0,96,2,1,85,4,3,2,0,1,1,4,3.200000048,4,45,34,1,2,5,11,4,0,1,0.290300865,0
1,71,1,2,58,4,2,1,0,0,1,4,2.200000048,3,25,29,1,4,2,2,4,0,0,0.389039335,1
0,55,3,2,55,3,2,2,0,1,1,4,1.399999976,3,29,18,1,7,3,3,4,1,0,0.962260395,0
0,88,1,2,59,3,1,4,0,0,1,5,3.5,3,84,60,1,1,4,6,4,0,1,0.678800597,1
0,70,1,1,70,3,3,1,0,0,0,2,1,3,NA,6,1,4,3,20,4,1,0,0.838182433,1
0,50,4,4,100,4,4,4,0,0,1,5,5,4,99,99,1,1,2,0,4,0,0,0.515094018,1
0,67,1,1,61,3,2,4,0,1,1,5,3.799999952,3,58,67,1,3,5,3,4,0,1,0.522439738,0
0,85,1,2,57,3,3,3,0,1,1,4,4,3,81,81,1,1,4,2,2,0,1,1.255799604,0
0,50,2,2,62,3,2,2,1,0,1,4,3.599999905,3,9,3,1,4,5,19,3,0,1,0.42026561,0
0,86,4,3,99,4,2,4,1,0,1,5,5,4,94,88,1,1,5,2,3,0,1,0.454508714,0
0,100,2,1,46,4,1,1,0,0,1,5,2.400000095,3,28,33,1,7,3,19,3,1,0,0.429106262,1
0,91,2,3,87,3,2,3,1,0,1,5,3.799999952,3,74,92,1,2,3,5,4,0,1,0.496508878,0
0,0,NA,1,49,3,2,4,0,0,1,5,3,3,51,49,1,1,5,0,2,1,1,0.609797712,1
NA,62,1,1,76,3,2,3,0,1,1,5,3.200000048,3,75,75,1,2,5,0,2,1,1,1.086046945,0
0,90,1,2,97,4,1,4,0,0,1,5,3.799999952,4,99,100,1,2,5,0,3,1,0,1.090562575,1
0,52,3,3,55,2,2,3,0,0,1,4,2.400000095,1,38,4,1,4,1,17,3,1,0,1.041576822,1
0,32,1,1,59,3,3,3,1,0,0,3,3,4,4,-9,1,1,3,NA,4,1,0,1.041576822,0
NA,23,NA,NA,NA,2,3,2,0,0,0,0,2.599999905,NA,30,NA,1,1,3,50,2,1,0,6.36793655,0
NA,20,NA,NA,NA,3,2,4,0,0,0,0,3,NA,20,NA,1,3,4,0,3,1,0,1.414696919,0
