totalfakebinary18_pre,pol_therm_media,misinform_soros_w2,misinform_jamal_w2,pol_therm_media_w2,massmedia_trust,mis_pro_r_false,mis_pro_d_false,proD_fake,proR_fake,vote_binary_w2,vote_combined_w2,polact_mean,massmedia_trustw2,affect_merged_leanersw1,affect_merged_leaners,lean_Dem,ideology,polknow,pol_therm_trump,agecat,nonwhite,college,weight,control_fake
0,35,2,3,41,2,2,2,1,0,1,5,2.599999905,2,47,46,0,5,3,33,2,0,1,0.673352927,0
1,0,4,1,1,1,3,1,0,1,1,4,3.599999905,1,84,48,0,7,3,100,4,0,0,0.753956286,0
0,80,1,2,76,3,3,1,1,0,1,4,2.799999952,4,-32,-42,0,4,5,10,4,0,1,0.589454383,0
NA,15,4,1,10,1,3,1,0,1,1,5,5,2,30,45,0,7,1,100,3,0,0,0.959595302,0
0,37,NA,NA,NA,3,4,1,0,0,0,0,3,NA,46,NA,0,4,1,88,3,0,0,0.580283409,0
0,8,4,2,11,2,1,1,0,0,1,5,2,1,54,45,0,7,3,88,4,0,0,0.494744459,1
NA,9,3,1,19,2,4,2,0,1,1,5,4,2,65,76,0,7,5,100,4,0,1,0.77262596,0
0,3,NA,NA,NA,2,4,1,0,0,0,0,3,NA,77,NA,0,6,5,90,4,0,1,0.582320285,0
0,7,1,1,10,2,4,3,0,0,1,4,1.200000048,3,35,50,0,2,5,78,4,0,1,0.314670472,1
NA,48,2,1,87,3,3,3,1,0,0,2,1,3,92,81,0,4,1,100,4,0,0,0.840709118,0
0,59,2,2,73,3,3,2,0,0,1,4,2.400000095,3,-30,-49,0,5,4,6,3,0,0,0.668747814,1
0,68,3,2,78,3,3,2,0,0,1,5,1,3,4,11,0,4,5,0,2,0,1,0.621912667,1
NA,6,4,1,0,1,4,2,0,0,1,4,4.599999905,1,96,99,0,7,4,100,2,0,0,1.235739372,1
NA,32,3,1,40,2,4,1,0,1,1,5,2.200000048,2,34,44,0,5,4,81,4,0,1,0.524474405,0
1,16,3,1,19,2,4,1,0,1,1,4,1.799999952,2,48,65,0,5,4,64,3,0,1,0.77262596,0
NA,42,1,1,42,2,2,2,0,1,1,5,1,2,19,8,0,5,1,50,2,0,0,0.943848604,0
0,50,4,1,46,2,4,1,1,0,1,4,2.200000048,3,45,51,0,4,4,86,3,0,0,0.580283409,0
NA,58,1,1,23,3,2,2,0,0,1,4,4.800000191,2,73,78,0,6,4,95,4,0,0,0.642816405,1
0,38,4,1,28,2,3,2,1,0,0,2,2.799999952,2,10,2,0,5,4,54,1,0,1,1.358825368,0
0,16,4,1,5,2,4,3,0,1,1,5,4.599999905,2,67,58,0,7,5,98,4,0,1,0.524474405,0
0,51,1,1,54,2,3,1,0,0,1,4,2,3,39,2,0,6,4,50,2,0,0,0.89535472,1
NA,0,3,2,0,1,4,1,0,0,1,4,3,1,99,78,0,6,2,21,3,1,0,3.38697138,1
0,0,4,1,0,1,4,1,0,0,1,5,3,1,NA,80,0,7,3,91,4,0,0,0.580283409,1
NA,1,4,1,6,2,4,1,1,0,1,4,2.799999952,2,94,96,0,6,5,98,4,0,1,0.646432379,0
0,57,1,2,9,3,2,2,1,0,1,4,5,2,18,17,0,4,0,86,2,0,1,1.060716987,0
NA,14,3,2,16,1,4,1,0,1,0,1,1,1,47,55,0,6,4,69,4,0,0,0.633906139,0
NA,10,3,1,15,2,3,1,0,0,1,5,2.799999952,2,53,36,0,6,5,70,4,0,1,0.331104571,1
0,7,4,1,19,2,4,1,0,0,1,5,3.200000048,2,59,66,0,6,5,96,4,0,1,0.433007053,1
0,30,4,1,12,2,3,3,1,0,1,5,1,2,97,89,0,7,1,94,4,0,0,1.543801321,0
0,0,NA,NA,NA,1,4,1,0,0,0,0,3,NA,41,NA,0,6,3,79,4,0,0,1.347074405,0
NA,25,3,2,10,2,3,1,1,0,1,4,4.199999809,2,92,71,0,6,3,97,3,0,0,0.580283409,0
0,21,1,4,6,2,1,1,0,1,0,3,1,1,95,95,0,7,1,100,2,0,0,0.89535472,0
0,25,2,1,22,2,4,3,0,0,1,4,3.400000095,2,58,72,0,7,5,69,4,0,0,1.348190671,1
0,31,3,1,22,2,4,3,0,1,1,4,3,2,100,64,0,7,4,100,3,0,0,0.959595302,0
0,1,4,1,0,1,4,1,1,0,0,1,1,1,-3,0,0,1,2,100,4,0,0,0.344790428,0
0,50,2,3,16,3,3,3,1,0,1,4,1.399999976,2,-2,5,0,4,3,41,3,0,1,0.835579269,0
NA,3,2,1,12,2,2,1,1,0,1,4,3.200000048,2,55,66,0,6,5,72,2,0,1,1.584748754,0
NA,31,1,1,31,2,4,1,1,0,1,5,4,2,49,49,0,7,5,86,4,0,1,0.226765043,0
0,1,4,1,0,1,4,1,1,0,1,5,3.599999905,1,97,100,0,6,4,98,2,0,0,0.943848604,0
NA,50,NA,NA,NA,3,2,3,0,0,0,0,2.799999952,NA,9,NA,0,7,1,63,2,1,0,0.782237334,0
NA,30,2,2,50,3,2,1,1,0,1,5,1.799999952,3,45,5,0,7,2,5,2,0,1,0.360601359,0
NA,36,NA,NA,NA,1,4,4,0,0,0,0,4.666666508,NA,1,NA,0,4,3,61,2,0,0,0.89535472,0
0,32,3,1,19,2,4,1,0,0,1,4,2.799999952,2,85,90,0,6,2,99,3,0,0,0.753956286,1
0,21,NA,NA,NA,2,4,1,0,0,0,0,1.200000048,NA,3,NA,0,5,4,17,1,0,1,1.949796937,0
NA,7,4,1,10,1,1,1,0,0,1,5,4,2,NA,71,0,6,3,98,4,0,0,1.930132881,1
NA,62,2,3,1,3,2,3,0,0,1,4,3.799999952,2,43,95,0,7,2,100,2,0,1,1.772867988,1
1,1,3,2,2,1,4,1,1,0,1,5,2.200000048,1,66,68,0,7,5,90,2,0,1,1.463683137,0
0,0,2,1,0,2,4,1,0,1,1,5,3.799999952,2,65,69,0,7,5,97,3,1,1,0.210275799,0
0,59,NA,NA,NA,2,3,1,0,0,0,0,3.599999905,NA,53,NA,0,2,1,99,3,0,0,0.49844038,0
NA,13,3,2,48,1,4,1,0,1,1,5,3.599999905,4,69,71,0,7,2,67,2,1,0,3.300477544,0
1,10,3,1,0,1,4,1,0,0,1,4,5,1,100,100,0,7,4,100,4,0,0,0.768304091,1
0,41,2,2,40,2,3,2,0,0,0,1,2.599999905,3,8,0,0,5,2,77,3,0,1,0.582320285,1
0,30,2,1,30,2,3,3,0,0,1,5,2,2,90,85,0,7,5,90,4,0,1,0.524474405,1
0,2,4,1,3,1,4,1,1,0,1,4,3.599999905,1,72,86,0,7,5,98,2,0,0,0.89535472,0
NA,90,1,3,90,4,1,4,0,0,1,5,4.400000095,4,-41,-40,0,5,5,0,4,0,0,0.424989615,1
NA,41,1,1,41,2,3,1,0,0,1,5,1,2,39,30,0,6,4,60,3,0,0,0.580283409,1
0,34,3,1,41,2,4,1,0,0,1,4,1.200000048,2,27,11,0,5,4,70,4,0,0,1.206344909,1
0,6,3,1,19,1,4,1,0,0,1,4,5,2,86,76,0,7,5,99,4,0,1,0.533695785,1
0,0,4,1,0,2,4,1,0,0,1,5,3.599999905,1,80,75,0,6,4,90,4,0,0,1.348190671,1
1,2,4,1,2,1,4,1,0,1,1,5,3.400000095,1,81,94,0,7,4,100,4,0,0,1.508229034,0
0,88,4,3,96,4,4,2,0,1,0,1,3.75,4,65,22,0,7,1,10,3,0,0,0.769592725,0
0,10,3,1,31,2,3,1,1,0,1,4,3.200000048,2,84,38,0,6,3,99,3,0,0,0.715218857,0
0,24,3,1,22,2,3,3,0,1,1,5,3,2,60,60,0,7,5,69,4,0,1,0.626859907,0
0,7,2,1,25,2,3,1,0,0,1,5,3,2,65,45,0,6,5,77,4,0,1,0.912793336,1
0,31,3,1,23,2,3,2,1,0,0,2,1.200000048,2,50,50,0,6,4,76,4,0,0,0.344790428,0
0,21,3,1,28,1,2,2,0,1,0,2,1.600000024,2,-3,34,0,5,2,86,2,1,1,1.08982963,0
NA,10,3,1,3,2,4,1,1,0,1,4,4.199999809,2,82,73,0,5,5,90,4,0,1,0.637881442,0
0,100,4,4,92,4,4,4,0,1,1,5,5,4,3,5,0,1,0,91,2,1,1,0.835877405,0
0,21,1,1,50,2,3,2,1,0,0,3,3.400000095,3,25,27,0,4,1,93,3,0,0,2.306924619,0
NA,16,2,1,32,1,2,3,0,1,1,4,2,2,1,16,0,6,3,71,2,0,1,0.848682067,0
0,32,2,2,30,3,3,2,0,1,0,1,1,2,1,-1,0,4,3,41,3,0,0,0.507925712,0
0,34,1,1,11,2,2,2,0,1,1,5,2,1,44,35,0,5,5,64,4,0,0,0.642816405,0
0,2,4,1,12,2,2,1,0,1,1,5,1,2,51,32,0,7,3,80,4,0,0,0.633906139,0
1,52,4,1,49,3,1,1,0,0,1,5,2,2,NA,NA,0,6,3,100,4,0,0,0.938784362,1
1,31,3,1,51,2,1,2,0,1,1,5,5,3,64,52,0,7,4,96,4,0,1,0.433007053,0
0,0,3,1,0,1,4,1,0,1,1,5,4.800000191,1,80,93,0,6,4,100,3,0,0,0.959595302,0
NA,40,4,3,63,4,4,4,0,0,1,5,5,4,26,-7,0,5,3,92,1,0,1,4.949013486,1
0,88,3,2,83,3,2,3,0,1,1,5,4.800000191,3,75,94,0,7,3,100,2,1,1,1.619926232,0
NA,68,3,3,55,2,3,2,1,0,1,4,1.600000024,2,NA,-3,0,4,3,48,3,0,1,0.926838469,0
0,6,4,1,1,1,4,1,0,0,1,4,4.400000095,1,80,98,0,7,3,99,4,0,0,1.508229034,1
NA,8,2,2,4,1,2,2,1,0,1,4,2,1,81,51,0,7,2,72,2,0,0,0.89535472,0
0,11,3,1,11,2,4,1,0,1,1,5,3.799999952,2,95,99,0,6,5,100,4,0,1,0.912793336,0
0,2,3,1,5,1,4,1,0,0,1,5,2.799999952,1,50,84,0,5,5,89,4,0,0,0.210214792,1
1,2,4,1,8,1,4,1,0,1,1,5,4.199999809,2,60,65,0,7,3,100,4,0,0,0.781310679,0
0,0,4,1,0,1,4,3,0,1,0,2,2.599999905,1,90,90,0,7,3,100,2,1,0,0.626716525,0
NA,0,3,1,0,2,3,1,0,1,1,4,3.599999905,2,NA,92,0,6,2,100,3,0,0,1.104299032,0
NA,22,2,1,28,2,3,2,1,0,1,4,1,2,24,2,0,4,5,34,2,0,1,0.673352927,0
1,10,3,3,10,2,1,1,0,0,1,5,3.400000095,2,90,100,0,7,4,100,4,0,0,1.508229034,1
1,1,4,1,0,1,4,1,1,0,1,5,3.400000095,1,94,98,0,6,4,99,3,0,0,0.580283409,0
NA,49,3,1,59,2,2,3,0,0,0,1,3,3,68,83,0,6,3,61,1,0,0,1.668939846,1
0,14,2,1,11,2,2,1,0,0,1,5,2.200000048,2,18,16,0,4,2,81,4,0,0,0.591326215,1
NA,23,3,3,25,2,4,1,1,0,1,4,4.199999809,2,26,20,0,7,3,70,3,0,1,0.814472652,0
0,0,3,1,0,1,2,1,0,0,1,4,3.200000048,1,49,65,0,7,4,82,3,0,0,1.611378305,1
0,15,4,1,4,1,4,1,0,0,1,4,1.200000048,3,46,47,0,7,5,52,1,0,1,2.752947744,1
NA,NA,2,2,5,2,4,1,1,0,0,2,1.399999976,2,59,25,0,6,2,85,3,0,0,1.104299032,0
0,22,1,1,30,2,4,1,0,1,1,4,2.200000048,2,56,50,0,6,3,92,2,0,0,1.494916923,0
0,5,4,2,5,1,3,2,1,0,1,5,1.799999952,2,85,66,0,6,3,98,4,0,0,0.728829488,0
NA,48,3,3,50,3,2,2,0,0,1,5,3,3,21,0,0,4,0,30,4,0,0,0.251251965,1
0,20,3,2,26,2,3,1,0,0,0,2,3,3,71,39,0,4,2,100,2,0,0,0.657773844,1
0,29,3,1,23,2,4,2,0,1,1,5,3.799999952,2,30,69,0,6,4,100,4,0,0,0.494744459,0
NA,5,2,1,4,1,3,1,0,0,1,5,3.400000095,2,16,20,0,7,5,90,4,0,1,0.433007053,1
0,29,4,1,52,3,3,2,0,0,1,5,4,3,47,66,0,7,0,99,4,0,1,0.740582862,1
0,1,3,1,0,1,1,1,1,0,1,5,2.599999905,1,96,98,0,7,1,100,4,0,1,0.912793336,0
0,6,4,1,1,2,4,1,0,1,1,5,2.200000048,1,66,27,0,5,2,85,4,0,0,0.494744459,0
0,3,2,2,2,1,1,1,0,0,1,4,2.799999952,1,75,80,0,7,3,100,2,0,1,1.102683912,1
NA,12,2,2,22,1,4,1,0,0,1,4,2,3,14,49,0,4,3,92,4,0,0,1.348190671,1
0,32,4,1,19,2,4,3,0,1,1,5,1.399999976,2,76,77,0,7,4,89,4,0,0,0.580283409,0
0,1,NA,NA,NA,1,4,1,0,0,0,0,1,NA,100,NA,0,7,1,100,1,0,0,1.488452083,0
NA,5,4,1,1,2,4,1,0,1,1,4,1.399999976,1,85,86,0,7,5,100,4,0,1,0.266350077,0
0,9,2,1,3,2,4,2,0,0,1,4,1,1,20,24,0,6,4,83,4,0,0,1.348190671,1
0,53,NA,NA,NA,3,3,2,0,0,0,0,2,NA,-4,NA,0,6,4,62,3,1,1,1.158276336,0
0,11,2,2,34,2,2,2,0,1,1,4,1,2,27,48,0,5,4,71,2,0,1,1.584748754,0
NA,41,NA,NA,NA,2,2,1,0,0,0,0,2.799999952,NA,44,NA,0,6,4,83,4,0,1,0.677936246,0
0,28,1,1,39,3,3,3,0,0,1,4,4,2,46,42,0,5,2,71,1,0,1,1.06020935,1
0,32,1,1,22,3,3,2,1,0,1,4,4.199999809,2,89,86,0,7,2,100,3,0,0,0.715218857,0
0,30,3,1,50,3,3,3,0,1,1,4,2.599999905,2,50,40,0,6,5,70,4,0,0,0.728829488,0
0,28,3,1,44,2,4,1,1,0,1,4,3.400000095,2,75,57,0,5,4,100,3,0,0,0.580283409,0
NA,3,3,2,0,1,3,2,0,0,1,5,2,2,29,32,0,7,1,50,2,0,0,0.525060342,1
1,2,3,1,0,2,4,1,0,0,1,5,3.400000095,1,56,71,0,7,4,93,4,0,0,0.633906139,1
1,11,3,1,20,2,4,1,0,1,1,4,3,2,73,65,0,7,2,80,4,0,0,0.768304091,0
0,10,3,2,13,2,1,3,0,0,1,5,1,2,87,69,0,6,1,98,1,0,0,4.668477571,1
0,59,2,1,77,3,4,4,1,0,1,4,3.799999952,3,59,89,0,6,2,17,3,1,0,1.133630422,0
0,50,4,2,65,3,3,1,1,0,1,4,1,3,55,35,0,4,1,81,2,0,1,0.848682067,0
NA,15,4,1,4,2,4,1,0,1,1,4,3.400000095,1,74,29,0,4,5,100,4,0,0,1.078339506,0
NA,1,3,1,0,2,4,1,0,1,1,5,1.399999976,2,100,96,0,6,1,99,2,1,0,1.188817685,0
0,5,4,1,10,2,4,1,0,1,1,5,3,1,20,40,0,6,5,99,4,0,0,0.494744459,0
NA,6,4,1,16,2,4,1,0,1,1,5,2.400000095,2,31,50,0,6,5,91,2,0,0,1.16548664,0
0,21,4,1,30,2,1,1,0,1,1,5,3.400000095,2,61,63,0,7,3,100,4,0,0,0.494744459,0
0,8,4,1,2,1,4,1,1,0,1,4,3,1,58,80,0,6,4,96,2,0,1,1.160273097,0
0,1,2,2,15,2,4,1,0,0,1,4,3,2,83,65,0,6,2,100,4,0,0,1.543801321,1
0,15,4,1,15,2,4,1,1,0,1,4,3.200000048,2,79,74,0,7,5,100,4,0,0,0.768304091,0
0,0,4,3,31,1,4,1,0,0,1,4,3.400000095,2,100,98,0,7,4,100,2,0,0,0.943848604,1
NA,1,4,1,2,1,4,1,0,0,1,5,4,2,36,59,0,7,5,93,4,0,1,0.626859907,1
0,5,1,1,4,2,3,2,0,0,1,5,3.200000048,1,36,41,0,4,4,85,3,0,0,0.753956286,1
0,0,4,2,0,1,3,3,1,0,1,4,4.400000095,1,100,100,0,7,3,100,4,0,0,1.930132881,0
0,49,1,1,28,1,1,1,1,0,0,1,1,2,-2,17,0,7,0,53,3,0,0,0.49844038,0
NA,5,4,1,5,1,4,1,0,0,0,2,3,1,99,100,0,7,1,100,4,0,0,1.461294572,1
1,19,2,1,46,2,4,1,0,0,0,3,1.600000024,2,97,99,0,6,5,100,4,0,0,0.642816405,1
1,40,NA,NA,NA,2,4,1,0,0,0,0,3.599999905,NA,85,NA,0,6,4,95,4,1,0,0.640046448,0
0,3,4,3,13,1,3,1,1,0,1,5,1,2,50,69,0,7,3,88,4,0,0,0.633906139,0
NA,16,3,2,20,2,1,1,1,0,1,4,4.75,2,70,19,0,6,1,99,4,0,1,0.912793336,0
NA,3,3,3,9,1,1,1,0,1,1,4,2,1,99,0,0,7,3,100,3,0,1,1.017258842,0
0,59,1,2,56,2,2,1,0,1,0,1,3.400000095,2,31,18,0,5,4,66,1,1,0,5.320324988,0
NA,34,2,1,8,1,2,2,1,0,1,4,1.799999952,2,14,18,0,6,3,75,4,0,0,0.768304091,0
0,29,4,1,42,2,4,1,0,1,1,5,4,2,74,56,0,7,5,100,3,0,0,0.728829488,0
0,0,4,1,5,1,4,2,0,1,0,3,4.599999905,1,62,59,0,7,5,100,4,0,1,0.450502665,0
1,10,3,1,13,1,4,1,0,0,1,5,3.200000048,2,85,93,0,7,5,100,4,0,1,0.524474405,1
0,42,3,1,68,3,3,2,0,0,1,4,2,3,37,41,0,6,3,70,2,0,1,1.584748754,1
0,55,NA,NA,NA,3,3,2,0,0,0,0,3,NA,-37,NA,0,5,4,3,2,0,1,0.728984158,0
0,12,3,2,11,2,3,1,1,0,1,5,2.200000048,2,52,69,0,7,5,90,4,0,1,0.524474405,0
0,5,4,2,11,1,4,1,1,0,1,5,1,2,88,95,0,7,2,89,3,0,0,0.753956286,0
1,1,4,1,0,1,4,1,1,0,1,4,3.200000048,1,38,64,0,5,4,95,3,0,0,0.753956286,0
1,15,4,1,0,2,4,1,0,1,1,4,4.400000095,1,78,70,0,5,5,70,2,0,1,0.673352927,0
0,1,4,1,1,1,4,1,0,0,1,5,5,2,98,90,0,7,5,100,3,0,0,0.728829488,1
0,36,3,3,48,3,1,1,1,0,1,4,5,3,78,83,0,4,2,93,1,0,0,6.553582156,0
1,1,4,1,5,1,4,1,1,0,1,5,4.400000095,1,95,98,0,7,4,100,3,0,1,1.004634464,0
NA,21,3,1,27,2,3,1,0,0,1,5,3.200000048,2,71,80,0,6,5,91,4,0,1,0.646432379,1
0,10,1,1,3,2,4,1,1,0,1,4,2.599999905,2,64,91,0,6,4,100,3,0,0,0.753956286,0
0,6,3,2,11,1,3,1,1,0,1,4,1.200000048,2,52,52,0,4,1,100,4,0,0,0.580283409,0
0,50,1,1,68,3,2,2,0,1,1,5,3,3,30,43,0,5,2,62,4,0,0,0.753956286,0
NA,51,3,2,37,2,3,3,0,0,1,5,3,3,4,0,0,4,2,48,2,0,0,2.843824454,1
0,7,NA,NA,NA,2,4,3,0,0,0,0,4.199999809,NA,89,NA,0,7,4,100,3,0,1,0.835579269,0
NA,0,4,1,2,1,4,1,0,0,1,5,1,1,90,64,0,7,3,100,4,0,0,1.206344909,1
NA,97,3,3,67,3,1,1,1,0,1,5,1.799999952,3,53,50,0,4,2,100,2,0,0,0.89535472,0
0,53,3,1,64,3,4,3,0,1,1,5,2.400000095,3,1,18,0,6,5,53,4,0,1,0.740582862,0
NA,41,3,2,40,2,3,3,1,0,0,2,2.799999952,2,55,55,0,6,1,100,4,0,0,1.930132881,0
1,11,4,1,21,2,4,1,0,0,1,5,3,2,82,82,0,7,5,100,4,0,1,0.524474405,1
0,30,3,1,40,2,4,1,0,0,1,4,2.200000048,2,59,20,0,6,5,86,4,0,0,0.856018622,1
1,10,3,3,10,2,4,1,1,0,1,5,4,2,16,39,0,6,5,85,4,0,0,0.494744459,0
0,14,4,1,4,2,4,1,1,0,1,4,4.400000095,2,99,91,0,6,1,100,3,0,0,0.753956286,0
NA,5,3,1,0,1,4,3,0,0,1,4,3,1,55,-14,0,6,4,78,3,0,0,0.98712173,1
NA,2,3,1,2,2,4,1,1,0,1,4,2.200000048,2,46,71,0,6,2,50,3,1,1,1.478697211,0
NA,0,4,1,0,1,4,1,0,1,1,5,3.400000095,1,70,70,0,5,2,100,2,0,0,1.249715426,0
1,3,4,1,41,2,2,2,0,0,1,4,2.799999952,2,NA,98,0,7,3,100,4,0,0,0.781310679,1
0,13,NA,NA,NA,3,4,1,0,0,0,0,2.200000048,NA,72,NA,0,6,5,73,4,0,1,0.314670472,0
0,1,4,2,3,2,4,1,1,0,1,5,3.400000095,2,96,98,0,7,2,100,3,0,0,0.769592725,0
0,4,4,1,39,2,4,1,0,0,1,5,4.199999809,2,85,81,0,6,3,99,1,0,0,1.871648313,1
NA,15,NA,NA,NA,2,4,4,0,0,0,0,3,NA,88,NA,0,7,2,97,2,0,0,0.963423255,0
0,29,2,1,65,2,4,1,1,0,1,5,2.599999905,3,57,77,0,6,3,81,4,0,0,0.98712173,0
NA,31,1,1,44,2,4,1,0,1,1,5,4.800000191,2,69,49,0,7,5,75,4,0,1,0.433007053,0
0,89,3,2,52,4,3,2,0,0,1,5,5,3,90,NA,0,6,2,97,2,0,0,0.623978161,1
0,4,2,1,11,1,3,1,1,0,1,4,1,1,38,45,0,5,2,50,2,0,0,0.89535472,0
1,31,4,1,10,1,4,1,0,1,1,5,4.599999905,2,90,90,0,7,4,100,4,0,0,1.930132881,0
0,37,2,1,42,2,3,1,0,0,1,5,3.799999952,2,55,93,0,6,1,100,3,0,0,0.753956286,1
NA,54,1,3,84,3,3,4,0,0,1,5,3,3,-8,-8,0,4,4,2,4,1,1,1.071679323,1
NA,13,2,2,12,2,4,1,1,0,1,4,2.799999952,2,60,50,0,4,5,74,1,0,1,2.752947744,0
0,NA,NA,NA,NA,3,3,2,0,0,0,0,4,NA,NA,NA,0,5,3,NA,3,1,0,0.659574264,0
1,10,3,1,5,2,3,2,0,0,1,5,3.799999952,2,25,20,0,7,5,90,4,0,0,0.494744459,1
0,31,3,1,35,2,2,1,0,1,1,4,2.799999952,2,34,27,0,6,5,41,4,0,0,0.210214792,0
0,29,NA,NA,NA,1,3,3,0,0,0,0,1,NA,0,NA,0,4,2,34,2,0,1,0.591451704,0
0,84,4,4,95,4,3,4,0,1,1,5,5,4,-5,0,0,1,1,87,2,0,1,1.873125955,0
0,11,3,1,5,1,4,1,1,0,1,4,4.199999809,2,60,61,0,6,5,100,3,0,0,0.768304091,0
0,10,3,1,8,1,3,2,0,1,1,5,3,2,53,60,0,5,4,85,4,0,0,0.494744459,0
0,53,4,1,22,2,3,1,0,0,1,4,3,2,95,94,0,7,2,99,2,0,0,2.093778248,1
0,88,2,2,67,4,2,2,0,1,1,4,5,4,-85,-36,0,1,5,4,4,0,1,0.433387581,0
0,1,3,1,10,2,4,1,0,1,1,5,4.400000095,2,67,67,0,6,3,98,4,0,0,0.768304091,0
0,90,4,1,90,3,3,3,0,1,1,4,1,3,100,100,0,7,4,70,3,0,0,0.768304091,0
0,50,1,1,6,2,3,1,1,0,1,4,3.200000048,2,59,75,0,6,5,60,4,0,1,0.677936246,0
0,37,3,2,NA,3,3,3,0,0,1,5,3.799999952,4,-4,NA,0,2,5,54,2,1,1,0.930093253,1
0,63,2,1,48,2,3,2,0,0,1,4,1,3,78,69,0,6,1,68,3,0,0,0.715218857,1
NA,0,2,1,0,2,4,2,0,0,1,4,4,2,84,83,0,6,4,100,3,0,0,1.147873529,1
0,100,3,2,2,1,1,1,0,0,1,5,3,2,98,93,0,1,2,100,4,0,0,0.609789218,1
1,5,3,1,5,2,4,2,1,0,1,4,3.400000095,1,64,88,0,7,4,100,4,0,0,0.591326215,0
0,6,3,1,10,2,1,1,0,0,1,4,2.799999952,2,74,86,0,7,3,100,4,0,0,0.781310679,1
0,83,NA,NA,NA,2,4,1,0,0,0,0,1.600000024,NA,71,NA,0,6,2,92,4,0,1,0.365509409,0
1,1,3,2,3,1,4,1,1,0,1,5,4.800000191,1,73,67,0,7,5,97,4,0,0,0.591326215,0
0,26,4,1,5,2,1,1,0,0,1,4,2,2,76,97,0,7,1,100,4,0,0,1.543801321,1
0,50,1,2,52,3,4,4,0,0,1,4,1.600000024,2,0,0,0,6,2,0,3,0,1,0.563061075,1
NA,0,4,1,0,1,4,1,0,1,1,5,4.199999809,1,88,99,0,7,2,100,3,1,0,2.820098181,0
0,0,4,1,1,1,3,1,1,0,1,5,2.599999905,1,93,87,0,6,5,98,4,0,0,0.580283409,0
0,11,4,1,50,2,1,1,0,1,0,3,1,3,37,49,0,6,2,41,4,0,1,0.740582862,0
NA,39,3,1,16,2,3,1,0,0,1,5,3.200000048,2,99,93,0,6,1,100,4,0,0,0.580283409,1
NA,60,3,3,64,3,3,3,1,0,1,4,2.400000095,2,18,10,0,6,2,62,2,0,1,1.324812726,0
NA,28,NA,NA,NA,2,3,1,0,0,0,0,3.25,NA,56,NA,0,7,5,89,2,1,1,0.781398026,0
0,37,2,1,33,2,1,1,0,1,0,2,3,2,53,48,0,6,3,67,1,0,0,1.304363116,0
0,51,2,3,33,2,1,1,1,0,1,5,2,2,75,59,0,7,1,97,4,0,0,1.348190671,0
0,43,3,2,49,2,4,4,0,0,1,4,4,2,69,78,0,2,4,91,3,0,0,1.611378305,1
1,50,3,1,51,2,2,1,0,1,1,4,4.400000095,2,60,93,0,7,5,80,3,0,1,0.70013588,0
0,1,3,1,33,2,2,2,0,0,1,4,2.599999905,2,56,70,0,6,4,86,3,0,1,0.814472652,1
0,30,3,1,6,1,4,1,0,0,1,5,1,1,70,55,0,7,5,94,4,0,1,0.222846918,1
NA,15,NA,NA,NA,2,4,1,0,0,0,0,2.200000048,NA,100,NA,0,7,3,100,3,0,0,0.68793115,0
0,1,3,1,0,2,4,2,1,0,1,5,2.200000048,2,60,70,0,6,5,70,3,1,1,0.840782171,0
NA,3,3,1,10,1,4,1,0,0,1,5,3.599999905,2,77,54,0,6,5,89,4,0,0,0.494744459,1
NA,64,1,2,71,3,1,2,1,0,1,4,2.400000095,4,-18,-36,0,4,4,15,3,0,1,0.393809678,0
0,7,3,2,7,2,1,3,0,1,1,4,3,2,23,51,0,7,5,84,4,0,0,0.494744459,0
NA,16,4,1,20,2,4,1,1,0,1,5,4.199999809,2,85,94,0,7,5,100,4,0,0,0.494744459,0
0,22,3,1,3,2,3,2,1,0,1,4,4.199999809,2,46,55,0,7,5,73,3,0,1,1.004634464,0
0,41,NA,NA,NA,2,4,2,0,0,0,0,3.599999905,NA,39,NA,0,6,3,61,4,0,0,0.210214792,0
0,76,NA,NA,NA,3,3,3,0,0,0,0,4.199999809,NA,25,NA,0,6,3,79,3,0,0,0.959595302,0
0,3,3,1,8,1,3,1,0,0,1,5,3.799999952,2,29,8,0,4,1,96,3,0,0,0.715218857,1
NA,19,NA,NA,NA,1,3,4,0,0,0,0,1,NA,57,NA,0,6,2,100,2,0,0,4.080642253,0
0,36,2,1,33,2,2,1,1,0,1,4,2.200000048,2,62,67,0,7,2,78,2,1,1,1.162115051,0
0,5,3,1,0,2,2,3,0,1,1,4,3.400000095,1,5,5,0,6,5,72,4,0,0,0.52543673,0
0,59,3,2,32,2,3,1,0,0,0,2,2.200000048,2,66,39,0,6,2,82,2,0,0,1.041816714,1
1,0,4,1,0,1,4,2,0,0,1,4,3,2,95,96,0,7,2,100,4,0,0,1.348190671,1
NA,61,1,1,78,3,3,1,0,0,0,3,2.799999952,3,-3,-1,0,4,2,32,3,0,0,0.553245825,1
1,9,3,1,19,2,4,1,0,0,1,4,2.799999952,2,83,74,0,6,5,98,4,0,0,0.609789218,1
1,2,3,1,5,1,4,2,0,0,1,5,2.599999905,1,20,68,0,6,0,91,4,0,0,1.206344909,1
NA,69,NA,NA,NA,3,4,4,0,0,0,0,4.199999809,NA,97,NA,0,5,4,100,3,0,0,0.769592725,0
NA,41,2,1,29,3,3,1,1,0,1,4,3.400000095,4,37,46,0,3,5,85,2,1,0,4.159378769,0
